cluster_id,n_trades,shape_tag,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,wrong_way_pp,ttp_p25,ttp_p50,ttp_p75,mean_r,final_r_p25,final_r_p50,selected_sl,capturability_composite,is_candidate
0,2192,bimodal,1.0,1.0,0.9968065693430657,6.239966792869721,7.766447800112799,10.288547072600291,13.782914758980281,0.0018248175182481751,240,240,240,5.427214168511426,2.8083533867406527,5.0890618301778785,1.5,1.9803368676275148,True
1,6287,unclassified,0.9648480992524257,0.5349133131859393,0.3077779545093049,1.397223548777704,2.1086998724803827,3.396518684407472,4.659899444309357,0.034992842373150944,27,55,114,-0.7139251338937009,-1.0,-1.0,1.5,0.9678177855054464,True
2,5032,unclassified,0.042527821939586645,0.02106518282988871,0.012519872813990461,0.32836056968604166,0.5110540687818848,0.7326968014862685,0.8831858363448591,0.9680047694753577,6,11,18,-0.988321826669871,-1.0,-1.0,1.5,0.18986041597281203,False
3,4022,monotonic_down,0.0007458975634012929,0.0,0.0,0.021403018859169596,0.09006956276000858,0.19822660293776775,0.3510600805676323,0.9992541024365987,2,4,6,-0.9998609035003643,-1.0,-1.0,1.5,0.022128726732781007,False
