group_label,archetype_label,cluster_ids,size_count,size_fraction_of_pool,centroid_monotonicity,centroid_local_peaks,centroid_pullback,centroid_time_to_peak_rel,final_r_mean,final_r_t_stat,final_r_p5,final_r_p25,final_r_p50,final_r_p75,final_r_p95,mfe_h240_p5,mfe_h240_p25,mfe_h240_p50,mfe_h240_p75,mfe_h240_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way,pct_peak_and_collapse,shape_tag,gate_monotonicity,gate_local_peaks,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape_tag,gate_size,gates_passed_count,capturability_verdict
Stepwise climber,Stepwise climber,2+4,707,0.2753115265,0.5594106192,16.72560113,0.4649505659,0.802682401,1.81745064,17.53546203,-1.014626898,-1.001389392,1.84501628,3.800553846,6.202930509,0.5238412176,1.43634612,3.343711638,5.045023954,7.566077138,0.8359264498,0.6831683168,0.3833097595,0.2871287129,bimodal,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,4,FAIL
Early-peak hold,Early-peak hold,0+3,1028,0.4003115265,0.2507505153,1.215953307,0.01876866713,0.1307320202,-0.9875706118,-150.9035409,-1.030713187,-1.005105526,-1.00178186,-1.001103221,-1.000542882,0.01260382551,0.1324083644,0.3460113345,0.6644387708,1.498120814,0.1196498054,0.01653696498,0.9883268482,0.1167315175,no_magnitude,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,2,FAIL
unassigned (cluster 1),unassigned,1,493,0.1919781931,0.4989183752,8.697768763,0.472925398,0.3845657514,-0.3519421477,-6.434892977,-1.050488291,-1.00468122,-1.001462579,-0.06692024069,2.531864604,0.5964553393,1.165968895,1.948247266,2.914544167,4.870004917,0.8093306288,0.4847870183,0.7322515213,0.6632860041,no_magnitude,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,3,FAIL
unassigned (cluster 5),unassigned,5,110,0.04283489097,0.01807359307,1.545454545,0.09684946486,0.6446862573,-1.004151669,-1477.222903,-1.012343922,-1.00366572,-1.002066244,-1.001232734,-1.000605215,0.07222155947,0.1670347623,0.2727527192,0.3975699559,0.7325821245,0.01818181818,0,1,0.01818181818,no_magnitude,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,1,FAIL
unassigned (cluster 6),unassigned,6,230,0.08956386293,0.5037068052,8.373913043,1.083392279,0.641395796,0.2579671668,2.055515226,-1.024093954,-1.002116147,-1.001159503,1.47387569,3.907816759,0.5137317968,1.249149562,2.181339949,3.336520861,5.662799932,0.8347826087,0.552173913,0.6173913043,0.5565217391,heavy_right_tail,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,3,FAIL
