cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,763,0.3318834276,0.01725842686,0.4849279161,0.01041979521,0.06520615846
1,687,0.2988255763,0.5249232152,21.51020408,0.7143352232,0.6840724549
2,849,0.3692909961,0.5527191694,4.955294118,0.2563088239,0.3509928798
