trade_id,pair,entry_time,bars_held,final_r,mfe_r,mae_r
EUR_CHF_2024-08-19T04:00:00,EUR_CHF,2024-08-19T08:00:00,10,-1.008579372451464,0.5481265732880646,-1.0304779577815133
EUR_GBP_2023-03-09T12:00:00,EUR_GBP,2023-03-09T16:00:00,4,-1.0061837897844046,0.280744056211319,-1.3245677718165594
EUR_GBP_2023-07-21T16:00:00,EUR_GBP,2023-07-21T20:00:00,9,-1.0058043374409995,0.2008300754579368,-1.108628451227495
EUR_JPY_2010-07-19T16:00:00,EUR_JPY,2010-07-19T20:00:00,12,-1.0101049100520445,0.7506504610088883,-1.1007134163832382
EUR_JPY_2011-05-02T12:00:00,EUR_JPY,2011-05-02T16:00:00,4,-1.0102241002774586,0.2668490172416643,-1.0316117179955704
EUR_JPY_2015-06-30T00:00:00,EUR_JPY,2015-06-30T04:00:00,23,-1.003753857192186,0.2380571102711557,-2.0549239912894786
EUR_JPY_2017-12-04T20:00:00,EUR_JPY,2017-12-05T00:00:00,8,-1.008519136210829,0.4575993164662068,-1.1573855052110482
EUR_NZD_2012-04-26T20:00:00,EUR_NZD,2012-04-27T00:00:00,4,-1.0266833371780502,0.2801750403695998,-1.0744490437030176
EUR_NZD_2014-12-17T16:00:00,EUR_NZD,2014-12-17T20:00:00,4,-1.0016765505957956,0.325921435822951,-1.1776091384878984
EUR_NZD_2015-09-03T00:00:00,EUR_NZD,2015-09-03T04:00:00,3,-1.01573475263335,0.5386724574356669,-1.0484007402741775
EUR_NZD_2024-05-02T08:00:00,EUR_NZD,2024-05-02T12:00:00,6,-1.0005856296574989,0.4070126119505576,-1.9284784620909945
EUR_USD_2010-04-15T08:00:00,EUR_USD,2010-04-15T12:00:00,11,-1.004505086373514,0.4660261570818511,-1.110754073646259
EUR_USD_2019-05-28T16:00:00,EUR_USD,2019-05-28T20:00:00,5,-1.012016368026199,0.2072823484519746,-1.2376859066985748
EUR_USD_2019-08-08T20:00:00,EUR_USD,2019-08-09T00:00:00,28,-1.0008492919046164,0.8543876560569251,-1.5100410064306795
EUR_USD_2022-02-18T12:00:00,EUR_USD,2022-02-18T16:00:00,9,-1.0065600414804785,0.7750220434809766,-1.146132961520314
GBP_AUD_2017-01-27T12:00:00,GBP_AUD,2017-01-27T16:00:00,10,-1.0113984124089703,0.5533745379195564,-1.2828729320939192
GBP_AUD_2021-03-10T12:00:00,GBP_AUD,2021-03-10T16:00:00,22,-1.002071194599533,0.2576566081820904,-1.0314549105681994
GBP_AUD_2021-07-02T12:00:00,GBP_AUD,2021-07-02T16:00:00,10,-1.0033376835096388,0.1157063616673504,-1.3406362097035138
GBP_CAD_2012-02-21T12:00:00,GBP_CAD,2012-02-21T16:00:00,5,-1.0046988002840245,0.4510848272655944,-1.2042353870751226
GBP_CAD_2014-03-24T12:00:00,GBP_CAD,2014-03-24T16:00:00,14,-1.0419129601291484,0.2350770372461523,-1.0350678849287875
GBP_CAD_2016-12-06T16:00:00,GBP_CAD,2016-12-06T20:00:00,11,-1.0128492668224505,0.1550876623453554,-1.4065464868200734
GBP_CAD_2021-02-01T12:00:00,GBP_CAD,2021-02-01T16:00:00,10,-1.0286039230191444,0.4488615612236667,-1.0044377583264537
GBP_CHF_2014-12-05T16:00:00,GBP_CHF,2014-12-05T20:00:00,11,-1.0047078020225393,0.8045110567382435,-1.0252546626833867
GBP_CHF_2020-10-13T12:00:00,GBP_CHF,2020-10-13T16:00:00,4,-1.0021897011584937,0.4445093351691189,-1.1335352997005774
GBP_CHF_2023-08-21T08:00:00,GBP_CHF,2023-08-21T12:00:00,12,-1.0055183158736916,0.5959781143579623,-1.5285734970107494
GBP_NZD_2011-12-16T00:00:00,GBP_NZD,2011-12-16T04:00:00,18,-1.0092231157504867,0.4703789032751864,-1.2233205345428075
GBP_NZD_2012-07-25T12:00:00,GBP_NZD,2012-07-25T16:00:00,12,-1.0189054438740384,0.5247890454690569,-1.191042964064539
GBP_NZD_2014-02-24T04:00:00,GBP_NZD,2014-02-24T08:00:00,18,-1.0106374659431827,0.3516621094158821,-1.142588988956234
GBP_NZD_2021-07-01T08:00:00,GBP_NZD,2021-07-01T12:00:00,14,-1.041519060850255,0.557739384088302,-1.189751754808748
GBP_NZD_2022-04-12T12:00:00,GBP_NZD,2022-04-12T16:00:00,3,-1.0004229948389272,0.9555453411147836,-1.063832019877676
GBP_NZD_2024-06-11T16:00:00,GBP_NZD,2024-06-11T20:00:00,5,-1.02509643699441,0.3153421865815189,-1.23518115989723
GBP_USD_2010-08-18T12:00:00,GBP_USD,2010-08-18T16:00:00,11,-1.0077276577239462,0.3531539579845242,-1.2132422626601953
GBP_USD_2013-07-24T16:00:00,GBP_USD,2013-07-24T20:00:00,27,-1.0006124718533942,1.6628610819446996,-1.2243312349198794
GBP_USD_2016-02-12T12:00:00,GBP_USD,2016-02-12T16:00:00,11,-1.0043417336273994,0.4077282579193483,-1.17424159468542
GBP_USD_2018-02-19T04:00:00,GBP_USD,2018-02-19T08:00:00,13,-1.000465461182884,0.163376875189412,-1.038443898995981
