fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
2,2021-10-06,1,12508.01181,12552.65386,12508.01181,0,0,0,44.6420515,452
2,2021-08-27,1,10928.18979,11095.45782,10928.18979,0,0,0,167.2680351,411
2,2021-08-31,1,11095.45782,11211.9945,11095.45782,0,0,0,116.5366759,417
2,2021-09-07,1,11211.9945,11722.76859,11211.9945,0,0,0,510.7740885,410
2,2021-09-08,1,11722.76859,12203.48446,11722.76859,0,0,0,480.7158711,408
2,2021-12-09,3,12944.34802,13220.91123,12944.34802,0,0,0,276.5632058,"534,537,538"
2,2021-11-29,1,12646.76615,13077.19198,12646.76615,0,0,0,430.4258355,514
2,2021-11-03,1,12702.76477,12743.93748,12702.76477,0,0,0,41.17270594,481
2,2021-11-04,1,12743.93748,12776.99046,12743.93748,0,0,0,33.05298182,486
2,2021-09-24,1,12203.48446,12231.48163,12203.48446,0,0,0,27.99716893,442
2,2021-12-16,3,13086.28908,13598.99277,13086.28908,0,0,0,512.7036869,"541,535,545"
2,2022-01-07,1,13834.98853,14140.39617,13834.98853,0,0,0,305.4076468,532
2,2021-12-27,1,13598.99277,13834.98853,13598.99277,0,0,0,235.9957606,550
2,2022-02-11,1,15017.14152,15158.08836,15017.14152,0,0,0,140.9468454,601
2,2022-02-10,1,14703.86466,15017.14152,14703.86466,0,0,0,313.2768616,592
2,2022-02-03,2,14217.88003,14599.70654,14217.88003,0,0,0,381.826514,"588,586"
2,2022-01-13,1,14140.39617,14217.88003,14140.39617,0,0,0,77.48385653,569
2,2022-03-10,1,14974.33718,15060.67336,14974.33718,0,0,0,86.33618447,633
2,2022-02-22,1,15158.08836,15280.27779,15158.08836,0,0,0,122.1894229,609
2,2022-03-15,3,15060.67336,16301.76441,15060.67336,0,0,0,1241.091049,"632,634,639"
2,2022-04-05,1,15973.36052,16168.10551,15973.36052,0,0,0,194.7449921,657
3,2022-07-26,1,10910.75247,10910.75247,10800.80852,1.0076661,1.0076661,1.0076661,-109.9439539,805
3,2022-12-22,2,11311.2346,11476.77155,11197.47018,1.005764853,1.005764853,1.005764853,165.53695,"974,977"
3,2022-09-28,1,10942.91497,10942.91497,10833.06105,1.003881663,1.003881663,1.003881663,-109.8539168,877
3,2022-05-18,4,10586.00376,10603.96677,10479.74268,1.003788464,1.003788464,1.003788464,17.96301023,"725,716,720,723"
3,2022-05-03,1,10090.17995,10186.67163,10090.17995,0,0,0,96.49168673,693
3,2022-04-19,1,10000,10090.17995,10000,0,0,0,90.17994602,668
3,2022-05-17,1,10361.41932,10586.00376,10361.41932,0,0,0,224.5844433,714
3,2022-07-14,1,10603.96677,10643.62667,10603.96677,0,0,0,39.65990195,791
