metric,l_arc_10,canonical_v302
n_trades,3301.0,3152.0
REPLAY win% (apples-to-apples),71.55407452287186,71.3515228426396
REPLAY mean R (apples-to-apples),0.4135540184465002,0.41820162953227685
median terminal_peak ATR,6.678471743510715,6.7397516035348115
p90 terminal_peak ATR,17.387076438151183,17.54039630290587
total foregone depR vs REPLAY (A4 ceiling),6603.847450800776,6345.194111671206
