n,total_foregone_depR,mean_foregone_depR,median_foregone_depR,gap_atr_p10,gap_atr_p25,gap_atr_p50,gap_atr_p75,gap_atr_p90,gap_depR_p10,gap_depR_p25,gap_depR_p50,gap_depR_p75,gap_depR_p90,winners_n,winners_total_foregone_depR,winners_mean_foregone_depR
3301,7988.261625555258,2.41995202228272,1.8281964073462058,3.273108671626213,4.443692889675587,6.398687425711721,10.455237719813628,15.856140188398799,0.9351739061789179,1.2696265399073106,1.8281964073462058,2.9872107770896075,4.530325768113942,1631,3788.8378716034267,2.323015249297012
