cluster_or_archetype,selected_sl_atr,n_trades,fwd_mfe_p25_R_candidate,fwd_mfe_p50_R_candidate,fwd_mfe_p75_R_candidate,fwd_mfe_p95_R_candidate,frac_reach_1R,frac_reach_2R,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,cap_binding_rate,shape_tag,shape_dip_p,shape_p95_over_p50,shape_mode_locations,shape_mode_masses,shape_mode_separation
c4,1.0,122,1.170307498355301,7.508853123617664,15.606216093388134,24.106250051661807,0.7704918032786885,0.6557377049180327,4.894555085674707,6.877613542995568,-1.0,-1.0,11.261677946268138,0.4426229508196721,heavy_right_tail,0.4803111852630816,3.2103770915215,,,
