cluster_or_archetype,selected_sl_atr,n_trades,fwd_mfe_p25_R_candidate,fwd_mfe_p50_R_candidate,fwd_mfe_p75_R_candidate,fwd_mfe_p95_R_candidate,frac_reach_1R,frac_reach_2R,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,cap_binding_rate,shape_tag,shape_dip_p,shape_p95_over_p50,shape_mode_locations,shape_mode_masses,shape_mode_separation
agg_peak_and_collapse,0.5,305,0.2733016818678924,0.6894550674527464,1.3525673516987295,3.3861565255372414,0.3639344262295082,0.16065573770491803,-1.0,0.0,-1.0,-1.0,-1.0,0.0,heavy_right_tail,0.9912369110528579,4.9113520015853975,,,
