cluster_or_archetype,selected_sl_atr,n_trades,fwd_mfe_p25_R_candidate,fwd_mfe_p50_R_candidate,fwd_mfe_p75_R_candidate,fwd_mfe_p95_R_candidate,frac_reach_1R,frac_reach_2R,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,cap_binding_rate,shape_tag,shape_dip_p,shape_p95_over_p50,shape_mode_locations,shape_mode_masses,shape_mode_separation
c3,0.5,50,0.5065770204401459,0.9788567298707036,2.202393804479017,6.700417921518244,0.48,0.28,-1.0,0.0,-1.0,-1.0,-1.0,0.0,heavy_right_tail,0.7683889580840753,6.845146707428059,,,
