cluster_label,n_trades,n_positive,positive_rate,feature_set_size,feature_set,filter_selection_path,rf_roc_auc_mean,rf_roc_auc_std,rf_pr_auc_mean,rf_pr_auc_std,logistic_roc_auc_mean,logistic_roc_auc_std,logistic_pr_auc_mean,rf_logistic_gap,rf_per_fold_roc_auc,rf_top10_importance,selected_threshold,threshold_precision,threshold_recall,threshold_tp,threshold_fp,threshold_tn,threshold_fn,passes_gate
c1,842,365,0.4334916864608076,9,body_to_range_ratio;upper_wick_ratio;lower_wick_ratio;range_to_atr_14;ret_5bar_atr;ret_20bar_atr;pos_in_20bar_range;rsi_14;signal_bar_atr_14,step_a_fail|step_b_top5_fail(0.488)|step_c_not_attempted,0.4648735279980774,0.03858258469108661,0.4203519410081663,0.027317850194514683,0.4582687454938716,0.0646209109718529,0.4160252183839452,0.0066047825042058195,0.4188;0.5197;0.4802;0.4405;0.4652,rsi_14=0.1389;signal_bar_atr_14=0.1362;ret_5bar_atr=0.1155;upper_wick_ratio=0.1066;range_to_atr_14=0.1060;pos_in_20bar_range=0.1053;body_to_range_ratio=0.1003;ret_20bar_atr=0.0987;lower_wick_ratio=0.0925,0.4,0.6108108108108108,0.9287671232876712,339.0,216.0,261.0,26.0,False
c4,842,122,0.14489311163895488,9,body_to_range_ratio;upper_wick_ratio;lower_wick_ratio;range_to_atr_14;ret_5bar_atr;ret_20bar_atr;pos_in_20bar_range;rsi_14;signal_bar_atr_14,step_a_fail|step_b_top5_fail(0.581)|step_c_not_attempted,0.5213842592592592,0.05263187259320325,0.1739745149852508,0.042448995795364555,0.47719444444444453,0.0258089662455065,0.1523423076168653,0.04418981481481471,0.4886;0.4939;0.5961;0.4719;0.5564,signal_bar_atr_14=0.1445;rsi_14=0.1380;ret_5bar_atr=0.1236;lower_wick_ratio=0.1070;pos_in_20bar_range=0.1052;upper_wick_ratio=0.1046;ret_20bar_atr=0.0996;body_to_range_ratio=0.0949;range_to_atr_14=0.0825,,,,,,,,False
