fold,n_train,n_test,n_admit,test_date_min,test_date_max,win_rate,profit_factor,avg_win_r,avg_loss_r,expectancy_r,mean_r,std_r,sharpe_annual,total_return_r,total_return_pct,max_drawdown_pct,calmar,cagr_pct,final_equity
0,114,15,1,2023-07-13,2023-12-13,1.0,,0.9055796953333333,0.0,0.9055796953333333,0.9055796953333333,0.0,,0.9055796953333333,0.452789847666657,-0.0,,,10045.278984766666
1,129,15,5,2023-12-28,2024-04-01,0.6,6.175566984,4.117044656,-1.0,2.0702267936,2.0702267936,2.9246397393436476,3.47372624288239,10.351133968,5.239662494912323,0.9974999999999986,27.957051457363264,27.887158828719816,10523.966249491232
2,144,14,1,2024-04-03,2024-09-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,,-1.0,-0.5000000000000004,0.5,,,9950.0
3,158,14,6,2024-09-10,2024-12-10,0.8333333333333334,10.512812662466668,2.1025625324933337,-1.0,1.585468777077778,1.585468777077778,1.7472026413048125,6.802254086561894,9.512812662466668,4.831943494844526,0.4999999999999958,111.14354200603583,55.571771003017446,10483.194349484453
4,172,14,2,2025-01-02,2025-03-10,0.5,3.2287571139999995,3.2287571139999995,-1.0,1.1143785569999998,1.1143785569999998,2.990182831300254,1.6163774313876258,2.2287571139999995,1.1063066642149844,0.5,21.805428028608276,10.902714014304138,10110.630666421499
5,186,14,5,2025-03-21,2025-05-29,0.8,15.057935184,3.764483796,-1.0,2.8115870367999998,2.8115870367999998,2.2435124599873277,6.703157117756117,14.057935184,7.202954015915575,0.5,97.76317307019573,48.88158653509787,10720.295401591557
6,200,14,5,2025-05-30,2025-09-16,0.8,13.174536456066665,3.2936341140166663,-1.0,2.434907291213333,2.434907291213333,2.685571593980805,4.305100562677835,12.174536456066665,6.1997871172972285,0.49999999999999395,62.31811876422495,31.159059382112098,10619.978711729722
7,214,14,6,2025-09-18,2025-12-19,0.6666666666666666,8.530792882666667,4.265396441333333,-1.0,2.5102642942222224,2.5102642942222224,3.095219746781998,4.758199451312686,15.061585765333334,7.708091681071139,0.5,106.22158658075658,53.11079329037829,10770.809168107113
