t,n_trades_alive,n_winners_alive,all_mfe_p10,all_mfe_p25,all_mfe_p50,all_mfe_p75,all_mfe_p90,all_mae_p10,all_mae_p25,all_mae_p50,all_mae_p75,all_mae_p90,win_mfe_p10,win_mfe_p25,win_mfe_p50,win_mfe_p75,win_mfe_p90,win_mae_p10,win_mae_p25,win_mae_p50,win_mae_p75,win_mae_p90
103,3282,1628,0.7441218516182787,1.9839287188796497,4.345516715442363,7.708693914331215,11.26182332204598,-11.558961332431293,-7.751470001718892,-4.375697945532493,-2.0234789839047296,-0.7999637931918494,3.900102461281495,4.9805932639830415,7.0728645936146535,9.895637453956745,13.617913982812928,-6.741457873522416,-3.3330634266919104,-2.036891331893788,-1.0284500056859698,-0.4255617344949148
104,3282,1628,0.7522171568846868,1.9907635214248023,4.3538617106583395,7.731855386888793,11.335878614419135,-11.619074360532844,-7.80342607099808,-4.412739612084606,-2.0344106627376033,-0.8035438525618173,3.9098215984829747,4.989081071405944,7.0853676993942845,9.95460807922297,13.625444067755756,-6.79539187184717,-3.345523840438451,-2.044514880224547,-1.033754487964974,-0.42785441242232786
105,3282,1628,0.7648463047898244,1.9930074353657665,4.384425442154692,7.753438409839694,11.423228326846383,-11.706065199355763,-7.85619177627512,-4.416191340869183,-2.045799958544368,-0.8105015710321304,3.913862583435573,5.000546070653008,7.092810612881673,10.05065040229021,13.717680292711123,-6.960458555528235,-3.3600465176418903,-2.0537852085628794,-1.0381030575942327,-0.42785441242232786
106,3282,1628,0.7648463047898244,1.9966428361595732,4.393727989104316,7.791441584287148,11.483777316559948,-11.801997839491175,-7.922682732806436,-4.4337234352016095,-2.045799958544368,-0.8105015710321304,3.918489285671443,5.015655319670577,7.142146893936516,10.145800621316017,13.741477454671116,-6.967220767450955,-3.3660904387084845,-2.0576034286840397,-1.0381030575942327,-0.42785441242232786
107,3282,1628,0.7684750220214372,2.002667315119274,4.409942998783677,7.819779838127843,11.531390344206796,-11.845285922550088,-7.958515196580879,-4.474935456936629,-2.0531906738932753,-0.8193189254291057,3.918489285671443,5.034022986719408,7.144747846614222,10.166527708258077,13.757376381846067,-7.107363570598367,-3.375041397877371,-2.0669310107898027,-1.0403832314179766,-0.42822290988666
108,3282,1628,0.7736241361618761,2.0107970660253396,4.429508607376457,7.850146797688201,11.53864184658272,-11.91011259128459,-8.004191028409917,-4.52106295959579,-2.0799233901035374,-0.8193189254291057,3.9339655306105348,5.057252735807232,7.179084014306442,10.228264408091988,13.83681854843462,-7.107363570598367,-3.38425342405173,-2.0918244508955315,-1.0421183662651217,-0.42822290988666
109,3282,1628,0.77695026282308,2.0107970660253396,4.443086726487072,7.883778505935341,11.612500188264601,-11.989045416331242,-8.032329148982477,-4.559493051948977,-2.0822714304995986,-0.827543350793112,3.9392497920951004,5.0621018416922805,7.216396840324462,10.2656168324705,13.858377574596007,-7.259387365124777,-3.4013582288529522,-2.0932803889912037,-1.043422441869882,-0.42857859525632214
110,3282,1628,0.7796929046040902,2.0170981696250867,4.4512432166086295,7.927024161310797,11.719893084771108,-12.00394850496856,-8.04842290929247,-4.567481047807964,-2.0910442678061987,-0.8445255137869476,3.946282347670123,5.079575093126962,7.26352290705195,10.316900610312139,13.989536726326378,-7.418742120863805,-3.415474799235628,-2.100466537672175,-1.0548204773310506,-0.42857859525632214
111,3282,1628,0.7823748053946837,2.029336663967059,4.459741531324346,8.002795162695097,11.770000421806484,-12.063034232669176,-8.057344561744666,-4.590479469404155,-2.1134611944251307,-0.8467758441471072,3.951948826863274,5.08180665506854,7.297731100350423,10.351191690181238,14.006894265106286,-7.4303005868794045,-3.422331463544338,-2.1243934655991343,-1.0598992947659875,-0.43245875879729523
112,3282,1628,0.7857346676361452,2.0318195046428533,4.49263270064127,8.022493483090404,11.816377076083265,-12.109731603490216,-8.10377545676634,-4.619691608873025,-2.126230772195779,-0.847372128075686,3.96035436077376,5.097337575383414,7.321926241422725,10.378038602518417,14.084418256033528,-7.440211088425174,-3.440222519935846,-2.135948925419382,-1.0642534342627312,-0.4359234887868853
113,3282,1628,0.7883533347675524,2.0440107186068768,4.514464765404873,8.055819053752888,11.866426623738509,-12.147729974143944,-8.137667642567044,-4.630258951220378,-2.1304084300077104,-0.8528543156465147,3.9610655920142803,5.097337575383414,7.331552861281423,10.407706419635073,14.134541854180638,-7.491074701401029,-3.455890725612077,-2.135948925419382,-1.0672808885275327,-0.4359234887868853
114,3281,1627,0.7947205326336931,2.0547867324863818,4.542949829886402,8.091960849758486,11.935940904750176,-12.221972519751558,-8.18923702231506,-4.647044382882237,-2.1326325218263795,-0.8561053821917509,3.9951456146923534,5.1039448267331915,7.403122406753933,10.44669514015132,14.171614657038404,-7.514978655611887,-3.4616974841359784,-2.144160885795539,-1.0677596818935675,-0.4359204499082393
115,3281,1627,0.8052952428786873,2.0780958757983834,4.56425781462361,8.116369412919681,11.975380501769907,-12.256727107245753,-8.217898697487126,-4.675594452504535,-2.148291829828059,-0.8561053821917509,3.9982764090389153,5.117187037448628,7.429672596929391,10.482453783280086,14.277655732123256,-7.615636632412962,-3.474849857042214,-2.1552205471215347,-1.0677596818935675,-0.4359204499082393
116,3281,1627,0.8136038562750885,2.079172528476142,4.58526330485881,8.151917403609005,11.999064325004653,-12.297475994340326,-8.261652060622351,-4.678504136432961,-2.1533580030200734,-0.8590167509369272,4.000236303474954,5.129597416605543,7.446319133843962,10.496197632012441,14.336582015838184,-7.629589222347173,-3.478722229881732,-2.1624264786715894,-1.0680272898496046,-0.4359204499082393
117,3281,1627,0.8199301272936971,2.0902267180781826,4.590268684596349,8.193994461164463,12.058356083115793,-12.344298559577405,-8.313409943461277,-4.708541253593546,-2.161490076908062,-0.8600779342925118,4.011738993219688,5.129597416605543,7.465116573764007,10.52091081115741,14.411096767259048,-7.739226800260157,-3.493350532304047,-2.1807090230939097,-1.0684262333127208,-0.45322410223715576
118,3280,1627,0.8196417612907889,2.100247956190648,4.628012578748273,8.221466349603833,12.103140414354328,-12.353271692495902,-8.350222463254877,-4.7135203319712,-2.170985661151376,-0.8665692321412826,4.01374443478032,5.129962228443576,7.483807300558593,10.583716878906019,14.463623560864944,-7.772031220416591,-3.4971854129213584,-2.1820192933928126,-1.0706405301089585,-0.45788065605167605
119,3279,1626,0.822931075595965,2.121991968224093,4.6428078014119265,8.238259243268942,12.196056128323946,-12.42016047527998,-8.370522887805329,-4.718978318470301,-2.1740271395627646,-0.8663903656783526,4.01557240270484,5.181856531679192,7.518081307173103,10.584869492339397,14.500810033495451,-7.812808463630228,-3.4973086506583675,-2.1831552679526185,-1.072731666740756,-0.45786932931872604
120,3279,1626,0.8265813516924491,2.1436504336902367,4.651622987773147,8.301156492336187,12.264062789111211,-12.468524271339737,-8.390396643777663,-4.743918131729314,-2.1788979701521693,-0.8680173327488375,4.019024937301849,5.197324307349316,7.533919706858377,10.606199753471374,14.556873082613244,-7.966767910273626,-3.573502386650459,-2.185999946574336,-1.0762786860182985,-0.45786932931872604
121,3279,1626,0.8389185544215952,2.1622818307524003,4.671441315588881,8.33270634919203,12.328243120138342,-12.516064394768094,-8.420187795475355,-4.764459086722691,-2.1831552679526185,-0.8682166898952423,4.023732027821579,5.202282757737568,7.539751471482968,10.694725247109602,14.611172236545592,-8.02318428833313,-3.740109081305482,-2.1920868427140943,-1.08203802308191,-0.45786932931872604
122,3279,1626,0.8426027833954056,2.1697841090722445,4.72462345295124,8.344270927137451,12.380563422786297,-12.59130573168125,-8.467867456989026,-4.781110271759305,-2.1920868427140943,-0.8682166898952423,4.0279785538388655,5.21556347393154,7.563393373370117,10.774218071826297,14.737487646260966,-8.067357301088895,-3.7744705300137835,-2.1997272307256788,-1.08203802308191,-0.4585065283418944
123,3279,1626,0.8452959702151852,2.1794634299779885,4.757322340698215,8.384587505962742,12.441580799945372,-12.634296728467147,-8.521927227131844,-4.791966678596022,-2.214505412284312,-0.8682166898952423,4.038917179804544,5.218386978620616,7.618670224822578,10.795895488051686,14.756662164915477,-8.0960552506913,-3.8093437149583336,-2.2183826241569546,-1.08203802308191,-0.4585065283418944
124,3279,1626,0.8452959702151852,2.1944264611124495,4.770741209216108,8.410173260989817,12.492171801847944,-12.720748582966163,-8.542507608977981,-4.795790248574915,-2.2250215910889732,-0.8786168793614414,4.043281626211225,5.223339768418475,7.651613441166008,10.832333501420866,14.81703627588444,-8.210477258931071,-3.831274403298991,-2.2270954122968876,-1.0888499551990813,-0.4585065283418944
125,3279,1626,0.8511363214390595,2.195415872497489,4.787872878468772,8.459643594665732,12.506124283300183,-12.767509660962093,-8.602880337810344,-4.802219067990506,-2.2285850732549646,-0.8827984145458002,4.057547107062442,5.2516092570833885,7.683174900634189,10.907237895155635,14.893403232869082,-8.263916922663157,-3.868402828108037,-2.2299317015153277,-1.0906913897914605,-0.4591488366744262
126,3279,1626,0.8628612518638112,2.200349434580291,4.793198963272527,8.534839553091027,12.57086297784061,-12.794979105957667,-8.635213374633135,-4.831396120295859,-2.2381423277358348,-0.8852809356851671,4.063121553558919,5.28931408764797,7.700789974806663,10.951041205932528,14.945424667041028,-8.28210345739836,-3.8946169923152474,-2.2403411240177524,-1.091282534548861,-0.4591488366744262
127,3279,1626,0.8708576439650103,2.2016695090724117,4.833208009142351,8.569268098842368,12.58382522128896,-12.830527801894519,-8.663485397010687,-4.844655997362866,-2.2474231908229747,-0.8852809356851671,4.063121553558919,5.28931408764797,7.714306890754839,11.02786670320382,14.99248128821137,-8.324897888902434,-3.9863248530283664,-2.2474231908229747,-1.091282534548861,-0.4594583186505151
128,3279,1626,0.8859552993143586,2.2057766693868963,4.855412532984748,8.582790400058808,12.60891518194296,-12.945282511944992,-8.708219379998916,-4.872738803239228,-2.257012444059777,-0.8894958467726805,4.063121553558919,5.323073900857963,7.735548175619099,11.054966954508537,15.002237218166606,-8.353305521856083,-4.079773264201542,-2.257012444059777,-1.0972953232080518,-0.46118284928456144
129,3279,1626,0.8930431487682027,2.2231835536343096,4.897327500842773,8.616145570292293,12.618015978318287,-12.999342011957244,-8.775659710055812,-4.9066037620177765,-2.2619218897167244,-0.8894958467726805,4.0689971230219495,5.335846347702846,7.759298079801888,11.069592470960142,15.042015730418381,-8.494914808088536,-4.101084441369748,-2.2619218897167244,-1.0972953232080518,-0.466946084285343
130,3279,1626,0.897489663332357,2.252636256634318,4.9058380248764,8.635495331785624,12.689681825870634,-13.060913754202106,-8.831527580839662,-4.9273356350390864,-2.2664969921740616,-0.8953140837158836,4.082421714450102,5.349078347379054,7.792209402408153,11.101981943756297,15.142885150427682,-8.542507608977981,-4.233669311677474,-2.2664969921740616,-1.0972953232080518,-0.4721783127679206
131,3278,1625,0.9062920156409888,2.2560377264247307,4.923001140226647,8.670578455071704,12.77423819771773,-13.21413786769272,-8.836123039484132,-4.977655165136022,-2.2829000844497798,-0.8994528277982637,4.095060794813632,5.351607677851535,7.80613786725461,11.12135252847228,15.164749586835537,-8.596675856030789,-4.241520669880767,-2.2824769278501993,-1.1194647023731852,-0.47747879482065786
132,3278,1625,0.9062920156409888,2.2586479759486418,4.9303835857826925,8.684035779875277,12.846911379112079,-13.24512737049821,-8.876004816746642,-4.9819056508100825,-2.296796086991819,-0.9066533060515223,4.10985809906378,5.351607677851535,7.8405201539123075,11.134657118202927,15.207039952213321,-8.675148077232391,-4.275563649615845,-2.2952763879174043,-1.1334635472282206,-0.4783385611259812
133,3278,1625,0.9102695685006948,2.262141429557444,4.938967573722524,8.713120755942104,12.88895675929949,-13.31365959484958,-8.903232267972223,-5.009664516991453,-2.3017190289670277,-0.9164328763372743,4.115863782284217,5.358827462119593,7.882497511684018,11.139347890514655,15.228110693556925,-8.708620907029122,-4.291624992860656,-2.301355184215064,-1.1363631072390572,-0.4783385611259812
134,3278,1625,0.9139584623362523,2.2641248162461673,4.945175692593635,8.77744087930472,12.911284966042896,-13.394587749804739,-8.946123227463007,-5.023269789395975,-2.309051114287892,-0.9244397012328088,4.126328970502805,5.372831681048535,7.895250931642746,11.182928762104876,15.33689991848105,-8.708620907029122,-4.295231373822495,-2.3080716424962033,-1.1474328858676583,-0.4783385611259812
135,3278,1625,0.9307911088062193,2.2867213962578496,4.985594681546095,8.797237934284656,12.93930556669897,-13.460415872242777,-8.98446331162614,-5.03448672308545,-2.309051114287892,-0.9247275074632931,4.133485392224686,5.38002755175896,7.936976493976727,11.20250867495513,15.43407862146313,-8.749026868494997,-4.339216785236901,-2.3080716424962033,-1.1523994691654835,-0.4783385611259812
136,3278,1625,0.934468213416805,2.3151326395460354,5.00390215746309,8.812003162246482,12.990079049460943,-13.46833918623444,-8.993982531294822,-5.058044551889794,-2.319593071691986,-0.9264127381717402,4.138861017272256,5.423876666585292,7.987259335394972,11.209815930702973,15.472888509431579,-8.859945300044918,-4.350192969312007,-2.3176456391550864,-1.1749283530885357,-0.4783385611259812
137,3278,1625,0.9370411300320214,2.3278799245624087,5.033873499088058,8.87171403712654,13.064883512919291,-13.514247566466794,-9.005750730852775,-5.0615424170227215,-2.338593307889762,-0.9365800275959487,4.149860005146795,5.457009722005521,8.008343375568419,11.235518253477995,15.560048454169786,-8.92175431662233,-4.351087826369302,-2.33873856317645,-1.1771016762888324,-0.47927812438398043
138,3278,1625,0.9388877265129586,2.3288859583641974,5.0441560601576185,8.91535103684113,13.16074172529879,-13.615391884897083,-9.031409351600583,-5.075027262260881,-2.350020277027298,-0.9715032750040943,4.149860005146795,5.457668235417636,8.012659336140727,11.280813559548974,15.57379869638304,-8.92175431662233,-4.376624058691781,-2.3522231441124153,-1.190493793515396,-0.4794149406722639
139,3278,1625,0.9416368701873171,2.3288859583641974,5.064201848355324,8.976945125319812,13.16074172529879,-13.647210877672473,-9.065844939336605,-5.105894616617788,-2.370719826483047,-0.9768642001884168,4.155082202902468,5.461310728394695,8.014319385229165,11.32324017679199,15.636979995939067,-8.982913206367005,-4.404330288055775,-2.370121476551919,-1.194879875842214,-0.47989682521752425
140,3278,1625,0.9419036334586798,2.3359662684480966,5.083172587480001,8.990233681450576,13.174138225604892,-13.69663184136958,-9.092444649002411,-5.121126269850749,-2.3773750857455473,-0.9925711871473585,4.159751621424064,5.535526132837602,8.041800801086557,11.33379058082364,15.659688768554624,-9.000118066807042,-4.443513013637239,-2.377316022912936,-1.20790903984543,-0.49102096066072587
141,3278,1625,0.9419036334586798,2.34724729093971,5.091328104040334,9.04905717581662,13.251991832543295,-13.736806742664369,-9.13360598664416,-5.128670536363595,-2.3944548572147832,-0.9972186407090654,4.164161060514739,5.549790283476864,8.071065520719863,11.437585592940364,15.659688768554624,-9.052601042271474,-4.487734499794769,-2.395564124355761,-1.2158390696890145,-0.49102096066072587
142,3278,1625,0.9419036334586798,2.357435823521747,5.119409080821655,9.05057551777046,13.326961739064355,-13.759706972859815,-9.174223528882912,-5.131939637082157,-2.440798618905873,-1.0021525414590566,4.171697521756532,5.561934684083414,8.086341297903259,11.49265750124445,15.701530690339958,-9.110610590462889,-4.515579834745515,-2.441876168131552,-1.2223418292801642,-0.4930500443390277
143,3278,1625,0.9425431271305799,2.3668430971597574,5.131644026815977,9.079142622918258,13.360036932955436,-13.782209058269377,-9.212540912375463,-5.140631024939064,-2.4422575034238045,-1.0021525414590566,4.18668164877484,5.567074512008935,8.121127862084553,11.509197837461361,15.776982933791853,-9.19467753769566,-4.526546084446066,-2.441876168131552,-1.222763902841868,-0.5046921760561034
144,3278,1625,0.9440684789318,2.3715514765831207,5.175014547209237,9.085730095112433,13.39015345163938,-13.795280849451066,-9.226327059297876,-5.175600672630759,-2.4506711608232106,-1.0061634458373754,4.18668164877484,5.591855358596508,8.126033953073875,11.569510747521484,15.79990384135331,-9.24289171289114,-4.5598386476625485,-2.4500944989190905,-1.2342846479388765,-0.5046921760561034
145,3278,1625,0.9440684789318,2.3716631421066525,5.192524623780015,9.173631782276647,13.428967145618394,-13.83990734965273,-9.234454259914644,-5.19199039483806,-2.4594528418261667,-1.0107665868115334,4.1953609662016715,5.591855358596508,8.173048404297784,11.633098533178252,15.852270008869148,-9.24289171289114,-4.569390521973615,-2.4589702840770764,-1.2375381410439343,-0.5046921760561034
146,3277,1624,0.9438880888857876,2.3915143584773286,5.200945364150808,9.184799199558542,13.481243172899566,-13.887379016118294,-9.244522804498015,-5.194831648846681,-2.4645731861305844,-1.0127532643405364,4.221913377663227,5.602730524140005,8.200163324677794,11.67275300092643,15.856770733057772,-9.243540746736038,-4.603015250947294,-2.4609104366902654,-1.2506750885303632,-0.5041291178775102
147,3277,1624,0.9458851004187943,2.4024040212078446,5.204837726929225,9.213008902540397,13.521686968367824,-13.974410961527152,-9.257584652201087,-5.227045368913859,-2.481827838536012,-1.0258938217840832,4.221913377663227,5.612339194001463,8.229298643325858,11.683362566912406,15.907386049645352,-9.298878876167885,-4.642954989525881,-2.4747049643454537,-1.2580794634254975,-0.5093318844594077
148,3277,1624,0.9486470985364883,2.409334785252172,5.219499740385436,9.236088269000339,13.576268630686597,-13.999348215202549,-9.291608257787644,-5.256904424890867,-2.5133507940559747,-1.0258938217840832,4.227225190972914,5.630522622979134,8.265392586338903,11.743002666027524,15.907386049645352,-9.367859681118938,-4.683299145761099,-2.501836723491463,-1.2625145836468707,-0.5099342523662517
149,3277,1624,0.9486470985364883,2.412289203136616,5.254614526287354,9.250444446496587,13.668697481756299,-14.008995117496614,-9.314483728069089,-5.300239886393785,-2.534496551160039,-1.0279470443118077,4.227225190972914,5.638606980521948,8.265392586338903,11.744051066549567,16.021229147772768,-9.403116422630976,-4.747720078174928,-2.508611817587803,-1.294887291285565,-0.5107607761753092
150,3277,1624,0.9544880290485793,2.416517400633204,5.2685709199045565,9.280484808479954,13.708892856328777,-14.017686156819403,-9.326048265262404,-5.333221967613073,-2.5438090305424055,-1.0279470443118077,4.228590770583817,5.651701781740774,8.279202990814607,11.764708476481387,16.047108648303976,-9.510806111921097,-4.7648319862126085,-2.536088835980114,-1.294887291285565,-0.5115230845342637
151,3277,1624,0.9608887438947794,2.4213376805446964,5.2891142827373665,9.288767984071663,13.767194972182647,-14.032325071349787,-9.350248902085397,-5.34174375320204,-2.5487645783602195,-1.0317597586676521,4.231915576185229,5.670013598428012,8.30736109539113,11.7857463811215,16.0981532299387,-9.529862256397218,-4.7767200099349125,-2.5407935459407573,-1.3086362580779014,-0.5115230845342637
152,3277,1624,0.9727711170049742,2.425984143700903,5.297884678974436,9.319076164506493,13.805938229364509,-14.097471476961685,-9.387386167262479,-5.345121759566854,-2.5542925470604265,-1.0348681269645026,4.23841722791945,5.672157300291996,8.320460276844909,11.798918048154567,16.114359576572333,-9.529862256397218,-4.7767200099349125,-2.5488870592210233,-1.3122769368652039,-0.5127912397183292
153,3277,1624,0.9755396712927911,2.436770388243283,5.323881442203856,9.351930237484385,13.82382133180791,-14.165579132614388,-9.3877401717271,-5.358212821837392,-2.5561345739857124,-1.0348681269645026,4.2421919909623895,5.685837802762855,8.331362894619597,11.824607061623897,16.114359576572333,-9.550044312840397,-4.790164705465614,-2.5501459023184676,-1.3122769368652039,-0.5127912397183292
154,3277,1624,0.9776014899730348,2.4408409949981893,5.342495851047903,9.38065229845147,13.909293724981108,-14.171095812739221,-9.422556299782695,-5.367091055279798,-2.587153296283367,-1.0348681269645026,4.2421919909623895,5.700103578133392,8.344270927137451,11.902803045365774,16.165715202655406,-9.577685888330077,-4.824008833747065,-2.566507247434594,-1.315811569502623,-0.515320940202356
155,3277,1624,0.9776014899730348,2.4408409949981893,5.351607677851535,9.41148464467512,13.925955850642904,-14.193590788130267,-9.458444366136971,-5.377856513087115,-2.5957366175294885,-1.0403113100505985,4.2421919909623895,5.712393030122056,8.383199878993228,11.967587131046663,16.235087383689986,-9.585410785004868,-4.838692226531106,-2.582759815407832,-1.3176943806518753,-0.5190329792196912
156,3277,1624,0.9776014899730348,2.4450886644167307,5.3621355554727,9.45186055228642,13.990853659964024,-14.241716917795799,-9.487433194874018,-5.4061656061708705,-2.6166522244998727,-1.0403113100505985,4.2421919909623895,5.718953629082693,8.383199878993228,11.98333099460698,16.26544912318832,-9.585410785004868,-4.9075445772204045,-2.5996280169662738,-1.3240580636692336,-0.5190329792196912
157,3277,1624,0.9803776306424375,2.455370406719653,5.392359066518763,9.495544196106941,14.000575134605183,-14.241716917795799,-9.536294148735509,-5.429048726747403,-2.6262089699300977,-1.0417953130848185,4.25142789168952,5.73521347778925,8.395904422980564,12.002021418560066,16.493809247693218,-9.758254252717135,-4.958280094670812,-2.6143179520026116,-1.3270730056389373,-0.5190329792196912
158,3276,1623,0.9832153112970433,2.4674618289835064,5.405282711550948,9.5215072638299,14.03404833983959,-14.28671850015342,-9.557021515981173,-5.472452600994186,-2.631210541403085,-1.044913071094216,4.2509661730092425,5.735335302962858,8.411690698689835,12.059166649113745,16.551181237759906,-9.766190927684358,-4.987894515952492,-2.6254280013447886,-1.3364151979623657,-0.5190138982378029
159,3276,1623,0.9832153112970433,2.4803402070996166,5.419578465449193,9.532029439821304,14.044577694258862,-14.337818991043967,-9.589415694259312,-5.488633978187698,-2.645715017219213,-1.0503014637597075,4.2509661730092425,5.739511928948496,8.437007966317385,12.086750683637472,16.56999667114475,-9.833451603737917,-5.01670151963995,-2.631507972356799,-1.3445055152358918,-0.5209258022963303
160,3276,1623,0.9864734551165056,2.4885922048509537,5.438550119934396,9.578171754448324,14.143958764635808,-14.461573964340934,-9.650395894189192,-5.535679625598196,-2.645715017219213,-1.0536223965854683,4.2509661730092425,5.752591688767211,8.438042353600338,12.094909979813224,16.56999667114475,-9.961979164003939,-5.074365729413147,-2.6336517305422498,-1.3445055152358918,-0.524054526246612
161,3276,1623,0.9864734551165056,2.4899106875993597,5.449450836371913,9.58785734953831,14.153744374101127,-14.4810634104613,-9.6906834460537,-5.538097469886613,-2.6489953167605513,-1.0547666777562816,4.2509661730092425,5.767520268031866,8.43834018939172,12.136357190922658,16.621943852539797,-9.997853805519888,-5.130444217454938,-2.6462205709488065,-1.3450544785410805,-0.5247728999684034
162,3276,1623,0.9895204866285654,2.511704129680264,5.4573389787115785,9.621307415919278,14.23686259324719,-14.504623471686834,-9.73891303928817,-5.542928345398589,-2.661025137267728,-1.0559881660554469,4.2509661730092425,5.769854040330335,8.458754039191536,12.196053872814813,16.6518524641908,-10.027568552512609,-5.138290405333187,-2.648664443142773,-1.3500721954238126,-0.5247728999684034
163,3276,1623,0.9963279834181391,2.521236823437129,5.489436986375809,9.632235657743525,14.278059297406113,-14.537828091731674,-9.759728971592986,-5.559843867851111,-2.6661993676349,-1.0589668815790163,4.2509661730092425,5.772545205123265,8.515222722947406,12.255017183281181,16.732309123428877,-10.1229368252513,-5.138290405333187,-2.6576036802369543,-1.3539393673786952,-0.5247728999684034
164,3276,1623,0.9963279834181391,2.5226319950260696,5.52090228751687,9.641930877970864,14.289178422500171,-14.586391769866033,-9.769258363125381,-5.572365789183875,-2.673683814685597,-1.0589668815790163,4.256516236387296,5.791138720484026,8.515222722947406,12.303035112056119,16.798781910753483,-10.161973490237473,-5.154893421604851,-2.66567675674503,-1.3539393673786952,-0.5276168733712294
165,3275,1622,1.007314445933662,2.5378239356818444,5.532474201952745,9.658302999373053,14.301757511963567,-14.680994207395136,-9.81303049068094,-5.589908969020894,-2.68003089259366,-1.0668035296292575,4.255891863793745,5.802372277425844,8.540483731361132,12.368786890717782,16.85882981635148,-10.203296982160525,-5.1572232179275455,-2.6754504365936915,-1.3674813419194487,-0.5323656679835022
166,3275,1622,1.0118035199505668,2.5447407599803054,5.567020669268291,9.68656427115291,14.32809980749497,-14.743175665762916,-9.840024901806554,-5.6110690656989615,-2.6822114360400793,-1.070241478925143,4.255891863793745,5.814164431694788,8.569418945181056,12.398045207239704,16.94400400755245,-10.21212370614005,-5.175113793323365,-2.6782783110564905,-1.3697733418137141,-0.5358892646235964
167,3273,1620,1.0116234697799713,2.5450645327145356,5.601429916758594,9.753670723808947,14.357138520966304,-14.79335308823629,-9.8637406188654,-5.61605017655661,-2.693396681933929,-1.077769356954664,4.255206734325321,5.834871999868294,8.578455543673027,12.419382314361444,16.958193675841684,-10.326509782963013,-5.251899993126144,-2.68003089259366,-1.3675094576172167,-0.5383139058496045
168,3273,1620,1.0116234697799713,2.56898859316434,5.616730324087819,9.780738216586286,14.38941986202871,-14.823761853823335,-9.876322764314295,-5.64636548136958,-2.703028213301049,-1.077769356954664,4.255206734325321,5.847632125242621,8.582790400058808,12.43816726320031,17.055212015576576,-10.401555299122561,-5.251899993126144,-2.6979827051443213,-1.3742729945089416,-0.5383139058496045
169,3272,1620,1.0115334446946735,2.5698221395403964,5.634764228091318,9.793186834758945,14.446670813070194,-14.840517762202724,-9.953877891487025,-5.659419583452298,-2.710756641440802,-1.0775923298908874,4.26088684454215,5.867004369272365,8.582790400058808,12.450123054347497,17.111317328687626,-10.506220703882189,-5.299517430744726,-2.704301842624716,-1.3798732940709357,-0.5408226262979549
170,3272,1620,1.0115334446946735,2.576272304575728,5.64622569680305,9.841153373368087,14.4522546928584,-14.867892405669634,-9.975126569089198,-5.671613330526208,-2.7323379579674634,-1.0818881702203889,4.26088684454215,5.867004369272365,8.583448598991499,12.493105278137698,17.143639744434775,-10.549570502542128,-5.344040401578496,-2.7162970499229795,-1.3816680682895894,-0.5408226262979549
171,3272,1620,1.0115334446946735,2.6041096502966434,5.6693719383852255,9.857846004777322,14.546406473349638,-14.895996358506448,-9.991722671515358,-5.690725777319695,-2.7422298160584444,-1.0833353435751039,4.26088684454215,5.870388572917848,8.585976771708566,12.522620107917128,17.143874196959022,-10.584160023472865,-5.413622124310201,-2.7364813932955334,-1.3877462338703213,-0.5408226262979549
172,3272,1620,1.0173444991273353,2.613840864463284,5.678998385842968,9.899887584078108,14.562504928397088,-14.926376334514664,-10.015687483464436,-5.705830713917089,-2.743813739358756,-1.090634319752656,4.278132775232112,5.871319839355978,8.649636875978135,12.59436202590634,17.143874196959022,-10.584160023472865,-5.450088947207452,-2.738835897232289,-1.3877462338703213,-0.5408226262979549
173,3272,1620,1.021737759469702,2.6209723998080454,5.718915893687181,9.90353343243066,14.57900130383303,-14.996179787439155,-10.015687483464436,-5.734452506432335,-2.756734498974293,-1.1201838807762377,4.278132775232112,5.875084783958499,8.686266840599796,12.61336089088515,17.144558143493743,-10.584160023472865,-5.535465974446438,-2.7458596610343955,-1.403183731376402,-0.5408226262979549
174,3270,1620,1.0211078344759625,2.6290881897862994,5.7229805275894226,9.940921421333268,14.626886207367123,-15.061670383051856,-10.068142869499072,-5.7488966955629435,-2.765406600880319,-1.1259373080006636,4.278132775232112,5.876417134583252,8.70586704415717,12.635061756779796,17.199215948519402,-10.639770187940945,-5.616202264428906,-2.7605988860069317,-1.406367270684206,-0.5417404865943385
175,3270,1620,1.0211078344759625,2.633224950365356,5.730177551529407,9.989358174558028,14.631774956458276,-15.108881538207532,-10.142670500379115,-5.761768839643197,-2.7710263299972793,-1.1291062070656817,4.283235042999088,5.876417134583252,8.712953830287042,12.635061756779796,17.28365145658407,-10.675584431787831,-5.66482520793833,-2.766225249611591,-1.416808555653568,-0.546432119132836
176,3270,1620,1.0211078344759625,2.6445287400562503,5.742964403715044,10.040619018956674,14.716468875495307,-15.149271793061422,-10.142670500379115,-5.767549410132842,-2.7773134747629165,-1.1291062070656817,4.2888160883182715,5.8883615225947565,8.744968808715214,12.648053296583067,17.31235124357295,-10.714852414656708,-5.671594826195607,-2.772215878651006,-1.4253878787306364,-0.546432119132836
