cluster_id,size,share,modal_shape_tag,modal_tag_share,mono_mean,n_peaks_mean,ttp_rel_mean,dd_depth_mean,recovery_score_mean,mean_r,p25_r,p50_r,p75_r,mfe_p50,mae_p50,bars_held_mean
0,3418,0.5169388989715669,Mixed,0.8130485664131071,0.4536207118429005,7.0406670567583385,0.42424182194023635,-2.1869664874669894,-1.376505645177838,-0.9908970915721016,-1.0000000000000058,-1.0000000000000002,-0.9999999999999943,0.9682712186305806,-1.1706089099631165,28.681392627267407
1,1628,0.24621899576527526,Monotonic down,0.8912776412776413,0.135422034296986,0.7328009828009828,0.08156309262651684,-1.0548578959358048,-5.17486131623899,-0.9991698412375988,-1.0000000000000062,-1.0,-0.999999999999994,0.13647165519091903,-1.1760056698982115,5.225429975429975
2,1566,0.23684210526315788,Bimodal,0.41762452107279696,0.5142507095978436,50.04597701149425,0.6387377075730887,-5.002022125380802,0.25987306418844064,2.6886227935239786,-0.9999999999999977,1.6487499947323503,5.133891436907282,5.662715220399256,-0.8637748722786929,198.92464878671774
