cluster_id,n_trades,shape_tag,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,wrong_way_pp,ttp_p25,ttp_p50,ttp_p75,mean_r,final_r_p25,final_r_p50,selected_sl,capturability_composite,is_candidate
0,2167,bimodal,1.0,1.0,0.9953853253345639,6.1527216770012245,7.785476697212395,10.276161137189076,13.878184085750833,0.0027688047992616522,240,240,240,5.472227360674783,2.7843796249514434,5.081815786435461,1.5,1.9835309852112402,True
1,6123,unclassified,0.9647231749142577,0.5337252980565083,0.30883553813490117,1.403030753391542,2.1082154079196767,3.3525521054702785,4.687556498672788,0.034950187816429855,27,54,113,-0.7280712608803896,-1.0,-1.0,1.5,0.9674771754642331,True
2,5012,unclassified,0.04309656823623304,0.019553072625698324,0.010175578611332801,0.33443438620633864,0.5187170588742414,0.7315193805418565,0.8812021690243649,0.9660814046288907,6,11,18,-0.9887716292397284,-1.0,-1.0,1.5,0.19030096298936588,False
3,3977,monotonic_down,0.0005028916268544129,0.0,0.0,0.020704875901012745,0.09454910292210185,0.19988679363991327,0.3507384615990062,0.9992456625597184,2,4,6,-0.9997839339501718,-1.0,-1.0,1.5,0.022793139767941176,False
