cluster_id,cluster_size,cluster_fraction,centroid_monotonicity,centroid_local_peaks,centroid_pullback,centroid_time_to_peak_rel,centroid_monotonicity_std,centroid_local_peaks_std,centroid_pullback_std,centroid_time_to_peak_rel_std
0,186,0.2209026128266033,0.01601307189542356,0.2741935483871032,0.003714602590838112,0.05465135450233499,-1.503990389755792,-0.7485096772324566,-0.9207844132304738,-1.1356578686014869
1,77,0.09144893111638955,0.9573283858998141,1.1688311688311703,0.032026784072250014,0.21217968645151603,1.7667846442989101,-0.668249084562968,-0.7712554912463518,-0.6095592330573816
2,207,0.24584323040380046,0.4986366023053256,6.077294685990337,0.1928084078241961,0.2861923612958024,0.17297477869220076,-0.2278962735687121,0.07790206626186745,-0.36237850837916913
3,58,0.0688836104513064,0.5387416019537781,39.03448275862068,0.22230603260185963,0.8610235061040907,0.31232705485236456,2.72879075476813,0.23369182894730323,1.5573896832211656
4,127,0.1508313539192399,0.514937646522741,20.259842519685037,0.2430910425927103,0.5787133611810847,0.22961578693048304,1.0444621301955919,0.34346649040889377,0.6145562245886836
5,146,0.17339667458432304,0.5494538765442019,5.986301369863014,0.22176138428742537,0.6805031216607138,0.34954884415827303,-0.23605955366609502,0.23081530474264975,0.9545043052804157
6,41,0.048693586698337295,0.5161271771848157,3.5609756097561,0.7491034295027534,0.5805325636653045,0.23374903233069394,-0.45364271636177655,3.015937588227592,0.6206318297378272
