archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.5538352272727274,0.0327187451899165,0.5280539772727273,0.5809659090909091,0.5046164772727273,0.5639204545454546,0.5916193181818181,220,540
1,0.562482853223594,0.021025500005346875,0.586076817558299,0.5847050754458163,0.5411522633744856,0.5644718792866942,0.5360082304526749,270,540
2,0.5226530612244898,0.09373858392244407,0.5908163265306122,0.5193877551020408,0.6581632653061225,0.4020408163265306,0.4428571428571429,50,540
