trade_id,fold,prob
731,3,0.1323966062
732,3,0.3052229396
736,3,0.1025140011
739,3,0.0883014556
746,3,0.07130139436
747,3,0.07871423564
751,3,0.2727247789
759,3,0.0955063276
771,3,0.05961718588
773,3,0.1747174049
777,3,0.354599836
778,3,0.07561015035
781,3,0.1218929601
790,3,0.9158218
791,3,0.5100451708
794,3,0.9468541304
796,3,0.2408051176
797,3,0.08255986009
804,3,0.08477096091
805,3,0.935294308
810,3,0.0918570032
814,3,0.2094108616
816,3,0.1220023061
822,3,0.3035585703
823,3,0.5484223481
824,3,0.1234593491
827,3,0.05422118692
832,3,0.1919654549
844,3,0.09515877997
854,3,0.2193426133
856,3,0.133164781
861,3,0.4874681878
864,3,0.05241743179
870,3,0.9289940092
876,3,0.1805922637
877,3,0.6486081476
878,3,0.1352102131
879,3,0.9354868311
883,3,0.3298817585
885,3,0.06033034206
887,3,0.9238449859
889,3,0.3932111662
891,3,0.06767226221
898,3,0.1528666084
899,3,0.3341907313
911,3,0.08183001431
916,3,0.07194825757
920,3,0.1674058491
930,3,0.05856483541
935,3,0.1358991067
944,3,0.08256295699
945,3,0.2861595267
948,3,0.07546204926
951,3,0.9795720284
952,3,0.8030256723
954,3,0.0595412718
961,3,0.197335586
966,3,0.07750044638
971,3,0.5057178311
973,3,0.1380445982
974,3,0.7099286705
977,3,0.9767375031
996,4,0.9954200572
1002,4,0.7477458957
1005,4,0.09615582445
1007,4,0.07520883292
1008,4,0.1098135383
1014,4,0.8085657516
1018,4,0.680571201
1022,4,0.5293962801
1025,4,0.9455208554
1029,4,0.1131433164
1030,4,0.2818180367
1031,4,0.3800291353
1042,4,0.1134288113
1052,4,0.09904295628
1053,4,0.1385244446
1067,4,0.0624081725
1075,4,0.4614228337
1078,4,0.7449148619
1081,4,0.8678239218
1082,4,0.2893197521
1083,4,0.3079712283
1085,4,0.3907002226
1087,4,0.2753164879
1092,4,0.4150030599
1097,4,0.7505029535
1100,4,0.5302119788
1101,4,0.2949209686
1103,4,0.103787049
1106,4,0.142477184
1107,4,0.0790732244
1115,4,0.19181468
1119,4,0.4211701869
1130,4,0.9328142893
1144,4,0.3834928316
1148,4,0.326032688
1151,4,0.1469854306
1167,4,0.06340792959
1169,4,0.6669508886
1177,4,0.9819135819
1181,4,0.8767579587
1182,4,0.6618097498
1187,4,0.6307359411
1188,4,0.09966524851
1189,4,0.06659101554
1197,4,0.09619021109
1198,4,0.5434486081
1206,4,0.4054194676
1208,4,0.9890937093
1211,4,0.9959874828
1213,4,0.1872534999
1216,4,0.8823412729
1220,4,0.06506136841
1224,4,0.7486122
1226,4,0.09892333167
1231,4,0.1574724498
1232,4,0.5158819091
1233,4,0.4247779499
1234,4,0.1635414088
1236,4,0.1629324126
1240,4,0.9835182926
1243,4,0.238746006
1244,4,0.1263076956
1246,4,0.07223019246
1252,4,0.9100096889
1256,4,0.9231912419
1259,4,0.3334314893
1262,4,0.7179150713
1264,4,0.1615972397
1269,4,0.06005533152
1271,4,0.07001580875
1272,4,0.1911320969
1278,4,0.0569617221
1288,4,0.9128435221
1289,4,0.2575798841
1295,5,0.4151024803
1296,5,0.06855873431
1297,5,0.9009168763
1299,5,0.742384032
1301,5,0.0680325057
1302,5,0.7338136277
1303,5,0.949987385
1304,5,0.119419391
1305,5,0.06081045342
1307,5,0.09929143076
1314,5,0.3864340299
1315,5,0.5524418613
1316,5,0.05064537004
1323,5,0.07013572951
1325,5,0.09591065102
1326,5,0.1297137972
1328,5,0.9833075049
1332,5,0.3107681198
1333,5,0.5616476017
1340,5,0.06274125257
1350,5,0.1858200134
1351,5,0.336154001
1355,5,0.9272254535
1356,5,0.9967604336
1359,5,0.1529017894
1361,5,0.1068661049
1362,5,0.5259861722
1366,5,0.937040084
1367,5,0.5028026474
1369,5,0.8181745078
1375,5,0.7811795603
1376,5,0.1037288911
1379,5,0.7668340496
1384,5,0.4078260994
1386,5,0.5486524594
1391,5,0.9194843201
1392,5,0.8867808298
1393,5,0.07144175647
1394,5,0.06885423334
1395,5,0.956667913
1396,5,0.7639410202
1397,5,0.2026830838
1408,5,0.6954535283
1410,5,0.8646877652
1416,5,0.0646793437
1418,5,0.07705034203
1422,5,0.2555144819
