cluster_id,n_trades,shape_tag,monotonicity,local_peaks,mfe_p50_proxy,time_to_peak_rel,wrong_way_first
0,2192,bimodal,0.5310680709852665,31.081660583941606,4.289358165011463,0.7449272009895087,0.026916058394160582
1,6287,unclassified,0.5273621701853202,8.99809129950692,0.7952107428449933,0.4698864945839767,0.0
2,5032,unclassified,0.7314302469348265,2.373012718600954,-0.1359561242438443,0.38215891275486036,1.0
3,4022,monotonic_down,0.01738139537595471,0.2966185977125808,-0.5557087029624208,0.09790196784904932,0.9995027349577325
