fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
2,2022-04-05,1,20073.33538,20440.43236,20073.33538,0,0,0,367.096974,657
3,2022-07-26,1,11391.32285,11391.32285,11219.1431,1.51149915,1.51149915,1.51149915,-172.179748,805
3,2022-12-22,2,12020.63192,12282.24839,11839.28298,1.50864728,1.50864728,1.50864728,261.6164738,"974,977"
3,2022-09-28,1,11441.00954,11441.00954,11268.72825,1.505822494,1.505822494,1.505822494,-172.2812953,877
3,2022-05-18,4,10888.60343,10915.7032,10724.65561,1.505682696,1.505682696,1.505682696,27.09977299,"725,716,720,723"
3,2022-05-03,1,10135.26992,10280.65424,10135.26992,0,0,0,145.3843185,693
3,2022-04-19,1,10000,10135.26992,10000,0,0,0,135.269919,668
3,2022-05-17,1,10545.73421,10888.60343,10545.73421,0,0,0,342.869221,714
3,2022-07-14,1,10915.7032,10976.94194,10915.7032,0,0,0,61.23874133,791
3,2022-05-10,1,10386.02167,10545.73421,10386.02167,0,0,0,159.7125375,704
3,2022-05-04,1,10280.65424,10386.02167,10280.65424,0,0,0,105.3674334,696
3,2022-07-20,1,11115.05034,11391.32285,11115.05034,0,0,0,276.2725067,794
3,2022-07-18,1,10976.94194,11115.05034,10976.94194,0,0,0,138.1083952,790
3,2022-09-07,1,11320.251,11403.36178,11320.251,0,0,0,83.11078171,861
3,2022-08-10,1,11219.1431,11320.251,11219.1431,0,0,0,101.1079055,823
3,2022-09-21,1,11403.36178,11441.00954,11403.36178,0,0,0,37.64775966,870
3,2022-10-05,2,11268.72825,11663.87048,11268.72825,0,0,0,395.1422309,"887,879"
3,2022-12-07,2,11663.87048,11804.68967,11663.87048,0,0,0,140.8191852,"951,952"
3,2022-12-16,1,11804.68967,12020.63192,11804.68967,0,0,0,215.9422523,971
4,2023-03-24,1,10897.84421,10897.84421,10732.43798,1.517788525,1.517788525,1.517788525,-165.406229,1097
4,2023-07-27,1,13493.66185,13493.66185,13289.59387,1.512324639,1.512324639,1.512324639,-204.0679728,1224
4,2023-03-16,1,10997.55602,10997.55602,10831.30706,1.51169007,1.51169007,1.51169007,-166.2489624,1075
4,2023-04-13,1,11112.18009,11112.18009,11108.6854,0.03144919035,0.03144919035,0.03144919035,-3.49469067,1119
4,2023-03-21,2,10831.30706,10897.84421,10829.10942,0.02028969731,0.02028969731,0.02028969731,66.53714819,"1078,1081"
4,2023-08-29,1,13773.38577,13773.38577,13771.48219,0.01382073228,0.01382073228,0.01382073228,-1.903582773,1262
4,2023-01-20,1,10690.8363,10757.25991,10690.8363,0,0,0,66.42360227,1002
4,2023-01-25,1,10757.25991,10997.55602,10757.25991,0,0,0,240.2961189,1025
4,2023-01-18,2,10041.42149,10420.35893,10041.42149,0,0,0,378.9374413,"1018,1022"
4,2023-03-31,1,10732.43798,10956.38018,10732.43798,0,0,0,223.9421974,1100
4,2023-04-06,1,10956.38018,11112.18009,10956.38018,0,0,0,155.7999145,1092
4,2023-01-19,1,10420.35893,10690.8363,10420.35893,0,0,0,270.477374,1014
4,2023-01-04,1,10000,10041.42149,10000,0,0,0,41.42148825,996
4,2023-05-31,1,11167.23634,11209.91405,11167.23634,0,0,0,42.67771647,1177
4,2023-04-26,1,11108.6854,11167.23634,11108.6854,0,0,0,58.5509341,1130
4,2023-06-02,1,11209.91405,11588.65426,11209.91405,0,0,0,378.7402051,1169
4,2023-06-05,1,11588.65426,11785.20399,11588.65426,0,0,0,196.5497309,1182
4,2023-06-22,1,12532.03678,12791.10478,12532.03678,0,0,0,259.0680085,1198
4,2023-06-23,1,12791.10478,12833.1553,12791.10478,0,0,0,42.05051286,1206
4,2023-06-08,1,11785.20399,12352.92489,11785.20399,0,0,0,567.7209053,1181
4,2023-06-09,1,12352.92489,12532.03678,12352.92489,0,0,0,179.1118816,1187
4,2023-07-06,1,13056.11072,13336.37847,13056.11072,0,0,0,280.2677492,1211
4,2023-06-28,1,12833.1553,13056.11072,12833.1553,0,0,0,222.9554258,1208
4,2023-08-01,2,13289.59387,13470.41675,13289.59387,0,0,0,180.8228782,"1232,1233"
4,2023-07-13,1,13336.37847,13493.66185,13336.37847,0,0,0,157.283373,1216
4,2023-08-23,1,13470.41675,13635.42563,13470.41675,0,0,0,165.0088818,1240
4,2023-08-24,1,13635.42563,13773.38577,13635.42563,0,0,0,137.9601396,1256
4,2023-09-04,1,13771.48219,13962.27722,13771.48219,0,0,0,190.7950339,1252
4,2023-09-27,1,13962.27722,14100.11965,13962.27722,0,0,0,137.842426,1288
5,2024-03-06,1,11779.86368,11779.86368,11595.06785,1.568743339,1.568743339,1.568743339,-184.7958268,1453
5,2023-12-28,2,10940.48433,10940.48433,10772.94795,1.53134333,1.53134333,1.53134333,-167.5363771,"1384,1386"
5,2024-06-03,1,13820.91635,13820.91635,13609.47511,1.529864096,1.529864096,1.529864096,-211.4412368,1530
5,2023-12-29,1,10772.94795,10772.94795,10608.60278,1.525535762,1.525535762,1.525535762,-164.3451736,1379
5,2023-11-16,1,10850.3172,10850.3172,10685.69563,1.517205126,1.517205126,1.517205126,-164.6215687,1333
5,2023-12-15,1,10602.05866,10602.05866,10441.92848,1.510368732,1.510368732,1.510368732,-160.1301789,1369
5,2023-12-13,2,10731.44015,10764.52546,10602.05866,1.509279729,1.205630237,1.509279729,-129.3814873,"1356,1362"
5,2024-06-26,2,13790.61811,14216.17122,13790.61811,0.03846115197,0,0.03846115197,420.0854091,"1554,1558"
5,2024-01-25,1,11551.99747,11551.99747,11550.2296,0.01530357075,0.01530357075,0.01530357075,-1.767868106,1410
5,2023-10-09,3,10058.23995,10237.55169,10056.81992,0.01411812217,0.01411812217,0.01411812217,179.311736,"1302,1299,1303"
5,2023-10-13,1,10237.55169,10567.17648,10237.55169,0,0,0,329.6247934,1295
5,2023-12-19,1,10441.92848,10505.09898,10441.92848,0,0,0,63.17050012,1375
5,2023-12-12,1,10685.69563,10731.44015,10685.69563,0,0,0,45.74451588,1355
5,2023-11-01,1,10675.29409,10850.3172,10675.29409,0,0,0,175.0231053,1328
5,2023-10-25,1,10567.17648,10675.29409,10567.17648,0,0,0,108.1176088,1315
5,2023-10-06,1,10000,10058.23995,10000,0,0,0,58.2399547,1297
5,2024-01-15,1,11186.45482,11244.71004,11186.45482,0,0,0,58.25522479,1392
5,2024-01-05,2,10608.60278,11186.45482,10608.60278,0,0,0,577.8520406,"1395,1396"
5,2023-12-20,1,10505.09898,10696.98259,10505.09898,0,0,0,191.8836074,1367
5,2023-12-21,1,10696.98259,10940.48433,10696.98259,0,0,0,243.5017432,1366
5,2024-02-21,1,11550.2296,11779.86368,11550.2296,0,0,0,229.6340765,1433
5,2024-03-20,1,11595.06785,11972.00871,11595.06785,0,0,0,376.9408619,1457
5,2024-01-24,1,11407.41813,11551.99747,11407.41813,0,0,0,144.5793403,1391
5,2024-01-22,1,11244.71004,11407.41813,11244.71004,0,0,0,162.7080835,1408
5,2024-04-05,1,12393.95872,12781.92002,12393.95872,0,0,0,387.9612955,1475
5,2024-04-04,1,11972.00871,12393.95872,11972.00871,0,0,0,421.9500092,1476
5,2024-04-29,1,12781.92002,12962.47185,12781.92002,0,0,0,180.5518315,1494
5,2024-04-30,2,12962.47185,13547.5865,12962.47185,0,0,0,585.114652,"1493,1495"
5,2024-05-23,1,13704.93241,13820.91635,13704.93241,0,0,0,115.9839338,1525
5,2024-05-22,1,13547.5865,13704.93241,13547.5865,0,0,0,157.3459118,1522
5,2024-06-06,1,13609.47511,13717.41617,13609.47511,0,0,0,107.9410584,1533
5,2024-06-18,1,13717.41617,13790.61811,13717.41617,0,0,0,73.20193846,1547
6,2024-08-06,2,10333.56012,10333.56012,10023.36688,3.001804168,3.001804168,3.001804168,-310.1932384,"1623,1618"
6,2024-10-29,1,11960.11103,11960.11103,11775.6355,1.542423231,1.542423231,1.542423231,-184.475531,1686
6,2025-03-20,1,17099.40501,17099.40501,16837.27539,1.532975094,1.532975094,1.532975094,-262.12962,1856
6,2024-08-20,1,10732.81021,10732.81021,10569.2594,1.523839626,1.523839626,1.523839626,-163.550815,1629
6,2024-11-20,1,11775.6355,11775.6355,11596.76108,1.519021344,1.519021344,1.519021344,-178.8744166,1710
6,2024-08-05,1,10219.3902,10333.56012,10219.3902,0,0,0,114.169921,1608
6,2024-08-15,1,10182.22573,10277.777,10182.22573,0,0,0,95.55127726,1613
6,2024-08-19,4,10277.777,10732.81021,10277.777,0,0,0,455.0332089,"1615,1617,1624,1619"
6,2024-08-22,1,10569.2594,10788.21897,10569.2594,0,0,0,218.9595729,1611
6,2024-09-03,1,10788.21897,10987.22471,10788.21897,0,0,0,199.0057412,1612
6,2024-09-04,3,10987.22471,11450.90436,10987.22471,0,0,0,463.6796443,"1631,1632,1634"
6,2024-08-08,2,10023.36688,10122.63806,10023.36688,0,0,0,99.27118033,"1622,1614"
6,2024-08-14,1,10122.63806,10182.22573,10122.63806,0,0,0,59.58766502,1626
6,2024-07-29,1,10000,10219.3902,10000,0,0,0,219.3901998,1596
6,2024-10-09,1,11747.47601,11960.11103,11747.47601,0,0,0,212.635022,1655
6,2024-09-20,1,11656.25136,11747.47601,11656.25136,0,0,0,91.22464143,1642
6,2024-09-05,1,11450.90436,11656.25136,11450.90436,0,0,0,205.3470073,1633
6,2024-11-26,2,11596.76108,11924.44232,11596.76108,0,0,0,327.6812442,"1707,1725"
6,2024-12-09,1,12299.16386,12695.50188,12299.16386,0,0,0,396.3380154,1742
6,2025-01-15,2,12695.50188,12925.83065,12695.50188,0,0,0,230.328773,"1780,1794"
6,2025-01-21,1,12925.83065,13060.57008,12925.83065,0,0,0,134.7394312,1798
6,2024-12-02,3,11924.44232,12299.16386,11924.44232,0,0,0,374.7215391,"1722,1731,1726"
6,2025-01-27,1,13060.57008,13297.54136,13060.57008,0,0,0,236.9712747,1800
6,2025-02-07,1,13297.54136,13392.91917,13297.54136,0,0,0,95.3778114,1810
6,2025-02-17,1,14234.66645,14433.02854,14234.66645,0,0,0,198.3620859,1819
6,2025-02-13,3,13392.91917,14234.66645,13392.91917,0,0,0,841.747284,"1820,1821,1818"
6,2025-02-18,1,14433.02854,14666.50216,14433.02854,0,0,0,233.4736244,1826
6,2025-02-26,1,14666.50216,15003.86036,14666.50216,0,0,0,337.3581978,1829
6,2025-03-06,1,15003.86036,16383.35013,15003.86036,0,0,0,1379.489763,1836
6,2025-03-19,2,16383.35013,17099.40501,16383.35013,0,0,0,716.0548817,"1850,1852"
7,2025-09-02,2,11650.53001,11779.21498,11596.6332,1.550033538,0.4626125159,1.550033538,-53.89680998,"2025,2026"
7,2025-09-08,2,11706.73574,11706.73574,11526.39714,1.540468685,1.540468685,1.540468685,-4.486358133,"2022,2033"
7,2025-11-20,1,16730.76827,16730.76827,16473.18267,1.53959216,1.53959216,1.53959216,-257.5855965,2120
7,2025-06-25,1,10710.42492,10710.42492,10546.03503,1.534858757,1.534858757,1.534858757,-164.3898947,1945
7,2025-08-14,1,11163.56982,11163.56982,10993.24442,1.525725189,1.525725189,1.525725189,-170.3253967,1995
7,2025-05-01,1,10254.82127,10254.82127,10098.52064,1.524167268,1.524167268,1.524167268,-156.3006291,1896
7,2025-10-17,4,13825.37342,14256.01157,13615.90841,1.515076712,1.515076712,1.515076712,430.6381452,"2073,2070,2071,2072"
7,2025-05-30,1,10585.62398,10710.42492,10585.62398,0,0,0,124.8009436,1913
7,2025-05-12,1,10540.96058,10585.62398,10540.96058,0,0,0,44.66339691,1903
7,2025-05-09,1,10310.61234,10540.96058,10310.61234,0,0,0,230.3482428,1875
7,2025-05-02,1,10098.52064,10310.61234,10098.52064,0,0,0,212.0916999,1883
7,2025-04-30,1,10086.43936,10254.82127,10086.43936,0,0,0,168.3819014,1887
7,2025-04-29,1,10000,10086.43936,10000,0,0,0,86.43936491,1884
7,2025-07-16,1,10887.24068,10912.42766,10887.24068,0,0,0,25.18697978,1972
7,2025-08-05,2,10912.42766,11090.48764,10912.42766,0,0,0,178.0599784,"1992,1991"
7,2025-08-18,1,10993.24442,11357.88699,10993.24442,0,0,0,364.6425676,1996
7,2025-08-11,1,11090.48764,11163.56982,11090.48764,0,0,0,73.08217823,2000
7,2025-08-27,1,11453.40652,11576.56867,11453.40652,0,0,0,123.1621596,2013
7,2025-08-22,1,11357.88699,11453.40652,11357.88699,0,0,0,95.5195235,2011
7,2025-09-01,1,11576.56867,11650.53001,11576.56867,0,0,0,73.96133101,2018
7,2025-09-04,1,11596.6332,11706.73574,11596.6332,0,0,0,110.1025434,2023
7,2025-07-07,1,10747.10712,10887.24068,10747.10712,0,0,0,140.1335669,1964
7,2025-07-04,1,10546.03503,10747.10712,10546.03503,0,0,0,201.0720918,1958
7,2025-09-22,1,11891.65105,11974.82328,11891.65105,0,0,0,83.17222853,2042
7,2025-09-18,1,11702.24938,11891.65105,11702.24938,0,0,0,189.40167,2037
7,2025-10-06,2,12250.48854,13575.76258,12250.48854,0,0,0,1325.274032,"2052,2053"
7,2025-09-30,1,11974.82328,12162.95962,11974.82328,0,0,0,188.1363356,2044
7,2025-10-08,1,13575.76258,13825.37342,13575.76258,0,0,0,249.6108438,2062
7,2025-10-29,1,14256.01157,14384.02956,14256.01157,0,0,0,128.0179909,2077
7,2025-11-04,1,14384.02956,14780.36394,14384.02956,0,0,0,396.3343871,2081
7,2025-10-01,1,12162.95962,12250.48854,12162.95962,0,0,0,87.52892959,2050
7,2025-11-07,1,14780.36394,15055.62689,14780.36394,0,0,0,275.2629449,2100
7,2025-11-10,2,15055.62689,15541.74485,15055.62689,0,0,0,486.1179618,"2095,2101"
7,2025-11-14,1,15541.74485,16705.70477,15541.74485,0,0,0,1163.959922,2105
7,2025-11-18,1,16705.70477,16730.76827,16705.70477,0,0,0,25.06349507,2113
7,2025-12-03,1,16473.18267,16525.7942,16473.18267,0,0,0,52.61152746,2132
7,2025-12-08,1,16525.7942,17197.1504,16525.7942,0,0,0,671.3562044,2126
7,2025-12-16,1,17197.1504,17650.83724,17197.1504,0,0,0,453.6868412,2137
7,2025-12-17,1,17650.83724,17821.61686,17650.83724,0,0,0,170.7796155,2139
