cluster_or_archetype,selected_sl_atr,n_trades,fwd_mfe_p25_R_candidate,fwd_mfe_p50_R_candidate,fwd_mfe_p75_R_candidate,fwd_mfe_p95_R_candidate,frac_reach_1R,frac_reach_2R,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,cap_binding_rate,shape_tag,shape_dip_p,shape_p95_over_p50,shape_mode_locations,shape_mode_masses,shape_mode_separation
c0,0.5,193,0.1795282281793628,0.4985324718758856,0.9730627566853164,2.89280791130266,0.24352331606217617,0.09326424870466321,-1.0,0.0,-1.0,-1.0,-1.0,0.0,heavy_right_tail,0.942447928032854,5.8026469176973725,,,
