trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,time_to_peak_mfe,calendar_year,num_higher_highs,num_higher_lows,most_recent_sh_price,most_recent_sh_age,most_recent_sl_price,most_recent_sl_age,hh_range_atr,hl_range_atr,pullback_depth_atr,trigger_body_atr,trigger_close_pos,trigger_break_size_atr
762,EUR_NZD,2023-10-06 04:00:00,2023-10-06 08:00:00,1.76928,1.758715625,2023-10-09 16:00:00,1.758525625,stoploss,-1.017984973,9,5.599006061,-1.753061576,3.8,3.8,1,2023,3,3,1.78229,12,1.76536,13,2.943856103,2.114654191,2.819719268,0.3975625605,0.9211267606,0.0492220313
763,USD_CAD,2023-10-06 04:00:00,2023-10-06 08:00:00,1.371465,1.364935295,2023-10-06 20:00:00,1.364870295,stoploss,-1.009954508,4,2.824783098,-3.014684483,1.3,1.3,1,2023,3,3,1.37855,4,1.37108,6,1.516148152,9.005001148,2.236851322,0.1592721291,0.9495798319,0.006125851121
764,GBP_NZD,2023-10-06 08:00:00,2023-10-06 12:00:00,2.04587,2.03502584,2023-10-09 12:00:00,2.03478584,stoploss,-1.022131727,7,4.747255498,-1.643280749,4.8,4.8,0,2023,2,2,2.05841,10,2.02839,20,3.712597249,0.2508262423,2.647778561,0.3485747044,0.699751861,0.3043112499
765,AUD_JPY,2023-10-09 12:00:00,2023-10-09 16:00:00,94.9165,94.09511995,2023-10-13 16:00:00,94.09061995,stoploss,-1.005478584,25,4.466263817,-1.065889048,0.9,0.9,16,2023,2,2,95.555,4,94.216,11,2.086731956,3.019308782,1.64959804,0.1582702184,0.6966292135,0.02921911724
766,AUD_USD,2023-10-09 12:00:00,2023-10-09 16:00:00,0.63677,0.6309539959,2023-10-12 20:00:00,0.6309039959,stoploss,-1.008596968,20,5.548483058,-1.678128127,1,1,8,2023,2,2,0.64003,4,0.63123,6,0.7771658948,0.925033742,1.341802644,0.2579090359,0.8828125,0.1375514858
767,AUD_CAD,2023-10-09 20:00:00,2023-10-10 00:00:00,0.871035,0.8651657755,2023-10-12 16:00:00,0.8650707755,stoploss,-1.016186125,17,5.655772795,-2.190238267,1.9,1.9,6,2023,2,2,0.87454,10,0.86584,8,0.04770647335,1.151770571,1.993480435,0.6951514688,0.7770034843,0.2351247615
768,NZD_CAD,2023-10-10 16:00:00,2023-10-10 20:00:00,0.820515,0.8147608018,2023-10-12 12:00:00,0.8146458018,stoploss,-1.019985408,11,3.526990093,-4.227348313,2.3,2.3,1,2023,2,3,0.81978,11,0.8151,4,0.4275139507,3.416635882,0.8903768441,1.080949908,0.9017199017,0.6152030022
769,CAD_JPY,2023-10-11 04:00:00,2023-10-11 08:00:00,109.544,108.9497642,2023-10-24 16:00:00,108.9437642,stoploss,-1.010097003,57,1.904967812,-3.889028811,1.2,1.2,20,2023,2,2,109.67,4,108.953,9,0.8279542081,3.278160157,0.8915262486,0.4745591193,0.9038461538,0.2154027208
770,EUR_USD,2023-10-13 04:00:00,2023-10-13 08:00:00,1.055025,1.049272341,2023-12-08 08:00:00,1.078375,time_exit,4.058992306,240,8.118853774,-0.9534720684,0.7,0.7,196,2023,4,3,1.06397,5,1.05811,10,1.380231217,3.427979797,3.350016355,0.3720018644,0.9918699187,0.3511419468
771,CHF_JPY,2023-10-13 16:00:00,2023-10-13 20:00:00,165.957,164.9967824,2023-10-30 16:00:00,164.9857824,stoploss,-1.011455736,66,4.764544808,-3.988679042,2.2,2.2,27,2023,3,2,165.865,8,164.065,16,3.272174817,1.216390893,1.560672169,1.605885922,0.9055441478,1.493411422
772,NZD_CHF,2023-10-16 00:00:00,2023-10-16 04:00:00,0.532895,0.5289688729,2023-10-18 12:00:00,0.5288838729,stoploss,-1.021649834,15,2.808110823,-3.94154331,1.7,1.7,1,2023,2,2,0.54737,18,0.54268,24,0.310738794,0.9627808536,8.462218336,0.3922440515,0.7323943662,0.6877006097
773,GBP_NZD,2023-10-16 16:00:00,2023-10-16 20:00:00,2.05959,2.047421986,2023-11-30 16:00:00,2.047181986,stoploss,-1.019723843,198,3.103217932,-1.941154861,4.8,4.8,67,2023,2,3,2.066,7,2.04901,4,4.17652371,3.445097873,1.780639992,0.6969091118,0.7945670628,0.4092697378
774,EUR_NZD,2023-10-17 00:00:00,2023-10-17 04:00:00,1.78705,1.775856974,2023-11-29 00:00:00,1.775666974,stoploss,-1.016974855,186,3.696944833,-3.648700507,3.8,3.8,122,2023,2,3,1.78606,7,1.77352,6,4.056097038,4.066817999,1.099805317,1.056014691,0.6759720837,0.7987116194
775,USD_CAD,2023-10-17 04:00:00,2023-10-17 08:00:00,1.363225,1.358196258,2023-11-28 12:00:00,1.358131258,stoploss,-1.012925699,182,5.306496493,-3.031573507,1.3,1.3,69,2023,2,4,1.37006,14,1.36366,9,3.062396327,2.688545347,3.351078045,0.684067751,0.9555555556,0.5687307465
776,EUR_GBP,2023-10-19 04:00:00,2023-10-19 08:00:00,0.86869,0.8658513741,2023-11-06 00:00:00,0.8658113741,stoploss,-1.014091325,71,2.783036679,-4.854461447,0.8,0.8,48,2023,3,3,0.86907,10,0.86603,4,2.747808366,2.754854029,0.7550869743,0.4931963735,1,0.4579680611
777,AUD_CAD,2023-10-19 12:00:00,2023-10-19 16:00:00,0.867795,0.8629068754,2023-12-14 16:00:00,0.900405,time_exit,6.671270197,240,7.828155599,-0.9563995146,1.9,1.9,238,2023,2,2,0.87115,7,0.8601,17,2.917274241,0.7855773553,2.170369521,0.7119294783,0.8690095847,0.6914717346
778,AUD_CHF,2023-10-20 16:00:00,2023-10-20 20:00:00,0.56379,0.5598004332,2023-12-15 20:00:00,0.5827,time_exit,4.73986304,240,5.679814727,-0.6166083066,1.4,1.4,231,2023,3,2,0.57441,14,0.56831,22,1.273321219,1.193112008,5.471726266,0.2306014805,0.6849315068,0.1554053456
779,GBP_CAD,2023-10-20 16:00:00,2023-10-20 20:00:00,1.66452,1.656466307,2023-12-15 20:00:00,1.69795,time_exit,4.15089057,240,7.802631271,-0.1266499665,5.2,5.2,168,2023,4,5,1.66861,6,1.66069,7,1.313682986,1.355899642,1.80775633,0.6804331535,0.7699443414,0.06953331496
780,EUR_AUD,2023-10-25 08:00:00,2023-10-25 12:00:00,1.66622,1.655956273,2023-11-01 12:00:00,1.655836273,stoploss,-1.01169166,31,1.737185787,-4.993313044,2.4,2.4,3,2023,2,3,1.6845,9,1.67426,12,1.040557723,3.68871867,4.71727159,1.044454943,0.9085173502,0.7463176178
781,GBP_AUD,2023-10-25 08:00:00,2023-10-25 12:00:00,1.91077,1.899220829,2023-11-01 20:00:00,1.899020829,stoploss,-1.01731726,33,1.807921965,-3.755247874,4,4,4,2023,2,2,1.93417,8,1.91592,21,1.167183337,1.501406459,4.7489477,0.7203980243,0.9139344262,0.4017604366
782,NZD_CAD,2023-10-26 12:00:00,2023-10-26 16:00:00,0.803755,0.7987271264,2023-12-21 16:00:00,0.837435,time_exit,6.698656903,240,7.517094348,-0.2555752411,2.3,2.3,180,2023,2,2,0.80601,8,0.7999,9,1.09390181,1.475772987,2.204584759,1.157547006,0.9655172414,0.9825227167
783,USD_CHF,2023-10-31 12:00:00,2023-10-31 16:00:00,0.906465,0.9017557256,2023-11-03 12:00:00,0.9017107256,stoploss,-1.009555612,18,1.013956636,-11.69500769,0.9,0.9,7,2023,3,3,0.90488,6,0.90062,4,4.102542869,3.631132663,1.492393855,1.974826536,0.9280701754,1.537391841
784,NZD_USD,2023-11-01 08:00:00,2023-11-01 12:00:00,0.581935,0.5777126399,2023-12-28 00:00:00,0.633875,time_exit,12.30117735,240,12.94891936,-0.1030229524,1.1,1.1,240,2023,2,2,0.58573,6,0.58045,14,0.6205060581,1.47784649,2.350312496,0.5541924336,0.6536312849,0.4641953717
785,AUD_JPY,2023-11-01 12:00:00,2023-11-01 16:00:00,96.1715,95.41348925,2023-12-07 08:00:00,95.40898925,stoploss,-1.005936591,155,3.183991788,-3.256550126,0.9,0.9,60,2023,3,3,96.161,4,94.837,10,2.092318615,1.569898582,0.9552738818,0.8020994437,0.7115789474,0.2849563813
786,EUR_CHF,2023-11-02 08:00:00,2023-11-02 12:00:00,0.95944,0.9548035896,2023-11-30 16:00:00,0.9547535896,stoploss,-1.010784205,122,1.951941116,-7.257770004,1,1,77,2023,3,2,0.96291,9,0.95676,5,2.765070177,4.766618636,2.052076509,0.556464981,0.7109004739,0.1682335989
787,EUR_JPY,2023-11-02 12:00:00,2023-11-02 16:00:00,159.957,158.9661788,2023-12-04 16:00:00,158.9591788,stoploss,-1.007064847,133,4.388279276,-6.893272183,1.4,1.4,58,2023,3,2,160.854,13,159.06,4,3.940166121,2.749234762,2.351027331,0.5712433464,0.7085308057,0.5409654305
788,GBP_JPY,2023-11-03 08:00:00,2023-11-03 12:00:00,183.599,182.6133885,2023-12-07 08:00:00,182.6013885,stoploss,-1.012175182,144,5.137926948,-5.340846654,2.4,2.4,91,2023,2,2,184.38,15,182.721,6,5.079080234,3.967080246,1.863577395,0.3003211644,0.9590643275,0.1663941587
789,GBP_CHF,2023-11-03 12:00:00,2023-11-03 16:00:00,1.109755,1.103597619,2023-11-08 12:00:00,1.103502619,stoploss,-1.015428637,18,0.9525153432,-7.486137211,1.9,1.9,5,2023,2,2,1.10641,16,1.09986,7,3.056494247,0.03248134163,0.6922766365,1.760488716,0.9155405405,1.133598823
790,CAD_JPY,2023-11-06 00:00:00,2023-11-06 04:00:00,109.503,108.8835139,2023-11-17 08:00:00,108.8775139,stoploss,-1.009685447,56,1.893504954,-8.563549685,1.2,1.2,46,2023,3,2,109.555,7,108.49,10,3.722440259,3.244624857,0.8725906874,0.5068717438,0.8662207358,0.3519045865
791,USD_JPY,2023-11-06 00:00:00,2023-11-06 04:00:00,149.54,148.7379573,2023-11-20 04:00:00,148.7349573,stoploss,-1.003740449,61,2.953707917,-11.58292383,0.6,0.6,33,2023,2,2,151.718,19,149.842,9,4.648131327,2.588390728,5.88361626,0.5860036812,0.6733524355,0.1496179612
792,NZD_JPY,2023-11-08 04:00:00,2023-11-08 08:00:00,89.366,88.82870225,2023-12-07 16:00:00,88.82170225,stoploss,-1.013028158,129,3.997783337,-3.14164724,1,1.4,101,2023,2,2,89.757,11,88.929,4,3.368709422,5.099593269,1.848681083,0.4169010556,0.7142857143,0.2456738363
793,GBP_AUD,2023-11-08 16:00:00,2023-11-08 20:00:00,1.91719,1.905788373,2023-11-15 16:00:00,1.905588373,stoploss,-1.017541356,30,1.268240016,-5.118567587,4,4,21,2023,4,3,1.91866,8,1.89772,9,3.41179368,1.369979879,1.924371122,1.522589673,0.9718875502,1.340159574
794,GBP_CHF,2023-11-09 08:00:00,2023-11-09 12:00:00,1.107795,1.102654838,2023-11-09 20:00:00,1.102559838,stoploss,-1.018481907,3,1.52232546,-8.586304687,1.9,1.9,0,2023,2,2,1.11539,17,1.1025,5,0.6770214186,1.027204911,4.253820696,1.178951091,0.9751552795,0.9026952248
795,EUR_AUD,2023-11-09 20:00:00,2023-11-10 00:00:00,1.6751,1.665929643,2023-11-15 12:00:00,1.665809643,stoploss,-1.013085642,22,0.9759707632,-6.787086068,2.4,2.4,15,2023,2,3,1.67304,6,1.65721,9,1.437239627,2.604042662,0.8409398505,1.219145601,0.8903508772,1.097012947
796,USD_CHF,2023-11-13 12:00:00,2023-11-13 16:00:00,0.904155,0.9000759858,2023-11-14 12:00:00,0.9000309858,stoploss,-1.011032077,6,0.09193397784,-17.38287653,0.9,0.9,0,2023,3,3,0.9046,7,0.90022,6,1.343461863,1.524878246,1.29419158,0.9953385334,0.6574074074,0.789406423
797,AUD_NZD,2023-11-15 12:00:00,2023-11-15 16:00:00,1.080345,1.075773591,2023-11-29 00:00:00,1.075668591,stoploss,-1.022968849,57,1.836414189,-3.319545601,2.1,2.1,18,2023,2,2,1.08678,6,1.08007,9,2.6600115,1.098129748,4.025651435,1.045629521,0.7891373802,0.2756261916
798,EUR_AUD,2023-11-16 00:00:00,2023-11-16 04:00:00,1.67316,1.663480951,2023-11-21 12:00:00,1.663360951,stoploss,-1.012397912,21,0.7263110068,-6.229950741,2.4,2.4,7,2023,2,2,1.68405,9,1.67392,15,0.1570402177,1.444356739,3.86793234,1.338974488,0.8695652174,1.22739328
799,GBP_AUD,2023-11-16 00:00:00,2023-11-16 04:00:00,1.91385,1.902455737,2023-11-20 12:00:00,1.902255737,stoploss,-1.017552693,15,1.114595995,-4.828745798,4,4,3,2023,4,2,1.93165,10,1.91783,18,1.771066707,1.153211919,4.45699469,1.046140493,0.8669527897,0.9776849908
800,AUD_USD,2023-11-17 08:00:00,2023-11-17 12:00:00,0.64878,0.643284792,2024-01-16 08:00:00,0.66119,time_exit,2.258331264,240,6.976987966,-0.02365697537,1,1,167,2023,2,2,0.65424,11,0.63605,18,5.488418285,0.7970580932,2.754900797,0.666034845,0.9060052219,0.644197637
801,NZD_CHF,2023-11-20 04:00:00,2023-11-20 08:00:00,0.532705,0.5287959977,2023-12-28 08:00:00,0.5287109977,stoploss,-1.021744679,165,2.869018518,-1.275261463,1.7,1.7,40,2023,2,2,0.53697,17,0.52821,5,2.348425323,0.3683804428,2.587590045,0.3837296279,0.6163522013,0.127909876
802,GBP_USD,2023-11-24 04:00:00,2023-11-24 08:00:00,1.254605,1.24875073,2024-01-23 04:00:00,1.272015,time_exit,2.973897719,240,4.812726493,-0.7797727219,0.9,0.9,139,2023,2,2,1.25686,5,1.24491,9,0.3177168155,2.569065003,1.202218774,0.4372876601,0.9814814815,0.02391416891
803,CHF_JPY,2023-11-27 08:00:00,2023-11-27 12:00:00,169.37,168.4674157,2023-11-28 00:00:00,168.4564157,stoploss,-1.012187227,4,2.448524768,-8.024735246,2.2,2.2,0,2023,2,2,169.462,10,168.829,7,0.2171542328,5.043296264,0.8101030626,0.5761234748,0.9371428571,0.3279472087
804,CAD_JPY,2023-11-28 08:00:00,2023-11-28 12:00:00,109.334,108.67241,2023-11-28 16:00:00,108.66641,stoploss,-1.00906906,2,1.60522369,-7.763115699,1.2,1.2,0,2023,2,2,109.986,10,108.903,13,2.046584629,5.04844362,3.122877317,1.058057046,0.8551724138,0.8555146973
805,CAD_CHF,2023-12-13 08:00:00,2023-12-13 12:00:00,0.644525,0.6412968135,2023-12-27 16:00:00,0.6412218135,stoploss,-1.023232859,57,2.104896991,-4.406498851,1.5,1.5,14,2023,4,2,0.64959,10,0.64612,12,2.546321304,2.366653864,3.340829911,0.1982537269,0.6330935252,0.1239085793
806,GBP_NZD,2023-12-14 08:00:00,2023-12-14 12:00:00,2.03756,2.02180677,2023-12-20 08:00:00,2.02156677,stoploss,-1.015234971,24,3.606244593,-2.026251143,4.8,4.8,5,2023,2,2,2.06047,6,2.0395,12,0.3377085238,0.4481620635,4.914904404,1.540001652,0.7495569994,0.472284101
807,EUR_AUD,2023-12-14 12:00:00,2023-12-14 16:00:00,1.63209,1.620643443,2023-12-19 16:00:00,1.620523443,stoploss,-1.010483501,19,3.086517524,-1.679981092,2.4,2.4,0,2023,3,2,1.64808,7,1.63214,14,0.8910976152,0.5451420705,4.249751714,1.230064159,0.8184747583,0.2446150316
808,EUR_NZD,2023-12-14 12:00:00,2023-12-14 16:00:00,1.76354,1.748822513,2023-12-18 00:00:00,1.748632513,stoploss,-1.012909812,9,2.039070889,-1.719722899,3.8,3.8,0,2023,2,2,1.77269,7,1.74848,14,1.350774051,0.3084765691,2.705476267,1.319518716,0.8486672399,0.2391712606
809,EUR_CAD,2023-12-18 04:00:00,2023-12-18 08:00:00,1.459995,1.452043516,2024-01-30 00:00:00,1.451858516,stoploss,-1.023266097,174,1.703455612,-1.795262375,3.7,3.7,157,2023,4,3,1.47643,9,1.46534,10,2.794446933,2.200847044,4.237591692,0.2766779142,0.8872180451,0.2641016453
810,EUR_USD,2023-12-18 04:00:00,2023-12-18 08:00:00,1.091595,1.085297453,2024-01-17 12:00:00,1.085262453,stoploss,-1.00555772,123,3.549795049,-3.421173533,0.7,0.7,43,2023,3,2,1.10093,9,1.07733,16,7.313959291,1.003565409,3.438320646,0.5684753422,0.972972973,0.447793426
811,AUD_CAD,2023-12-18 08:00:00,2023-12-18 12:00:00,0.900145,0.893387933,2024-01-05 08:00:00,0.893292933,stoploss,-1.014059355,72,0.9345770937,-4.143069792,1.9,1.9,40,2023,2,3,0.90606,12,0.89292,5,3.045700172,1.038912304,2.434595972,0.6778088819,0.8355704698,0.3877421988
812,CAD_JPY,2023-12-20 16:00:00,2023-12-20 20:00:00,108.033,107.0337615,2023-12-21 04:00:00,107.0277615,stoploss,-1.006004573,3,3.584729787,-1.807376325,1.2,1.2,0,2023,2,3,108.28,7,106.221,10,2.609987517,2.984272536,1.695032127,1.154879446,0.9884488449,0.7245517492
813,CHF_JPY,2023-12-20 16:00:00,2023-12-20 20:00:00,167,165.5390527,2024-02-16 20:00:00,170.539,time_exit,2.422400874,240,3.304020632,-0.9480150353,2.2,2.2,153,2023,2,2,167.356,4,163.008,16,4.306794659,1.189639084,1.467621526,0.9555443966,0.921815889,0.6461560963
814,EUR_JPY,2023-12-20 16:00:00,2023-12-20 20:00:00,157.687,156.3200707,2023-12-21 12:00:00,156.3130707,stoploss,-1.005120967,5,3.098916615,-1.9145101,1.4,1.4,0,2023,2,3,158.569,7,155.381,10,3.040391278,2.241520422,2.103356488,0.8208178571,0.9095315024,0.6320736439
815,GBP_JPY,2023-12-20 16:00:00,2023-12-20 20:00:00,182.327,180.57442,2023-12-21 04:00:00,180.56242,stoploss,-1.006847048,3,4.42034028,-2.048979211,2.4,2.4,0,2023,2,3,184.177,7,180.042,10,2.783325143,1.947985248,3.057401873,0.9426103191,0.9810201661,0.5420579922
816,USD_JPY,2023-12-20 16:00:00,2023-12-20 20:00:00,143.897,142.5497808,2023-12-21 12:00:00,142.5467808,stoploss,-1.002226809,5,5.187723033,-2.707057648,0.6,0.6,0,2023,2,3,144.956,7,142.247,10,3.696503177,1.926932178,2.373704574,0.8075894491,0.9212598425,0.374103936
817,EUR_GBP,2023-12-22 08:00:00,2023-12-22 12:00:00,0.86742,0.8638327889,2023-12-25 00:00:00,0.8636927889,stoploss,-1.039027533,4,1.131798452,-4.920256819,0.8,2.8,0,2023,3,2,0.86855,4,0.85981,17,2.168815754,1.499772333,0.9923451182,0.2954941772,0.9154929577,0.02787680917
818,AUD_CHF,2023-12-28 16:00:00,2023-12-28 20:00:00,0.57574,0.5704053276,2023-12-29 12:00:00,0.5703353276,stoploss,-1.013121705,5,0.6710815063,-2.603721263,1.4,1.4,2,2023,3,3,0.58398,7,0.58074,10,0.3786549281,1.165957254,4.311858916,0.9710062018,0.9689578714,0.9147703214
819,USD_JPY,2023-12-28 16:00:00,2023-12-28 20:00:00,141.222,140.1767719,2024-02-23 20:00:00,150.407,time_exit,8.787555725,240,9.245828909,-0.4094800055,0.6,0.6,192,2023,2,2,142.848,10,141.89,19,0.3520762664,0.04783644924,3.652258051,0.191345797,0.8269394714,0.1492497216
820,GBP_JPY,2023-12-29 00:00:00,2023-12-29 04:00:00,180.216,178.9366454,2024-01-02 16:00:00,178.9246454,stoploss,-1.009379729,10,8.542588465,-1.156833281,2.4,2.4,7,2023,2,2,182.197,8,180.392,18,1.349117732,0.9520425245,3.464381124,0.395511919,0.590625,0.1688351275
821,NZD_USD,2023-12-29 04:00:00,2023-12-29 08:00:00,0.635415,0.6307231813,2023-12-29 12:00:00,0.6306681813,stoploss,-1.011722533,2,0.09697731908,-6.7276683,1.1,1.1,0,2023,3,2,0.63693,6,0.62877,13,2.182522522,0.9505908639,0.9198683277,0.2728153152,0.9068322981,0.1960860078
822,EUR_GBP,2024-01-02 00:00:00,2024-01-02 04:00:00,0.86747,0.8635891138,2024-01-03 16:00:00,0.8635491138,stoploss,-1.010306924,10,0.2061384861,-4.560814005,0.8,0.8,3,2024,2,3,0.87148,9,0.86685,12,0.809093558,1.60272673,2.373044862,0.02576731076,0.6666666667,0.03607423507
823,GBP_AUD,2024-01-03 08:00:00,2024-01-03 12:00:00,1.87113,1.859353046,2024-02-28 12:00:00,1.94483,time_exit,6.257984742,240,6.947466914,-0.07811866978,4,4,175,2024,2,3,1.87645,18,1.86042,4,1.528408756,0.2700188803,1.589808209,0.6436299097,0.6576862124,0.07811866978
824,USD_CHF,2024-01-04 12:00:00,2024-01-04 16:00:00,0.851395,0.8445713365,2024-02-29 16:00:00,0.879145,time_exit,4.066730413,240,5.450884241,-0.8609744567,0.9,0.9,172,2024,2,2,0.85543,6,0.83566,18,3.033561065,0.7063654266,1.78916955,0.5656785367,0.6354916067,0.03810269936
825,GBP_CHF,2024-01-05 08:00:00,2024-01-05 12:00:00,1.079955,1.072856508,2024-03-01 12:00:00,1.117765,time_exit,5.326483613,240,5.894914223,-0.3078118671,1.9,1.9,240,2024,4,4,1.08144,5,1.07386,8,1.414384964,2.873849926,0.9701607908,0.5409599861,0.70609319,0.2451224937
826,USD_CAD,2024-01-08 04:00:00,2024-01-08 08:00:00,1.337445,1.331598115,2024-03-04 08:00:00,1.356395,time_exit,3.241042056,240,3.963649057,-0.5772304453,1.3,1.3,223,2024,3,2,1.33989,4,1.33169,10,4.563113564,4.751247932,1.505013453,0.6601805981,0.7871485944,0.2873324883
827,GBP_NZD,2024-01-08 12:00:00,2024-01-08 16:00:00,2.04472,2.032527894,2024-03-04 16:00:00,2.07952,time_exit,2.854305877,240,4.072307092,-0.9350312357,4.8,4.8,62,2024,4,3,2.04081,6,2.03241,5,3.674508716,3.038031313,0.7154580916,1.295920485,0.8859357697,0.4642348065
828,EUR_AUD,2024-01-09 04:00:00,2024-01-09 08:00:00,1.63222,1.622378515,2024-03-05 08:00:00,1.67206,time_exit,4.048169473,240,4.297115638,-0.2143985338,2.4,2.4,240,2024,3,3,1.63841,10,1.62618,7,2.204951746,2.706908503,1.881885522,0.6096640773,0.9359267735,0.2824776891
829,CAD_JPY,2024-01-09 08:00:00,2024-01-09 12:00:00,107.799,106.9917958,2024-03-05 12:00:00,110.679,time_exit,3.567870235,240,4.959091858,-0.7098575155,1.2,1.2,198,2024,2,2,109.027,11,107.446,4,4.833968631,3.020301262,3.509960477,0.4682829684,0.5026315789,0.3146663332
830,EUR_CHF,2024-01-15 04:00:00,2024-01-15 08:00:00,0.93492,0.9310260752,2024-01-31 16:00:00,0.9309760752,stoploss,-1.012840515,75,7.249754762,-1.127397216,1,1,30,2024,3,2,0.9374,8,0.932,11,2.871139151,2.146934106,1.420261428,0.1849034158,0.8301886792,0.03595344197
831,EUR_NZD,2024-01-15 04:00:00,2024-01-15 08:00:00,1.761,1.750912613,2024-02-20 08:00:00,1.750722613,stoploss,-1.018835404,157,3.226802041,-1.673376911,3.8,3.8,34,2024,3,3,1.76459,9,1.75413,11,0.4005001611,1.11228015,1.436557185,0.701866619,0.9931350114,0.3013664579
832,GBP_CAD,2024-01-16 04:00:00,2024-01-16 08:00:00,1.70918,1.702037524,2024-01-16 12:00:00,1.701777524,stoploss,-1.036401942,2,3.530988403,-2.417929014,5.2,5.2,0,2024,2,5,1.7103,14,1.70595,5,1.293669026,1.960104586,0.6278983517,0.2688143432,0.935483871,0.005600298816
833,AUD_USD,2024-01-17 20:00:00,2024-01-18 00:00:00,0.65511,0.6502261285,2024-02-05 00:00:00,0.6501761285,stoploss,-1.01023778,73,2.383355113,-2.219550638,1,1,48,2024,2,2,0.67288,19,0.6678,20,0.1310435801,1.261294458,7.64465697,0.5118889847,0.9753694581,0.233421377
834,EUR_JPY,2024-01-18 20:00:00,2024-01-19 00:00:00,160.821,159.9941922,2024-01-24 16:00:00,159.9871922,stoploss,-1.008466297,23,3.507465829,-3.317578885,1.4,1.4,2,2024,2,2,161.389,5,159.236,17,3.766292617,2.092384787,1.013267962,0.3967064799,0.9641791045,0.2056100658
835,GBP_JPY,2024-01-19 16:00:00,2024-01-19 20:00:00,187.951,186.8199776,2024-01-30 08:00:00,186.8079776,stoploss,-1.010609869,40,2.976068361,-2.407556193,2.4,2.4,8,2024,2,3,188.125,12,187.316,6,4.196203339,5.167006387,0.6543369972,0.335979197,0.6174496644,0.08841557815
836,AUD_JPY,2024-01-23 00:00:00,2024-01-23 04:00:00,97.6065,97.03901348,2024-01-24 12:00:00,97.03451348,stoploss,-1.007929704,9,2.552483547,-3.710220302,0.9,0.9,0,2024,2,2,97.881,6,96.645,22,2.604467161,0.2467018961,2.369233171,1.296947111,0.90433213,0.5075010435
837,EUR_USD,2024-01-23 04:00:00,2024-01-23 08:00:00,1.090715,1.086530472,2024-01-23 12:00:00,1.086495472,stoploss,-1.008364146,2,1.772004057,-5.074646817,0.7,0.7,0,2024,2,3,1.09096,5,1.08657,9,0.1290468228,1.00369751,1.016238564,0.8746506876,0.947826087,0.8698711756
838,NZD_JPY,2024-01-23 04:00:00,2024-01-23 08:00:00,90.304,89.73902044,2024-01-31 20:00:00,89.73202044,stoploss,-1.012389829,40,5.57188296,-1.84785445,1.4,1.4,38,2024,2,3,90.808,7,90.309,9,0.02477965738,0.4708134902,2.440751295,0.5805519729,0.6303724928,0.5309926582
839,CAD_CHF,2024-01-23 08:00:00,2024-01-23 12:00:00,0.644285,0.6411635676,2024-01-24 12:00:00,0.6410885676,stoploss,-1.024027431,7,3.8876383,-2.295420554,1.5,1.5,1,2024,3,2,0.64719,5,0.64402,8,4.779856896,4.638895969,2.653323142,0.6919900064,0.7258064516,0.1217389826
840,AUD_CAD,2024-01-24 08:00:00,2024-01-24 12:00:00,0.887415,0.8827629598,2024-01-31 00:00:00,0.8826679598,stoploss,-1.020421148,28,1.624018649,-3.281356013,1.9,1.9,7,2024,2,3,0.88973,6,0.88378,4,0.3181399868,1.057600497,1.931247241,0.8254442902,0.728358209,0.6921694308
841,NZD_CAD,2024-02-01 16:00:00,2024-02-01 20:00:00,0.820885,0.8154348691,2024-02-05 00:00:00,0.8153198691,stoploss,-1.021100411,8,3.04304619,-2.263248402,2.3,2.3,4,2024,2,2,0.8261,6,0.82035,16,0.6311775034,0.759614786,2.78009119,0.6898916897,0.7965738758,0.124767646
842,NZD_USD,2024-02-01 16:00:00,2024-02-01 20:00:00,0.613515,0.608098941,2024-02-02 16:00:00,0.608043941,stoploss,-1.010154985,6,1.531556433,-3.300370251,1.1,1.1,4,2024,3,2,0.61738,6,0.61055,12,1.964528083,0.7200807821,3.248749172,1.528786891,0.9010600707,1.07458209
843,NZD_CHF,2024-02-02 00:00:00,2024-02-02 04:00:00,0.527375,0.5239098042,2024-03-29 04:00:00,0.538885,time_exit,3.321601603,240,5.501853568,-0.9047107755,1.7,1.7,91,2024,2,2,0.53006,8,0.52654,18,0.1327486305,0.8657519383,1.983978217,1.044674006,0.9419642857,0.1616070285
844,GBP_JPY,2024-02-07 04:00:00,2024-02-07 08:00:00,186.507,185.6229943,2024-04-03 08:00:00,190.673,time_exit,4.712639475,240,7.950175284,-0.07805379832,2.4,2.4,183,2024,2,2,187.734,15,186.165,7,0.3031654775,2.119895914,2.940326562,0.2443423252,0.7341772152,0.1990937464
845,CAD_CHF,2024-02-08 12:00:00,2024-02-08 16:00:00,0.649665,0.6464791739,2024-02-29 00:00:00,0.6464041739,stoploss,-1.023541774,87,7.060962844,-1.068796554,1.5,1.5,17,2024,5,3,0.64973,4,0.64288,9,4.294019635,2.630400917,0.8745466241,0.80355923,1,0.1443895491
846,EUR_CHF,2024-02-08 16:00:00,2024-02-08 20:00:00,0.94202,0.9384694467,2024-04-04 20:00:00,0.98211,time_exit,11.29119787,240,12.0685415,-0.3379754913,1,1,238,2024,4,3,0.94243,5,0.93482,10,3.543109734,2.208106543,0.6870364839,0.4393681387,0.7405063291,0.1915194451
