X,n,mono_pp_centroid,frac_reach_1R,frac_wrong_way_pp,fwd_mfe_p50_R,fwd_mfe_p50_atr,shape_tag,bimodal_sep_admits,dip_stat,dip_p,mode_loc_1,mode_loc_2,mode_mass_1,mode_mass_2,mode_separation,composite,floors_failed,overall_pass
0.5,1706,0.303195579,0.4712778429,0.4472450176,0.8429843846,0.4214921923,heavy_right_tail,0,0.005426990661,0.9925782284,1.145783389,,0.2278233685,,,-0.6227715957,mono_pre_peak;frac_reach_1R;frac_wrong_way_pp;fwd_mfe_p50,0
1,1706,0.4420457063,0.5363423212,0.1500586166,1.217480169,1.217480169,heavy_right_tail,0,0.005497792125,0.9921486329,0.6349600348,,0.1694021102,,,-0.1216705891,mono_pre_peak;frac_reach_1R;fwd_mfe_p50,0
1.5,1706,0.5233231361,0.6547479484,0.03985932005,1.700575286,2.550862929,heavy_right_tail,0,0.005275498242,0.993497425,0.4821402292,,0.1133255178,,,0.1882117645,mono_pre_peak;frac_reach_1R,0
2,1706,0.5910357309,0.7286049238,0,1.722030195,3.444060391,heavy_right_tail,0,0.005275498242,0.993497425,1.121479484,,0.08655724893,,,0.3696406547,,1
3,1706,0.5811946531,0.6412661196,0.002344665885,1.388109253,4.164327759,heavy_right_tail,0,0.005744902807,0.9906492622,0.757022756,,0.07424775303,,,0.2701161068,frac_reach_1R;fwd_mfe_p50,0
4,1706,0.5774384172,0.572098476,0,1.219829343,4.879317373,heavy_right_tail,0,0.005842626359,0.990056314,0.4593482603,1.378044781,0.3042203986,0.1969519343,0.9186965206,0.1995368931,frac_reach_1R;fwd_mfe_p50,0
