trade_id,X,truncated_at_bar,sl_triggered,peak_mfe_bar_X,peak_mfe_X,peak_mfe_atr,final_r_X,reached_1R_X,wrong_way_pre_peak_X,mono_pre_peak_X
1,0.5,0,1,0,-0.6875850256,-0.3437925128,-1,0,1,0
1,1,7,1,5,0.103786419,0.103786419,-1,0,0,1
1,1.5,14,1,5,0.06919094599,0.103786419,-1,0,0,1
1,2,17,1,5,0.05189320949,0.103786419,-1,0,0,1
1,3,44,1,5,0.03459547299,0.103786419,-1,0,0,1
1,4,68,1,5,0.02594660475,0.103786419,-1,0,0,1
2,0.5,0,1,0,-0.3996375021,-0.199818751,-1,0,1,0
2,1,1,1,0,-0.199818751,-0.199818751,-1,0,0,0
2,1.5,7,1,4,0.2397825012,0.3596737518,-1,0,0,1
2,2,25,1,4,0.1798368759,0.3596737518,-1,0,0,1
2,3,30,1,4,0.1198912506,0.3596737518,-1,0,0,1
2,4,50,1,4,0.08991843795,0.3596737518,-1,0,0,1
3,0.5,61,1,30,7.299731368,3.649865684,-1,1,0,0.7666666667
3,1,91,1,30,3.649865684,3.649865684,-1,1,0,0.7666666667
3,1.5,134,1,30,2.433243789,3.649865684,-1,1,0,0.7666666667
3,2,135,1,30,1.824932842,3.649865684,-1,1,0,0.7666666667
3,3,240,0,237,1.36069554,4.08208662,1.082399439,1,0,0.5119047619
3,4,240,0,237,1.020521655,4.08208662,0.811799579,1,0,0.5119047619
4,0.5,0,1,0,-1.394462266,-0.6972311332,-1,0,1,0
4,1,1,1,0,-0.6972311332,-0.6972311332,-1,0,0,0
4,1.5,240,0,218,7.861968261,11.79295239,0.7697031864,1,0,0.5211267606
4,2,240,0,218,5.896476196,11.79295239,0.5772773898,1,0,0.5211267606
4,3,240,0,218,3.930984131,11.79295239,0.3848515932,1,0,0.5211267606
4,4,240,0,218,2.948238098,11.79295239,0.2886386949,1,0,0.5211267606
5,0.5,0,1,0,-1.411685565,-0.7058427824,-1,0,1,0
5,1,4,1,2,-0.1713210637,-0.1713210637,-1,0,0,0
5,1.5,200,1,84,7.213758921,10.82063838,-1,1,0,0.5405405405
5,2,200,1,84,5.410319191,10.82063838,-1,1,0,0.5405405405
5,3,201,1,84,3.606879461,10.82063838,-1,1,0,0.5405405405
5,4,201,1,84,2.705159596,10.82063838,-1,1,0,0.5405405405
6,0.5,0,1,0,-0.9568563372,-0.4784281686,-1,0,1,0
6,1,2,1,1,-0.2692230196,-0.2692230196,-1,0,0,0
6,1.5,2,1,1,-0.1794820131,-0.2692230196,-1,0,0,0
6,2,81,1,39,2.305543629,4.611087258,-1,1,0,0.64
6,3,83,1,39,1.537029086,4.611087258,-1,1,0,0.64
6,4,89,1,39,1.152771815,4.611087258,-1,1,0,0.64
7,0.5,240,0,211,34.63210712,17.31605356,24.36838512,1,0,0.519047619
7,1,240,0,211,17.31605356,17.31605356,12.18419256,1,0,0.519047619
7,1.5,240,0,211,11.54403571,17.31605356,8.122795041,1,0,0.519047619
7,2,240,0,211,8.658026779,17.31605356,6.092096281,1,0,0.519047619
7,3,240,0,211,5.772017853,17.31605356,4.061397521,1,0,0.519047619
7,4,240,0,211,4.32901339,17.31605356,3.04604814,1,0,0.519047619
8,0.5,0,1,0,-1.044847041,-0.5224235204,-1,0,1,0
8,1,4,1,2,0.1044847041,0.1044847041,-1,0,0,1
8,1.5,17,1,8,0.7735534232,1.160330135,-1,0,0,0.75
8,2,17,1,8,0.5801650674,1.160330135,-1,0,0,0.75
8,3,17,1,8,0.3867767116,1.160330135,-1,0,0,0.75
8,4,26,1,8,0.2900825337,1.160330135,-1,0,0,0.75
9,0.5,33,1,23,4.78100458,2.39050229,-1,1,0,0.6666666667
9,1,35,1,23,2.39050229,2.39050229,-1,1,0,0.6666666667
9,1.5,35,1,23,1.593668193,2.39050229,-1,1,0,0.6666666667
9,2,37,1,23,1.195251145,2.39050229,-1,1,0,0.6666666667
9,3,46,1,23,0.7968340967,2.39050229,-1,0,0,0.6666666667
9,4,47,1,23,0.5976255725,2.39050229,-1,0,0,0.6666666667
10,0.5,2,1,1,0.7182363732,0.3591181866,-1,0,0,1
10,1,8,1,4,0.4375809836,0.4375809836,-1,0,0,1
10,1.5,8,1,4,0.2917206557,0.4375809836,-1,0,0,1
10,2,8,1,4,0.2187904918,0.4375809836,-1,0,0,1
10,3,240,0,222,5.278132003,15.83439601,4.306400439,1,0,0.56
10,4,240,0,222,3.958599003,15.83439601,3.22980033,1,0,0.56
11,0.5,0,1,0,0.1552344414,0.0776172207,-1,0,1,0
11,1,240,0,213,16.55464436,16.55464436,15.14090212,1,0,0.5471698113
11,1.5,240,0,213,11.03642957,16.55464436,10.09393475,1,0,0.5471698113
11,2,240,0,213,8.277322178,16.55464436,7.570451061,1,0,0.5471698113
11,3,240,0,213,5.518214785,16.55464436,5.046967374,1,0,0.5471698113
11,4,240,0,213,4.138661089,16.55464436,3.78522553,1,0,0.5471698113
12,0.5,0,1,0,0.3074838308,0.1537419154,-1,0,1,0
12,1,0,1,0,0.1537419154,0.1537419154,-1,0,1,0
12,1.5,2,1,0,0.1024946103,0.1537419154,-1,0,0,0
12,2,3,1,0,0.0768709577,0.1537419154,-1,0,0,0
12,3,5,1,0,0.05124730513,0.1537419154,-1,0,0,0
12,4,13,1,0,0.03843547885,0.1537419154,-1,0,0,0
13,0.5,0,1,0,-0.8210146344,-0.4105073172,-1,0,1,0
13,1,1,1,0,-0.4105073172,-0.4105073172,-1,0,0,0
13,1.5,2,1,0,-0.2736715448,-0.4105073172,-1,0,0,0
13,2,9,1,0,-0.2052536586,-0.4105073172,-1,0,0,0
13,3,13,1,0,-0.1368357724,-0.4105073172,-1,0,0,0
13,4,240,0,75,1.823958648,7.295834592,1.16621397,1,0,0.6176470588
14,0.5,0,1,0,-1.296686845,-0.6483434226,-1,0,1,0
14,1,1,1,1,-0.4732433742,-0.4732433742,-1,0,1,0
14,1.5,4,1,1,-0.3154955828,-0.4732433742,-1,0,0,0
14,2,14,1,12,0.2271568196,0.4543136392,-1,0,0,0
14,3,14,1,12,0.1514378797,0.4543136392,-1,0,0,0
14,4,18,1,12,0.1135784098,0.4543136392,-1,0,0,0
15,0.5,1,1,0,1.988475433,0.9942377166,-1,1,0,0
15,1,1,1,0,0.9942377166,0.9942377166,-1,0,0,0
15,1.5,7,1,0,0.6628251444,0.9942377166,-1,0,0,0
15,2,7,1,0,0.4971188583,0.9942377166,-1,0,0,0
15,3,35,1,0,0.3314125722,0.9942377166,-1,0,0,0
15,4,240,0,188,1.835926084,7.343704336,1.272666948,1,0,0.5344827586
16,0.5,54,1,27,7.697732448,3.848866224,-1,1,0,0.5384615385
16,1,63,1,27,3.848866224,3.848866224,-1,1,0,0.5384615385
16,1.5,240,0,195,7.237682781,10.85652417,5.319729241,1,0,0.5195530726
16,2,240,0,195,5.428262086,10.85652417,3.989796931,1,0,0.5195530726
16,3,240,0,195,3.618841391,10.85652417,2.659864621,1,0,0.5195530726
16,4,240,0,195,2.714131043,10.85652417,1.994898465,1,0,0.5195530726
17,0.5,0,1,0,-2.935747255,-1.467873628,-1,0,1,0
17,1,0,1,0,-1.467873628,-1.467873628,-1,0,1,0
17,1.5,0,1,0,-0.9785824184,-1.467873628,-1,0,1,0
17,2,1,1,0,-0.7339368138,-1.467873628,-1,0,0,0
17,3,69,1,30,0.6911000347,2.073300104,-1,0,0,0.5789473684
17,4,90,1,30,0.518325026,2.073300104,-1,0,0,0.5789473684
18,0.5,29,1,18,4.261506628,2.130753314,-1,1,0,0.6470588235
18,1,47,1,18,2.130753314,2.130753314,-1,1,0,0.6470588235
18,1.5,56,1,18,1.420502209,2.130753314,-1,1,0,0.6470588235
18,2,57,1,18,1.065376657,2.130753314,-1,1,0,0.6470588235
18,3,81,1,18,0.7102511047,2.130753314,-1,0,0,0.6470588235
18,4,138,1,18,0.5326883285,2.130753314,-1,0,0,0.6470588235
19,0.5,0,1,0,-1.268656446,-0.6343282232,-1,0,1,0
19,1,1,1,1,-0.4984007468,-0.4984007468,-1,0,1,0
19,1.5,16,1,7,0.5135037999,0.7702556998,-1,0,0,1
19,2,17,1,7,0.3851278499,0.7702556998,-1,0,0,1
19,3,21,1,7,0.2567518999,0.7702556998,-1,0,0,1
19,4,31,1,7,0.1925639249,0.7702556998,-1,0,0,1
20,0.5,0,1,0,0.2616575386,0.1308287693,-1,0,1,0
20,1,1,1,0,0.1308287693,0.1308287693,-1,0,0,0
20,1.5,3,1,0,0.08721917953,0.1308287693,-1,0,0,0
20,2,3,1,0,0.06541438465,0.1308287693,-1,0,0,0
20,3,13,1,0,0.04360958977,0.1308287693,-1,0,0,0
20,4,37,1,0,0.03270719233,0.1308287693,-1,0,0,0
21,0.5,1,1,0,0.2618647202,0.1309323601,-1,0,0,0
21,1,2,1,0,0.1309323601,0.1309323601,-1,0,0,0
21,1.5,17,1,8,1.466442433,2.19966365,-1,1,0,0.8333333333
21,2,17,1,8,1.099831825,2.19966365,-1,1,0,0.8333333333
21,3,23,1,8,0.7332212167,2.19966365,-1,0,0,0.8333333333
21,4,24,1,8,0.5499159125,2.19966365,-1,0,0,0.8333333333
22,0.5,0,1,0,0.3244721622,0.1622360811,-1,0,1,0
22,1,4,1,2,1.595725036,1.595725036,-1,1,0,1
22,1.5,5,1,2,1.063816691,1.595725036,-1,1,0,1
22,2,6,1,2,0.7978625181,1.595725036,-1,0,0,1
22,3,42,1,2,0.5319083454,1.595725036,-1,0,0,1
22,4,42,1,2,0.398931259,1.595725036,-1,0,0,1
23,0.5,4,1,2,0.7156903264,0.3578451632,-1,0,0,1
23,1,16,1,9,1.136158393,1.136158393,-1,1,0,0.6666666667
23,1.5,16,1,9,0.7574389289,1.136158393,-1,0,0,0.6666666667
23,2,154,1,76,3.426367439,6.852734878,-1,1,0,0.609375
23,3,169,1,76,2.284244959,6.852734878,-1,1,0,0.609375
23,4,177,1,76,1.713183719,6.852734878,-1,1,0,0.609375
24,0.5,0,1,0,-0.2810544396,-0.1405272198,-1,0,1,0
24,1,39,1,26,2.388962736,2.388962736,-1,1,0,0.5652173913
24,1.5,40,1,26,1.592641824,2.388962736,-1,1,0,0.5652173913
24,2,121,1,78,1.826853857,3.653707714,-1,1,0,0.5441176471
24,3,150,1,78,1.217902571,3.653707714,-1,1,0,0.5441176471
24,4,155,1,78,0.9134269285,3.653707714,-1,0,0,0.5441176471
25,0.5,2,1,0,0.2051001727,0.1025500863,-1,0,0,0
25,1,5,1,0,0.1025500863,0.1025500863,-1,0,0,0
25,1.5,8,1,0,0.06836672423,0.1025500863,-1,0,0,0
25,2,12,1,0,0.05127504317,0.1025500863,-1,0,0,0
25,3,145,1,73,0.9734119307,2.920235792,-1,0,0,0.7096774194
25,4,240,0,73,0.730058948,2.920235792,-0.4187461859,0,0,0.7096774194
26,0.5,0,1,0,-0.439832654,-0.219916327,-1,0,1,0
26,1,69,1,46,5.247447912,5.247447912,-1,1,0,0.6590909091
26,1.5,97,1,46,3.498298608,5.247447912,-1,1,0,0.6590909091
26,2,118,1,46,2.623723956,5.247447912,-1,1,0,0.6590909091
26,3,120,1,46,1.749149304,5.247447912,-1,1,0,0.6590909091
26,4,240,0,46,1.311861978,5.247447912,-0.1756276222,1,0,0.6590909091
27,0.5,22,1,15,2.437360545,1.218680273,-1,1,0,0.6
27,1,60,1,23,2.20498507,2.20498507,-1,1,0,0.5652173913
27,1.5,60,1,23,1.469990047,2.20498507,-1,1,0,0.5652173913
27,2,60,1,23,1.102492535,2.20498507,-1,1,0,0.5652173913
27,3,73,1,23,0.7349950233,2.20498507,-1,0,0,0.5652173913
27,4,78,1,23,0.5512462675,2.20498507,-1,0,0,0.5652173913
28,0.5,2,1,0,1.118508814,0.5592544068,-1,1,0,0
28,1,20,1,3,0.5871010992,0.5871010992,-1,0,0,0.5
28,1.5,20,1,3,0.3914007328,0.5871010992,-1,0,0,0.5
28,2,20,1,3,0.2935505496,0.5871010992,-1,0,0,0.5
28,3,21,1,3,0.1957003664,0.5871010992,-1,0,0,0.5
28,4,25,1,3,0.1467752748,0.5871010992,-1,0,0,0.5
29,0.5,0,1,0,0.6163620404,0.3081810202,-1,0,1,0
29,1,12,1,3,0.8063366422,0.8063366422,-1,0,0,0.6666666667
29,1.5,17,1,3,0.5375577615,0.8063366422,-1,0,0,0.6666666667
29,2,216,1,136,5.091319322,10.18263864,-1,1,0,0.525862069
29,3,233,1,136,3.394212881,10.18263864,-1,1,0,0.525862069
29,4,240,0,136,2.545659661,10.18263864,-0.5952537515,1,0,0.525862069
30,0.5,7,1,3,2.162816092,1.081408046,-1,1,0,0.6666666667
30,1,10,1,3,1.081408046,1.081408046,-1,1,0,0.6666666667
30,1.5,10,1,3,0.7209386972,1.081408046,-1,0,0,0.6666666667
30,2,240,0,222,3.589187263,7.178374526,2.929467941,1,0,0.5321100917
30,3,240,0,222,2.392791509,7.178374526,1.952978627,1,0,0.5321100917
30,4,240,0,222,1.794593631,7.178374526,1.46473397,1,0,0.5321100917
31,0.5,0,1,0,-0.1588966673,-0.07944833366,-1,0,1,0
31,1,0,1,0,-0.07944833366,-0.07944833366,-1,0,1,0
31,1.5,6,1,4,0.5967452617,0.8951178926,-1,0,0,0.5
31,2,6,1,4,0.4475589463,0.8951178926,-1,0,0,0.5
31,3,7,1,4,0.2983726309,0.8951178926,-1,0,0,0.5
31,4,7,1,4,0.2237794731,0.8951178926,-1,0,0,0.5
32,0.5,0,1,0,-4.330537012,-2.165268506,-1,0,1,0
32,1,0,1,0,-2.165268506,-2.165268506,-1,0,1,0
32,1.5,0,1,0,-1.443512337,-2.165268506,-1,0,1,0
32,2,0,1,0,-1.082634253,-2.165268506,-1,0,1,0
32,3,7,1,6,-0.1904902066,-0.5714706198,-1,0,0,0
32,4,18,1,6,-0.142867655,-0.5714706198,-1,0,0,0
33,0.5,3,1,3,1.250326611,0.6251633056,-1,1,1,0.5
33,1,17,1,5,1.349415896,1.349415896,-1,1,0,0.5
33,1.5,17,1,5,0.8996105973,1.349415896,-1,0,0,0.5
33,2,17,1,5,0.674707948,1.349415896,-1,0,0,0.5
33,3,22,1,5,0.4498052987,1.349415896,-1,0,0,0.5
33,4,23,1,5,0.337353974,1.349415896,-1,0,0,0.5
34,0.5,22,1,12,3.822004548,1.911002274,-1,1,0,0.6666666667
34,1,24,1,12,1.911002274,1.911002274,-1,1,0,0.6666666667
34,1.5,25,1,12,1.274001516,1.911002274,-1,1,0,0.6666666667
34,2,91,1,57,1.078451651,2.156903302,-1,1,0,0.5681818182
34,3,97,1,57,0.7189677673,2.156903302,-1,0,0,0.5681818182
34,4,101,1,57,0.5392258255,2.156903302,-1,0,0,0.5681818182
35,0.5,3,1,0,0.456351144,0.228175572,-1,0,0,0
35,1,240,0,165,17.34134347,17.34134347,16.09674945,1,0,0.5582822086
35,1.5,240,0,165,11.56089565,17.34134347,10.7311663,1,0,0.5582822086
35,2,240,0,165,8.670671737,17.34134347,8.048374723,1,0,0.5582822086
35,3,240,0,165,5.780447825,17.34134347,5.365583149,1,0,0.5582822086
35,4,240,0,165,4.335335868,17.34134347,4.024187362,1,0,0.5582822086
36,0.5,0,1,0,-1.379021782,-0.6895108908,-1,0,1,0
36,1,1,1,1,-0.4932267686,-0.4932267686,-1,0,1,0
36,1.5,3,1,1,-0.3288178457,-0.4932267686,-1,0,0,0
36,2,3,1,1,-0.2466133843,-0.4932267686,-1,0,0,0
36,3,21,1,11,0.1174349449,0.3523048348,-1,0,0,1
36,4,24,1,11,0.0880762087,0.3523048348,-1,0,0,1
37,0.5,0,1,0,-1.495946193,-0.7479730964,-1,0,1,0
37,1,1,1,0,-0.7479730964,-0.7479730964,-1,0,0,0
37,1.5,2,1,0,-0.4986487309,-0.7479730964,-1,0,0,0
37,2,5,1,0,-0.3739865482,-0.7479730964,-1,0,0,0
37,3,8,1,0,-0.2493243655,-0.7479730964,-1,0,0,0
37,4,8,1,0,-0.1869932741,-0.7479730964,-1,0,0,0
38,0.5,1,1,0,0.2840968576,0.1420484288,-1,0,0,0
38,1,240,0,74,13.98031472,13.98031472,9.636382122,1,0,0.5492957746
38,1.5,240,0,74,9.320209813,13.98031472,6.424254748,1,0,0.5492957746
38,2,240,0,74,6.99015736,13.98031472,4.818191061,1,0,0.5492957746
38,3,240,0,74,4.660104907,13.98031472,3.212127374,1,0,0.5492957746
38,4,240,0,74,3.49507868,13.98031472,2.409095531,1,0,0.5492957746
39,0.5,0,1,0,-0.8070845364,-0.4035422682,-1,0,1,0
39,1,1,1,0,-0.4035422682,-0.4035422682,-1,0,0,0
39,1.5,22,1,3,0.2315685589,0.3473528384,-1,0,0,0
39,2,22,1,3,0.1736764192,0.3473528384,-1,0,0,0
39,3,23,1,3,0.1157842795,0.3473528384,-1,0,0,0
39,4,32,1,3,0.0868382096,0.3473528384,-1,0,0,0
40,0.5,0,1,0,-0.347462535,-0.1737312675,-1,0,1,0
40,1,0,1,0,-0.1737312675,-0.1737312675,-1,0,1,0
40,1.5,3,1,1,0.2918685293,0.437802794,-1,0,0,0
40,2,12,1,1,0.218901397,0.437802794,-1,0,0,0
40,3,13,1,1,0.1459342647,0.437802794,-1,0,0,0
40,4,18,1,1,0.1094506985,0.437802794,-1,0,0,0
41,0.5,0,1,0,-4.756152032,-2.378076016,-1,0,1,0
41,1,0,1,0,-2.378076016,-2.378076016,-1,0,1,0
41,1.5,0,1,0,-1.585384011,-2.378076016,-1,0,1,0
41,2,0,1,0,-1.189038008,-2.378076016,-1,0,1,0
41,3,5,1,3,-0.3486701045,-1.046010314,-1,0,0,0
41,4,7,1,3,-0.2615025784,-1.046010314,-1,0,0,0
42,0.5,4,1,2,0.60506496,0.30253248,-1,0,0,1
42,1,4,1,2,0.30253248,0.30253248,-1,0,0,1
42,1.5,4,1,2,0.20168832,0.30253248,-1,0,0,1
42,2,6,1,2,0.15126624,0.30253248,-1,0,0,1
42,3,15,1,2,0.10084416,0.30253248,-1,0,0,1
42,4,20,1,2,0.07563312,0.30253248,-1,0,0,1
43,0.5,0,1,0,-0.9346941876,-0.4673470938,-1,0,1,0
43,1,1,1,0,-0.4673470938,-0.4673470938,-1,0,0,0
43,1.5,8,1,3,0.3923407701,0.5885111552,-1,0,0,0
43,2,13,1,3,0.2942555776,0.5885111552,-1,0,0,0
43,3,24,1,3,0.1961703851,0.5885111552,-1,0,0,0
43,4,29,1,3,0.1471277888,0.5885111552,-1,0,0,0
44,0.5,0,1,0,-0.641012166,-0.320506083,-1,0,1,0
44,1,12,1,3,0.747847527,0.747847527,-1,0,0,1
44,1.5,23,1,3,0.498565018,0.747847527,-1,0,0,1
44,2,31,1,3,0.3739237635,0.747847527,-1,0,0,1
44,3,35,1,3,0.249282509,0.747847527,-1,0,0,1
44,4,43,1,3,0.1869618818,0.747847527,-1,0,0,1
45,0.5,0,1,0,-1.397352762,-0.6986763812,-1,0,1,0
45,1,1,1,0,-0.6986763812,-0.6986763812,-1,0,0,0
45,1.5,3,1,0,-0.4657842541,-0.6986763812,-1,0,0,0
45,2,10,1,0,-0.3493381906,-0.6986763812,-1,0,0,0
45,3,13,1,0,-0.2328921271,-0.6986763812,-1,0,0,0
45,4,14,1,0,-0.1746690953,-0.6986763812,-1,0,0,0
46,0.5,0,1,0,0.2825095562,0.1412547781,-1,0,1,0
46,1,126,1,54,8.3403099,8.3403099,-1,1,0,0.5849056604
46,1.5,223,1,54,5.5602066,8.3403099,-1,1,0,0.5849056604
46,2,224,1,54,4.17015495,8.3403099,-1,1,0,0.5849056604
46,3,226,1,54,2.7801033,8.3403099,-1,1,0,0.5849056604
46,4,234,1,54,2.085077475,8.3403099,-1,1,0,0.5849056604
47,0.5,9,1,4,1.404142778,0.702071389,-1,1,0,0.75
47,1,10,1,4,0.702071389,0.702071389,-1,0,0,0.75
47,1.5,27,1,19,2.643405153,3.96510773,-1,1,0,0.5625
47,2,27,1,19,1.982553865,3.96510773,-1,1,0,0.5625
47,3,28,1,19,1.321702577,3.96510773,-1,1,0,0.5625
47,4,30,1,19,0.9912769325,3.96510773,-1,0,0,0.5625
48,0.5,0,1,0,0.006189886268,0.003094943134,-1,0,1,0
48,1,1,1,0,0.003094943134,0.003094943134,-1,0,0,0
48,1.5,2,1,0,0.002063295423,0.003094943134,-1,0,0,0
48,2,3,1,0,0.001547471567,0.003094943134,-1,0,0,0
48,3,36,1,0,0.001031647711,0.003094943134,-1,0,0,0
48,4,44,1,0,0.0007737357835,0.003094943134,-1,0,0,0
49,0.5,2,1,2,2.34426281,1.172131405,-1,1,1,0
49,1,8,1,2,1.172131405,1.172131405,-1,1,0,0
49,1.5,8,1,2,0.7814209368,1.172131405,-1,0,0,0
49,2,14,1,2,0.5860657026,1.172131405,-1,0,0,0
49,3,14,1,2,0.3907104684,1.172131405,-1,0,0,0
49,4,14,1,2,0.2930328513,1.172131405,-1,0,0,0
50,0.5,0,1,0,-1.178697171,-0.5893485856,-1,0,1,0
50,1,3,1,1,-0.368342866,-0.368342866,-1,0,0,0
50,1.5,3,1,1,-0.2455619107,-0.368342866,-1,0,0,0
50,2,4,1,1,-0.184171433,-0.368342866,-1,0,0,0
50,3,68,1,46,0.6650635081,1.995190524,-1,0,0,0.6923076923
50,4,70,1,46,0.4987976311,1.995190524,-1,0,0,0.6923076923
51,0.5,0,1,0,-0.9024918764,-0.4512459382,-1,0,1,0
51,1,0,1,0,-0.4512459382,-0.4512459382,-1,0,1,0
51,1.5,63,1,41,2.375948001,3.563922002,-1,1,0,0.6060606061
51,2,63,1,41,1.781961001,3.563922002,-1,1,0,0.6060606061
51,3,65,1,41,1.187974001,3.563922002,-1,1,0,0.6060606061
51,4,67,1,41,0.8909805005,3.563922002,-1,0,0,0.6060606061
52,0.5,0,1,0,0.09794253384,0.04897126692,-1,0,1,0
52,1,21,1,7,2.28066186,2.28066186,-1,1,0,1
52,1.5,24,1,7,1.52044124,2.28066186,-1,1,0,1
52,2,25,1,7,1.14033093,2.28066186,-1,1,0,1
52,3,25,1,7,0.76022062,2.28066186,-1,0,0,1
52,4,39,1,7,0.570165465,2.28066186,-1,0,0,1
53,0.5,0,1,0,0.04818420904,0.02409210452,-1,0,1,0
53,1,7,1,2,0.505934195,0.505934195,-1,0,0,1
53,1.5,14,1,10,0.4738113891,0.7107170836,-1,0,0,0.7142857143
53,2,15,1,10,0.3553585418,0.7107170836,-1,0,0,0.7142857143
53,3,22,1,10,0.2369056945,0.7107170836,-1,0,0,0.7142857143
53,4,240,0,152,3.119927536,12.47971014,2.70584449,1,0,0.5535714286
54,0.5,0,1,0,-0.4580775112,-0.2290387556,-1,0,1,0
54,1,0,1,0,-0.2290387556,-0.2290387556,-1,0,1,0
54,1.5,0,1,0,-0.1526925037,-0.2290387556,-1,0,1,0
54,2,240,0,236,6.610631085,13.22126217,6.341510547,1,0,0.5364806867
54,3,240,0,236,4.40708739,13.22126217,4.227673698,1,0,0.5364806867
54,4,240,0,236,3.305315542,13.22126217,3.170755274,1,0,0.5364806867
55,0.5,14,1,5,3.79804688,1.89902344,-1,1,0,1
55,1,14,1,5,1.89902344,1.89902344,-1,1,0,1
55,1.5,64,1,34,4.162059829,6.243089744,-1,1,0,0.59375
55,2,66,1,34,3.121544872,6.243089744,-1,1,0,0.59375
55,3,70,1,34,2.081029915,6.243089744,-1,1,0,0.59375
55,4,82,1,34,1.560772436,6.243089744,-1,1,0,0.59375
56,0.5,0,1,0,0.4927680644,0.2463840322,-1,0,1,0
56,1,3,1,0,0.2463840322,0.2463840322,-1,0,0,0
56,1.5,15,1,0,0.1642560215,0.2463840322,-1,0,0,0
56,2,15,1,0,0.1231920161,0.2463840322,-1,0,0,0
56,3,19,1,0,0.08212801073,0.2463840322,-1,0,0,0
56,4,28,1,0,0.06159600805,0.2463840322,-1,0,0,0
57,0.5,0,1,0,-0.980905958,-0.490452979,-1,0,1,0
57,1,6,1,3,0.2866283644,0.2866283644,-1,0,0,1
57,1.5,7,1,3,0.1910855763,0.2866283644,-1,0,0,1
57,2,9,1,3,0.1433141822,0.2866283644,-1,0,0,1
57,3,24,1,3,0.09554278813,0.2866283644,-1,0,0,1
57,4,31,1,3,0.0716570911,0.2866283644,-1,0,0,1
58,0.5,0,1,0,-0.6624017984,-0.3312008992,-1,0,1,0
58,1,2,1,2,-0.2438512116,-0.2438512116,-1,0,1,0
58,1.5,12,1,4,0.09948158879,0.1492223832,-1,0,0,0
58,2,16,1,4,0.07461119159,0.1492223832,-1,0,0,0
58,3,240,0,103,3.369028927,10.10708678,2.090326555,1,0,0.5714285714
58,4,240,0,103,2.526771695,10.10708678,1.567744916,1,0,0.5714285714
59,0.5,2,1,0,0.862453198,0.431226599,-1,0,0,0
59,1,3,1,0,0.431226599,0.431226599,-1,0,0,0
59,1.5,71,1,32,3.27426922,4.91140383,-1,1,0,0.5555555556
59,2,72,1,32,2.455701915,4.91140383,-1,1,0,0.5555555556
59,3,210,1,32,1.63713461,4.91140383,-1,1,0,0.5555555556
59,4,240,0,32,1.227850958,4.91140383,0.657334351,1,0,0.5555555556
60,0.5,0,1,0,0.9554358268,0.4777179134,-1,0,1,0
60,1,10,1,0,0.4777179134,0.4777179134,-1,0,0,0
60,1.5,48,1,39,0.8153052388,1.222957858,-1,0,0,0.5
60,2,50,1,39,0.6114789291,1.222957858,-1,0,0,0.5
60,3,54,1,39,0.4076526194,1.222957858,-1,0,0,0.5
60,4,152,1,88,0.93632711,3.74530844,-1,0,0,0.55
61,0.5,0,1,0,-1.018859554,-0.509429777,-1,0,1,0
61,1,1,1,0,-0.509429777,-0.509429777,-1,0,0,0
61,1.5,1,1,0,-0.3396198513,-0.509429777,-1,0,0,0
61,2,5,1,0,-0.2547148885,-0.509429777,-1,0,0,0
61,3,6,1,0,-0.1698099257,-0.509429777,-1,0,0,0
61,4,15,1,0,-0.1273574443,-0.509429777,-1,0,0,0
62,0.5,0,1,0,-4.383602312,-2.191801156,-1,0,1,0
62,1,0,1,0,-2.191801156,-2.191801156,-1,0,1,0
62,1.5,0,1,0,-1.461200771,-2.191801156,-1,0,1,0
62,2,0,1,0,-1.095900578,-2.191801156,-1,0,1,0
62,3,6,1,1,-0.02699423689,-0.08098271068,-1,0,0,0
62,4,12,1,1,-0.02024567767,-0.08098271068,-1,0,0,0
63,0.5,0,1,0,2.264108452,1.132054226,-1,1,1,0
63,1,4,1,0,1.132054226,1.132054226,-1,1,0,0
63,1.5,5,1,0,0.7547028172,1.132054226,-1,0,0,0
63,2,8,1,0,0.5660271129,1.132054226,-1,0,0,0
63,3,11,1,0,0.3773514086,1.132054226,-1,0,0,0
63,4,32,1,0,0.2830135564,1.132054226,-1,0,0,0
64,0.5,0,1,0,-2.099353813,-1.049676906,-1,0,1,0
64,1,0,1,0,-1.049676906,-1.049676906,-1,0,1,0
64,1.5,9,1,4,-0.1742957936,-0.2614436904,-1,0,0,0
64,2,20,1,17,0.3960676803,0.7921353606,-1,0,0,0.5
64,3,34,1,17,0.2640451202,0.7921353606,-1,0,0,0.5
64,4,240,0,233,4.970356727,19.88142691,4.808417725,1,0,0.6096256684
65,0.5,0,1,0,0.492487578,0.246243789,-1,0,1,0
65,1,13,1,1,1.174703977,1.174703977,-1,1,0,1
65,1.5,23,1,1,0.7831359845,1.174703977,-1,0,0,1
65,2,240,0,212,11.42611549,22.85223098,11.20812918,1,0,0.6
65,3,240,0,212,7.617410327,22.85223098,7.47208612,1,0,0.6
65,4,240,0,212,5.713057745,22.85223098,5.60406459,1,0,0.6
66,0.5,0,1,0,-0.1768058754,-0.08840293768,-1,0,1,0
66,1,17,1,16,0.8221473204,0.8221473204,-1,0,0,0.375
66,1.5,17,1,16,0.5480982136,0.8221473204,-1,0,0,0.375
66,2,17,1,16,0.4110736602,0.8221473204,-1,0,0,0.375
