X,capture_ratio,mean_realised_R,mean_peak_R
0.5,0.04704289634426611,0.187096148757313,3.9771392345428467
1.0,0.038844065892246406,0.15448825848922076,3.9771392345428467
1.5,0.029867415550121557,0.11878687021878356,3.9771392345428467
2.0,0.02067409841857169,0.08222376795930168,3.9771392345428467
