feature,importance,importance_std,fold,classifier,cluster_id
w1_close_slope_sign,-1.969667126255903e-05,0.0007670329910821671,2,lgbm,1
atr_14,0.00022651171951946215,0.00030450314819263565,3,lgbm,1
atr_percentile_100,-0.0006302934804017335,0.00035151798892209897,3,lgbm,1
atr_vs_trailing_100,-9.848335631272853e-05,0.00034115635366730856,3,lgbm,1
d1_atr_percentile_100,0.001516643687216912,0.0004506622489126289,3,lgbm,1
d1_close_slope_magnitude,0.0006696868229269625,0.0008290169590598865,3,lgbm,1
d1_close_slope_sign,0.0002560567264132896,0.00012221463114035137,3,lgbm,1
day_of_week,0.0004825684459327073,0.0004159683293665904,3,lgbm,1
distance_to_round_number,0.0003249950758322351,0.0002079841646833007,3,lgbm,1
hour_of_day,0.00044317510340756704,0.0002510842778015094,3,lgbm,1
kijun_26_distance,0.0007780185148710261,0.0003257403074362881,3,lgbm,1
prior_session_high_distance,0.0012507386251723984,0.0002761048999187718,3,lgbm,1
prior_session_low_distance,-0.0007189285010832825,0.00038471587521420015,3,lgbm,1
range_close_ratio,-0.0003545400827259515,0.0003166818040341522,3,lgbm,1
session_dead,4.924167815640867e-05,6.228634351328849e-05,3,lgbm,1
session_ldn_ny_overlap,2.9545006893849646e-05,3.939334252512361e-05,3,lgbm,1
session_london,-8.863502068146012e-05,9.548315653763556e-05,3,lgbm,1
session_ny,-3.9393342525073646e-05,3.684909776216446e-05,3,lgbm,1
session_tokyo,-2.9545006893805238e-05,3.939334252507365e-05,3,lgbm,1
spread_percentile_100,-0.00011818002757526535,0.00036796418539038726,3,lgbm,1
spread_vs_trailing_100,0.0001378766988379132,0.00029115118178244177,3,lgbm,1
swing_high_distance_14,0.0004628717746701039,0.00030290637185796963,3,lgbm,1
swing_low_distance_14,0.0008272601930274126,0.0002460113452195732,3,lgbm,1
w1_close_slope_sign,0.0009158952137089393,0.0005696732268654532,3,lgbm,1
atr_14,0.0019007287768367353,0.00031545435056228125,4,lgbm,1
atr_percentile_100,0.0008371085286587032,0.00048447405460899396,4,lgbm,1
atr_vs_trailing_100,0.0005219617884578032,0.00033046999676111897,4,lgbm,1
d1_atr_percentile_100,0.0009454402206027668,0.0002844106574393101,4,lgbm,1
d1_close_slope_magnitude,0.002107543825093594,0.0005961294445704506,4,lgbm,1
d1_close_slope_sign,0.00031514674020094446,0.00020086742224118334,4,lgbm,1
day_of_week,0.0012211936182785488,0.0002809797639883329,4,lgbm,1
distance_to_round_number,-8.863502068146012e-05,0.00017998490134426656,4,lgbm,1
hour_of_day,0.0003348434114635257,0.0002499227406036811,4,lgbm,1
kijun_26_distance,0.0008371085286587032,0.0003236493347479763,4,lgbm,1
prior_session_high_distance,0.0025211739216072894,0.00032722567905922893,4,lgbm,1
prior_session_low_distance,0.0007977151861335852,0.0002420367486201243,4,lgbm,1
range_close_ratio,0.00017727004136303126,0.00014805294837869304,4,lgbm,1
session_dead,3.939334252516247e-05,8.471858643925131e-05,4,lgbm,1
session_ldn_ny_overlap,1.9696671262581235e-05,5.021685556029665e-05,4,lgbm,1
session_london,3.9393342525140264e-05,3.684909776221194e-05,4,lgbm,1
session_ny,1.9696671262581235e-05,2.412339711233246e-05,4,lgbm,1
session_tokyo,0.0,0.0,4,lgbm,1
spread_percentile_100,4.924167815643088e-05,0.0001357499384685121,4,lgbm,1
spread_vs_trailing_100,0.0005909001378767486,0.00041433295189996933,4,lgbm,1
swing_high_distance_14,0.0012802836320662037,0.00011652707865075651,4,lgbm,1
