cluster,sl_atr,n_trades,size_fraction,mono_pre_peak_centroid,local_peaks_centroid,fwd_mfe_h240_p25,fwd_mfe_h240_p50,fwd_mfe_h240_p75,fwd_mfe_h240_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,frac_wrong_way_all_time,cap_binding_rate,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,shape_tag,shape_dip_p,shape_p95_over_p50,local_peaks_status,composite
c3,0.5,50,0.05938242280285035,0.3482273329192128,0.78,0.5065770204401459,0.9788567298707036,2.202393804479017,6.700417921518244,0.48,0.28,0.52,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,heavy_right_tail,0.7683889580840753,6.845146707428059,PASS,
c3,1.0,50,0.05938242280285035,0.40651619703416386,1.48,0.3849689388358113,0.6506005376541183,1.4629056408328305,3.898053180666831,0.38,0.18,0.18,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,heavy_right_tail,0.9951584684241088,5.991469350336089,PASS,
c3,1.5,50,0.05938242280285035,0.5780648376125074,2.66,0.4736694131408502,0.9035548820774104,1.4936607055113853,2.914421701747494,0.42,0.16,0.1,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,heavy_right_tail,0.9923868321393226,3.225506009161053,PASS,
c3,2.0,50,0.05938242280285035,0.5806739605157479,3.64,0.597259194021238,0.9097116848053414,1.557485790828042,2.9154483047480886,0.46,0.12,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,heavy_right_tail,0.9332356073084347,3.2048047237866704,PASS,
c3,3.0,50,0.05938242280285035,0.5806739605157479,3.64,0.39817279601415867,0.6064744565368942,1.038323860552028,1.9436322031653923,0.26,0.06,0.0,0.04,0.96,-0.6229846391923399,-27.149758722149798,-0.7211491091557795,-0.6222034462009822,-0.5211123369821347,heavy_right_tail,0.9332356073084345,3.2048047237866704,PASS,
c3,4.0,50,0.05938242280285035,0.5806739605157479,3.64,0.298629597010619,0.4548558424026707,0.778742895414021,1.4577241523740443,0.12,0.02,0.0,0.0,1.0,-0.45621091786423634,-27.01888099210434,-0.5404677444147119,-0.46366328496148684,-0.3879380178044487,heavy_right_tail,0.9332356073084347,3.2048047237866704,PASS,
