cluster_or_archetype,selected_sl_atr,n_trades,fwd_mfe_p25_R_candidate,fwd_mfe_p50_R_candidate,fwd_mfe_p75_R_candidate,fwd_mfe_p95_R_candidate,frac_reach_1R,frac_reach_2R,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,cap_binding_rate,shape_tag,shape_dip_p,shape_p95_over_p50,shape_mode_locations,shape_mode_masses,shape_mode_separation
c1,2.0,365,0.942219563488171,1.702810130716996,3.19139876297934,5.4566298378284905,0.7424657534246575,0.4191780821917808,-0.7420402881716249,-15.638102187630846,-1.0,-1.0,-1.0,0.09041095890410959,heavy_right_tail,0.9066646286478119,3.2044851856330494,,,
