cluster_id,classifier,n_positives,n_total,mean_auc,oos_auc,auc_best_threshold,auc_best_precision,auc_best_recall,auc_best_n_admit,f1_best_threshold,f1_best_precision,f1_best_recall,f1_best_n_admit
1,rf,1528,3301,0.5141259190260767,0.49490051395767587,0.49999999999999994,0.46476510067114096,0.21489526764934058,596,0.05,0.4687272727272727,1.0,2750
1,logistic,1528,3301,0.49760780061607746,0.4955695775712885,0.49999999999999994,0.472,0.45771916214119474,1250,0.10999999999999999,0.46902332361516036,0.9984484096198604,2744
1,lgbm,1528,3301,0.5180377740164911,0.5058869632954888,0.49999999999999994,0.46955245781364635,0.4965089216446858,1363,0.07,0.46987951807228917,0.9984484096198604,2739
