sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.3236189648,0.01153673835,0,0.1841973507,0.4934006774,0.9937439852,2.100474193,0.248655914,0.06317204301,0.6706989247,unclassified,0,0.007892519041,0.9934555957,0.248655914,0.2467003387,1,0,0,0,0,1,1,0,-1.360506272,0
1,1,0.3236189648,0.01422491039,0,0.1065260766,0.2826480126,0.5521461414,1.212401294,0.07795698925,0.01747311828,0.3064516129,unclassified,0,0.008216984004,0.9921741243,0.07795698925,0.2826480126,1,0,0,0,0,1,1,0,-1.164269713,0
1.5,1.5,0.3236189648,0.01422491039,0.001351810825,0.08054894073,0.2062123382,0.4013494556,0.8347247948,0.03360215054,0.002688172043,0.1424731183,unclassified,0,0.009644533209,0.958425055,0.03360215054,0.3093185073,1,0,0,0,1,1,1,0,-1.044646057,0
2,2,0.3236189648,0.01422491039,0.002506176581,0.06490020068,0.1666517598,0.3071059614,0.6273213634,0.0188172043,0,0.0685483871,unclassified,0,0.009587634598,0.9609981508,0.0188172043,0.3333035196,1,0,0,0,1,1,1,0,-0.9855062724,0
3,3,0.3236189648,0.1848462798,0.006265787258,0.07963850583,0.1958552047,0.6273129629,3.867784656,0.185483871,0.126344086,0.01209677419,heavy_right_tail,0,0.008167759558,0.9923685358,0.1155913978,0.587565614,1,0,0,0,1,1,1,0,-0.5917666235,0
4,4,0.3236189648,0.275724126,0.01129541655,0.08783318699,0.2309774209,1.163569819,3.283468998,0.2661290323,0.1505376344,0,heavy_right_tail,0,0.007894766907,0.9934467177,0.1518817204,0.9239096836,1,0,0,0,1,1,1,0,-0.4081468418,0
