pair,bar_time,L1_value,L0_value,L1_age_d1_bars,L0_age_d1_bars,L1_to_atr_proximity,reject_buffer_atr,upper_fraction,fired_signal
USD_JPY,2021-12-17 16:00:00,113.222,112.53,5,13,0.2275501869,1.612135222,0.9808743169,1
AUD_JPY,2021-12-20 12:00:00,80.477,78.783,4,11,0.03833991449,0.9092036864,0.8641304348,1
AUD_USD,2021-12-20 12:00:00,0.70901,0.69932,4,11,0.07275679489,1.076034703,0.9492753623,1
NZD_JPY,2021-12-21 04:00:00,76.44,75.961,5,12,-0.2811456494,0.2175531811,0.949044586,1
NZD_CHF,2021-12-21 08:00:00,0.62026,0.6173,5,11,-0.5723569402,0.3539000928,0.868852459,1
NZD_JPY,2021-12-21 08:00:00,76.44,75.961,5,12,-0.1102070905,0.7547515896,0.8409090909,0
USD_CHF,2021-12-23 20:00:00,0.91746,0.91574,4,17,0.01409349882,0.3429418047,0.6862745098,1
EUR_NZD,2021-12-24 00:00:00,1.65485,1.60625,6,26,-0.01121036561,1.169614812,0.8741355463,1
EUR_GBP,2021-12-24 04:00:00,0.84536,0.83804,6,24,-0.5055293992,0.305424012,0.9277108434,1
USD_CHF,2021-12-24 12:00:00,0.91746,0.91574,5,18,-0.2496884122,0.6021896999,0.6516853933,0
EUR_NZD,2021-12-24 20:00:00,1.65485,1.60625,6,26,-0.1052776767,0.9719385513,0.8734756098,0
EUR_NZD,2021-12-27 00:00:00,1.65485,1.60625,7,27,-0.459656243,0.9032779658,0.8112407211,0
USD_CHF,2021-12-27 00:00:00,0.91746,0.91574,6,19,-0.1775338372,0.8978139767,0.8653061224,0
USD_CHF,2021-12-28 00:00:00,0.91746,0.91574,7,20,-0.3593546265,0.1768252924,0.8468468468,0
USD_CHF,2021-12-29 08:00:00,0.91746,0.91574,8,21,-0.1924023177,1.092348642,0.8589211618,1
EUR_CHF,2021-12-30 00:00:00,1.03789,1.03667,7,18,-0.6993883682,0.2463754479,0.952,1
EUR_NZD,2021-12-30 04:00:00,1.65485,1.60625,10,30,0.2253274177,0.5447235631,0.6606334842,1
USD_CHF,2021-12-30 08:00:00,0.91746,0.91574,9,22,-0.839118052,0.2244774407,0.8923766816,0
EUR_NZD,2021-12-30 16:00:00,1.65485,1.60625,10,30,-0.4293886179,0.3965272441,0.7887029289,0
EUR_CHF,2022-01-03 12:00:00,1.03789,1.03667,9,20,-1.659115284,0.2635417779,0.9553571429,0
USD_CHF,2022-01-03 16:00:00,0.91746,0.91574,11,24,-1.099640953,0.6382531406,0.8354898336,1
EUR_CHF,2022-01-03 20:00:00,1.03789,1.03667,9,20,-0.4255053683,0.2217422342,1,0
EUR_USD,2022-01-05 00:00:00,1.12732,1.12217,5,15,0.1254813368,0.4753080939,0.7603305785,1
EUR_CHF,2022-01-05 16:00:00,1.03789,1.03667,11,22,-0.7674302217,0.6569202698,0.9957081545,1
USD_CHF,2022-01-06 04:00:00,0.91746,0.91574,14,27,-0.2526717332,0.1470090084,0.6304347826,0
USD_CHF,2022-01-06 16:00:00,0.91746,0.91574,14,27,-0.2820040452,1.288541561,0.9305912596,0
AUD_NZD,2022-01-10 00:00:00,1.05774,1.03501,4,25,-0.2344485415,1.660677169,0.9748743719,1
USD_CAD,2022-01-10 12:00:00,1.26203,1.26078,6,23,-0.273529947,1.226654917,0.9333333333,1
CHF_JPY,2022-01-12 12:00:00,125.264,122.665,6,17,-1.198506911,0.2172930377,0.972027972,1
GBP_CAD,2022-01-12 12:00:00,1.70787,1.66387,7,25,0.0517143183,1.086000684,0.826446281,1
CHF_JPY,2022-01-13 08:00:00,125.264,122.665,7,18,-0.1449436152,0.822470747,0.8516320475,0
CHF_JPY,2022-01-13 20:00:00,125.264,122.665,7,18,-0.238133697,0.2116743974,0.8292682927,0
GBP_JPY,2022-01-14 04:00:00,155.94,149.523,4,19,0.1412017674,0.5169806646,0.6734693878,1
GBP_JPY,2022-01-14 08:00:00,155.94,149.523,4,19,0.1201202398,1.140009068,0.9594882729,0
AUD_JPY,2022-01-14 20:00:00,82.326,80.268,4,19,-0.6862393602,0.2325748459,0.8743169399,1
EUR_JPY,2022-01-14 20:00:00,130.159,127.514,4,19,-0.2364703811,0.5854083825,0.8482142857,1
GBP_JPY,2022-01-14 20:00:00,155.94,149.523,4,19,-0.3363538047,0.583428513,0.868627451,0
NZD_JPY,2022-01-14 20:00:00,77.579,76.023,4,19,-0.2999209072,0.6578910222,0.9834437086,1
EUR_JPY,2022-01-17 00:00:00,130.159,127.514,5,20,0.1673894045,1.139979565,0.9825072886,0
GBP_JPY,2022-01-17 00:00:00,155.94,149.523,5,20,-0.02870842512,1.049908119,0.9293286219,0
NZD_JPY,2022-01-18 12:00:00,77.579,76.023,6,21,-0.02150878761,0.4803629232,0.7106598985,0
AUD_JPY,2022-01-19 08:00:00,82.326,80.268,7,22,-0.7148162278,0.4928641571,0.9840425532,0
NZD_JPY,2022-01-19 08:00:00,77.579,76.023,7,22,-0.186632744,0.7359668584,0.9776119403,0
EUR_AUD,2022-01-19 20:00:00,1.56818,1.55608,4,13,0.1404322154,1.036857857,0.8183760684,1
AUD_JPY,2022-01-20 00:00:00,82.326,80.268,8,23,0.1913222248,1.06037911,0.6836734694,0
EUR_AUD,2022-01-20 04:00:00,1.56818,1.55608,5,14,-0.07791058411,0.5987984893,0.8128342246,0
GBP_AUD,2022-01-20 20:00:00,1.87833,1.84771,5,20,-0.2673771015,0.7227537274,0.879406308,1
EUR_AUD,2022-01-21 00:00:00,1.56818,1.55608,6,15,-0.9088713977,0.7110351667,0.8068292683,0
AUD_CHF,2022-01-21 12:00:00,0.65636,0.65356,11,23,-0.3241517066,0.4964855253,0.8968609865,1
AUD_USD,2022-01-24 00:00:00,0.717,0.71295,4,11,0,0.4761266965,0.7028571429,1
CAD_CHF,2022-01-24 00:00:00,0.72645,0.71691,5,12,-1.263139044,0.1293316427,0.96996997,1
CAD_JPY,2022-01-24 00:00:00,90.542,87.437,6,25,-0.6929434618,0.2932789755,0.9146666667,1
USD_JPY,2022-01-24 12:00:00,113.48,113.138,6,26,-0.03910180122,0.9313338108,0.7541436464,1
GBP_CHF,2022-01-24 20:00:00,1.22846,1.21333,16,24,0.01777293623,1.232256912,0.8232931727,1
GBP_CHF,2022-01-25 00:00:00,1.22846,1.21333,17,25,0.1235455892,1.488293377,0.9814049587,0
AUD_CHF,2022-01-25 08:00:00,0.65636,0.65356,13,25,-0.9814680245,0.2726300068,0.9269521411,0
CAD_CHF,2022-01-25 08:00:00,0.72645,0.71691,6,13,-0.8090154769,0.3541772825,0.8739495798,0
AUD_CHF,2022-01-25 16:00:00,0.65636,0.65356,13,25,-0.8429241503,0.1404873584,0.7616580311,0
CAD_CHF,2022-01-25 16:00:00,0.72645,0.71691,6,13,-0.630255644,0.571627212,0.824120603,0
AUD_CHF,2022-01-26 00:00:00,0.65636,0.65356,14,26,-0.630389013,0.2980643703,0.981884058,0
CAD_CHF,2022-01-26 00:00:00,0.72645,0.71691,7,14,-0.5677022558,0.4651495902,1,0
AUD_CHF,2022-01-26 08:00:00,0.65636,0.65356,14,26,0.109342974,1.17102798,0.9261538462,0
CAD_JPY,2022-01-26 08:00:00,90.542,87.437,8,27,-0.6094907621,0.5843282994,0.9384615385,0
AUD_CHF,2022-01-27 08:00:00,0.65636,0.65356,15,27,-1.060718643,0.4343895393,0.9589632829,1
CAD_CHF,2022-01-27 08:00:00,0.72645,0.71691,8,15,0.06190801916,1.864119244,0.9632352941,1
CAD_JPY,2022-01-27 08:00:00,90.542,87.437,9,28,-1.070176946,0.5510064367,0.9622093023,1
AUD_CHF,2022-01-27 12:00:00,0.65636,0.65356,15,27,0.05717593815,1.039256758,0.9668874172,0
CAD_JPY,2022-01-27 12:00:00,90.542,87.437,9,28,0.06221724555,1.186913607,0.8671586716,0
GBP_AUD,2022-02-11 00:00:00,1.89196,1.87606,7,16,-0.3415588349,0.5098390414,0.6316440049,1
GBP_AUD,2022-02-11 20:00:00,1.89196,1.87606,7,16,0.2067570364,1.133217955,0.6408296943,0
CAD_JPY,2022-02-14 12:00:00,89.947,89.566,8,15,0.2390755326,1.646361054,0.8505747126,1
EUR_AUD,2022-02-17 20:00:00,1.57735,1.55869,11,20,0.05264086909,0.6404639072,0.6961038961,1
EUR_AUD,2022-02-18 16:00:00,1.57735,1.55869,12,21,-0.7714217195,0.4420267704,0.7919556172,0
AUD_NZD,2022-02-21 00:00:00,1.07143,1.06658,6,10,-0.7095968186,0.7048344238,0.8413597734,1
CAD_JPY,2022-02-21 00:00:00,90.021,89.947,5,13,0.0154716551,0.8447523684,0.7723342939,1
EUR_CHF,2022-02-21 00:00:00,1.04396,1.02999,5,20,-0.8470382117,0.4691927349,0.9378698225,1
EUR_JPY,2022-02-21 00:00:00,130.046,128.296,5,15,-0.1731624858,1.209888537,0.912462908,1
CAD_CHF,2022-02-21 04:00:00,0.72289,0.72248,5,11,-0.352619506,0.2126088198,0.981981982,1
EUR_NZD,2022-02-21 16:00:00,1.68401,1.66556,17,23,-0.02205088171,0.6725518922,0.8097686375,1
GBP_NZD,2022-02-21 16:00:00,2.02209,1.99368,8,27,-0.1179963437,0.8511211674,0.9175824176,1
AUD_NZD,2022-02-22 00:00:00,1.07143,1.06658,7,11,0.05961250542,0.7252854827,0.600896861,0
CAD_JPY,2022-02-22 08:00:00,90.021,89.947,6,14,-0.7623790252,0.1456991026,0.6854219949,0
EUR_NZD,2022-02-22 08:00:00,1.68401,1.66556,18,24,-0.2937811194,0.4664616247,0.70625,0
GBP_CHF,2022-02-22 08:00:00,1.2472,1.22792,6,21,-1.339222854,0.1380973206,0.8098591549,1
USD_CHF,2022-02-22 08:00:00,0.91771,0.91076,13,22,-1.297014145,0.4389894029,0.8992248062,1
CAD_JPY,2022-02-22 12:00:00,90.021,89.947,6,14,0.1442057515,1.425670497,0.900921659,0
EUR_JPY,2022-02-22 12:00:00,130.046,128.296,6,16,-0.2657860847,1.079755969,0.7854545455,0
USD_CHF,2022-02-22 12:00:00,0.91771,0.91076,13,22,-0.0248140237,1.022337776,0.9813953488,0
GBP_CHF,2022-02-22 16:00:00,1.2472,1.22792,6,21,-0.3998143439,1.359931888,0.7891414141,0
AUD_NZD,2022-02-22 20:00:00,1.07143,1.06658,7,11,-0.674474005,0.2248246683,0.7932489451,0
CAD_JPY,2022-02-23 00:00:00,90.021,89.947,7,15,0.0485772769,0.6412200551,0.9104477612,0
CAD_CHF,2022-02-23 08:00:00,0.72289,0.72248,7,13,-0.3824112831,0.5620985125,0.6119402985,0
EUR_CHF,2022-02-23 08:00:00,1.04396,1.02999,7,22,-0.6057260894,0.4212233151,0.7356608479,0
EUR_JPY,2022-02-23 08:00:00,130.046,128.296,7,17,0.1949887367,1.39151053,0.9358752166,0
CAD_CHF,2022-02-23 12:00:00,0.72289,0.72248,7,13,-0.0319159039,0.6702339818,0.6184738956,0
CAD_JPY,2022-02-24 00:00:00,90.021,89.947,8,16,0.09861395777,0.9511475282,0.8348909657,0
USD_CHF,2022-02-24 00:00:00,0.91771,0.91076,15,24,-0.2515922056,0.6155979498,0.8950276243,0
USD_CHF,2022-02-24 08:00:00,0.91771,0.91076,15,24,-0.03425809348,1.908665208,0.9497607656,0
AUD_NZD,2022-02-24 16:00:00,1.07143,1.06658,9,13,-0.8023650839,0.3364756803,0.8949152542,1
GBP_CAD,2022-02-24 16:00:00,1.71542,1.71274,6,12,-1.429765303,0.1766180669,0.8545861298,1
GBP_CAD,2022-02-25 04:00:00,1.71542,1.71274,7,13,-0.5154988764,0.3562030863,0.9270588235,0
AUD_NZD,2022-02-25 08:00:00,1.07143,1.06658,10,14,-0.2725283744,0.7053675573,0.850174216,0
CAD_CHF,2022-02-25 08:00:00,0.72289,0.72248,9,15,-0.3968897491,0.192043427,0.8165680473,1
CAD_CHF,2022-02-25 12:00:00,0.72289,0.72248,9,15,-0.07268141932,1.603029082,0.9857482185,0
CAD_JPY,2022-02-25 12:00:00,90.021,89.947,9,17,-0.0503881775,1.471865185,0.9811965812,1
EUR_JPY,2022-02-25 16:00:00,130.046,128.296,9,19,-0.8094822759,0.1099296918,0.8202080238,1
EUR_JPY,2022-02-25 20:00:00,130.046,128.296,9,19,0.04188487586,0.3054105531,0.6958525346,0
AUD_NZD,2022-02-28 00:00:00,1.07143,1.06658,11,15,-0.0319524055,1.230167612,0.8826815642,0
AUD_NZD,2022-02-28 12:00:00,1.07143,1.06658,11,15,-0.07944338046,0.8404273407,0.990990991,0
AUD_NZD,2022-03-01 00:00:00,1.07143,1.06658,12,16,-0.08640102673,0.9504112941,0.9198606272,0
USD_CAD,2022-03-01 00:00:00,1.26639,1.26362,9,13,0.02595225646,0.2524446764,0.8205128205,1
USD_CAD,2022-03-01 04:00:00,1.26639,1.26362,9,13,0.09122740739,0.4018937136,0.75,0
USD_CAD,2022-03-01 16:00:00,1.26639,1.26362,9,13,-0.2242842856,1.492816912,0.9518716578,0
USD_CAD,2022-03-03 16:00:00,1.26639,1.26362,11,15,-0.9427624985,0.3532182946,0.7727272727,0
EUR_GBP,2022-03-08 12:00:00,0.83051,0.82846,10,23,-0.8252812323,0.7871379821,0.9748427673,1
EUR_GBP,2022-03-08 16:00:00,0.83051,0.82846,10,23,-0.6956878468,0.8456755936,0.7570532915,0
EUR_GBP,2022-03-09 00:00:00,0.83051,0.82846,11,24,0.1873208262,0.6121377,0.7743902439,0
AUD_USD,2022-03-14 08:00:00,0.72454,0.70946,4,12,-0.3769201533,0.3570822505,0.8473282443,1
AUD_USD,2022-03-16 12:00:00,0.72454,0.70946,6,14,-0.5835199432,0.6213698855,0.9116945107,0
AUD_USD,2022-03-16 20:00:00,0.72454,0.70946,6,14,-1.10292752,1.144810844,0.8836443469,0
GBP_AUD,2022-03-18 08:00:00,1.77698,1.77321,5,9,-0.04284782554,0.661080737,0.8778625954,1
GBP_AUD,2022-03-21 04:00:00,1.77698,1.77321,6,10,-0.3284642919,0.1320629627,0.6476190476,0
GBP_AUD,2022-03-21 08:00:00,1.77698,1.77321,6,10,-0.008563575483,0.7142021953,0.8508064516,0
EUR_CAD,2022-03-22 08:00:00,1.38578,1.37623,7,11,-0.9070791681,0.2440571753,0.6919315403,1
EUR_CAD,2022-03-22 12:00:00,1.38578,1.37623,7,11,-0.4301823042,0.6281065568,0.9703703704,0
GBP_AUD,2022-03-22 12:00:00,1.77698,1.77321,7,11,-0.1156000308,0.7893314604,0.9382022472,0
GBP_AUD,2022-03-23 00:00:00,1.77698,1.77321,8,12,-0.445517288,0.5047998303,0.735744089,0
EUR_CAD,2022-03-23 04:00:00,1.38578,1.37623,8,12,0.04471580498,0.5008170157,0.8031496063,0
GBP_AUD,2022-03-23 04:00:00,1.77698,1.77321,8,12,0.04720815785,0.6118903537,0.6561181435,0
GBP_CHF,2022-03-25 12:00:00,1.22191,1.21045,4,14,-0.4345973404,0.7989304402,0.9733059548,1
EUR_USD,2022-03-28 08:00:00,1.0961,1.0806,4,15,-0.5216199638,0.9478216415,0.8461538462,1
EUR_USD,2022-03-28 16:00:00,1.0961,1.0806,4,15,-0.4274584542,0.9825607523,0.8962264151,0
EUR_CAD,2022-03-29 12:00:00,1.38578,1.37623,12,16,-2.30347282,0.8067545213,0.9120126449,1
NZD_CAD,2022-03-29 12:00:00,0.86099,0.85038,9,21,-0.2324553069,0.7617381595,0.7183462532,1
EUR_CAD,2022-03-30 00:00:00,1.38578,1.37623,13,17,-0.3246464712,0.2968196308,0.9383753501,0
EUR_CAD,2022-03-30 08:00:00,1.38578,1.37623,13,17,0.1415354467,1.245129402,0.9829642249,0
CAD_CHF,2022-03-31 04:00:00,0.7383,0.71773,4,18,-0.1521320916,0.2205915329,0.7716535433,1
CAD_CHF,2022-03-31 12:00:00,0.7383,0.71773,4,18,-0.5045980101,0.4352639323,0.850174216,0
CAD_CHF,2022-04-01 00:00:00,0.7383,0.71773,5,19,-0.3993569282,0.3765365323,0.8535564854,0
CAD_CHF,2022-04-01 20:00:00,0.7383,0.71773,5,19,0.0912481277,0.5990637949,0.8101265823,0
EUR_NZD,2022-04-04 20:00:00,1.57498,1.56405,5,20,0.09665947929,0.6282866154,0.7955112219,1
GBP_USD,2022-04-06 08:00:00,1.30509,1.29997,6,17,-0.1706455092,1.436524923,0.9700374532,1
EUR_CHF,2022-04-06 12:00:00,1.0197,0.99741,8,22,-0.8335443845,0.227681105,0.9717314488,1
EUR_NZD,2022-04-07 00:00:00,1.57498,1.56405,8,23,-0.3976066869,0.6250256631,0.9017264276,0
GBP_USD,2022-04-07 00:00:00,1.30509,1.29997,7,18,0.1345584081,0.7744583932,0.8262548263,0
EUR_NZD,2022-04-07 12:00:00,1.57498,1.56405,8,23,0.2219188562,1.194489414,0.7479954181,0
GBP_USD,2022-04-07 20:00:00,1.30509,1.29997,7,18,0.1136924021,0.7263681244,0.8818181818,0
EUR_NZD,2022-04-08 00:00:00,1.57498,1.56405,9,24,-0.1792087542,0.5638896145,0.7950413223,0
NZD_USD,2022-04-08 04:00:00,0.68758,0.67284,8,18,-0.1562370389,0.3124740778,0.8391608392,1
EUR_NZD,2022-04-08 08:00:00,1.57498,1.56405,9,24,0.123682738,1.436265794,0.9041533546,1
AUD_USD,2022-04-08 16:00:00,0.7456,0.71652,8,18,-1.069745897,0.1620827117,0.9218328841,1
NZD_CHF,2022-04-11 04:00:00,0.63766,0.63225,6,19,0.1119266802,0.9312299792,0.9838709677,1
AUD_USD,2022-04-12 12:00:00,0.7456,0.71652,10,20,-1.0906925,0.8189018122,0.9376083189,0
NZD_CHF,2022-04-12 12:00:00,0.63766,0.63225,7,20,-0.2921060769,0.6435462006,0.8760683761,0
NZD_CHF,2022-04-13 00:00:00,0.63766,0.63225,8,21,-0.05718331033,0.7389843181,0.6510791367,0
GBP_USD,2022-04-13 16:00:00,1.30509,1.29997,11,22,-1.538348361,1.128650774,0.9139492754,1
EUR_GBP,2022-04-14 04:00:00,0.82957,0.82028,16,28,-0.03730644485,0.6031208584,0.8879310345,1
EUR_CHF,2022-04-14 08:00:00,1.0197,0.99741,14,28,-0.8240660731,0.19824231,0.9633699634,1
NZD_CHF,2022-04-14 12:00:00,0.63766,0.63225,9,22,-0.2414186521,0.4313874276,0.6589147287,1
EUR_CHF,2022-04-14 16:00:00,1.0197,0.99741,14,28,-1.879490749,0.1560587987,0.9884678748,0
GBP_USD,2022-04-15 04:00:00,1.30509,1.29997,13,24,-0.1733318393,0.459466939,0.9019607843,0
GBP_USD,2022-04-15 12:00:00,1.30509,1.29997,13,24,0.1427816839,0.4341728754,0.6369426752,0
NZD_CHF,2022-04-15 16:00:00,0.63766,0.63225,10,23,0.008175601103,0.5436774734,0.6822916667,0
USD_CAD,2022-04-21 16:00:00,1.2521,1.24028,5,12,-1.3828874,0.8473863218,0.9607097592,1
NZD_JPY,2022-04-25 12:00:00,84.706,84.245,10,17,-0.6061457123,0.1260087861,0.6594911937,1
AUD_NZD,2022-04-25 16:00:00,1.08246,1.0755,8,18,-0.01067428246,0.5692950644,0.8316326531,1
AUD_CHF,2022-04-26 04:00:00,0.68973,0.68882,10,17,-0.6900113008,0.8494805792,0.9227941176,1
AUD_JPY,2022-04-26 04:00:00,92.398,90.763,11,18,-1.493175785,0.2517165601,0.967711301,1
NZD_JPY,2022-04-26 04:00:00,84.706,84.245,11,18,-0.6978636722,0.7670569542,0.9827586207,0
GBP_NZD,2022-04-26 20:00:00,1.91477,1.88497,4,9,-0.3680473269,0.1159993521,0.7806004619,1
GBP_CHF,2022-04-27 00:00:00,1.21037,1.2096,10,18,-0.5918779837,0.1740817599,0.9348441926,1
GBP_NZD,2022-04-27 00:00:00,1.91477,1.88497,5,10,-0.3744877814,0.1194232689,0.8014354067,0
AUD_CHF,2022-04-27 04:00:00,0.68973,0.68882,11,18,-0.9515850624,0.5182478648,0.9901380671,0
GBP_CHF,2022-04-27 04:00:00,1.21037,1.2096,10,18,-0.03625179541,0.2730968587,0.6666666667,0
GBP_CHF,2022-04-27 12:00:00,1.21037,1.2096,10,18,0.0698369573,1.148697539,0.9655172414,0
AUD_CHF,2022-04-27 16:00:00,0.68973,0.68882,11,18,-0.2729033427,0.4959211282,0.7119565217,0
AUD_CHF,2022-04-28 00:00:00,0.68973,0.68882,12,19,-0.6157938623,0.1056509078,0.7810457516,0
GBP_CHF,2022-04-28 00:00:00,1.21037,1.2096,11,19,-0.04880132337,1.078276859,0.9082397004,0
GBP_NZD,2022-04-28 00:00:00,1.91477,1.88497,6,11,0.04168918547,0.6298044805,0.7221206581,0
AUD_CHF,2022-04-28 08:00:00,0.68973,0.68882,12,19,-0.6070145785,0.9596611432,0.8630573248,0
AUD_JPY,2022-04-28 08:00:00,92.398,90.763,13,20,-0.7465987347,1.467051988,0.9298352654,0
NZD_JPY,2022-04-28 08:00:00,84.706,84.245,13,20,-1.20684375,1.018554606,0.8953823954,0
AUD_JPY,2022-04-28 16:00:00,92.398,90.763,13,20,0.04768925442,0.8485882036,0.9516666667,0
NZD_JPY,2022-04-28 16:00:00,84.706,84.245,13,20,-0.4800315482,0.6282518158,0.9577874818,0
GBP_CHF,2022-04-29 00:00:00,1.21037,1.2096,12,20,-0.2982313354,0.4371024153,0.8411458333,0
GBP_NZD,2022-04-29 00:00:00,1.91477,1.88497,7,12,0.1252854924,0.8684562539,0.8338658147,0
NZD_JPY,2022-04-29 04:00:00,84.706,84.245,14,21,0.1821022937,0.5444295379,0.8894009217,1
GBP_AUD,2022-04-29 08:00:00,1.74912,1.7174,7,18,-0.4638802583,1.057248564,0.942680776,1
GBP_NZD,2022-04-29 08:00:00,1.91477,1.88497,7,12,0.1604626549,1.38168286,0.8349514563,0
GBP_AUD,2022-04-29 16:00:00,1.74912,1.7174,7,18,0.1234700123,3.130677139,0.976860779,0
CHF_JPY,2022-05-04 20:00:00,131.922,130.783,5,25,0.1721181662,1.690807868,0.768442623,1
CHF_JPY,2022-05-05 20:00:00,131.922,130.783,6,26,-0.1403281133,0.3972669123,0.7472527473,0
GBP_AUD,2022-05-09 00:00:00,1.74912,1.7174,13,24,-0.6344586638,0.5828300203,0.9610507246,1
CHF_JPY,2022-05-09 08:00:00,131.922,130.783,8,28,-0.340675582,0.2336685082,0.6383495146,0
AUD_CHF,2022-05-12 12:00:00,0.6843,0.68223,8,13,-0.337321356,0.2094656807,0.7613636364,1
AUD_CHF,2022-05-12 16:00:00,0.6843,0.68223,8,13,-0.08421328377,1.152669322,0.8687615527,0
USD_JPY,2022-05-13 00:00:00,128.622,126.942,7,12,-0.6354789871,0.3201527049,0.8534482759,1
USD_JPY,2022-05-13 12:00:00,128.622,126.942,7,12,0.1907133461,0.6582142034,0.7367021277,0
EUR_CAD,2022-05-16 04:00:00,1.34594,1.33872,7,11,-0.5893249238,0.4917814882,0.8580645161,1
EUR_JPY,2022-05-16 08:00:00,134.78,134.297,13,29,-0.9794435498,0.2561820645,0.9474206349,1
EUR_JPY,2022-05-17 00:00:00,134.78,134.297,14,30,-0.4060828191,0.2866466959,0.7715179969,0
EUR_JPY,2022-05-17 04:00:00,134.78,134.297,14,30,0.03351441064,0.4546302661,0.8117977528,0
EUR_USD,2022-05-17 08:00:00,1.04827,1.04713,7,13,-1.18880397,0.2140973974,0.9651162791,1
EUR_CAD,2022-05-17 12:00:00,1.34594,1.33872,8,12,-0.8546720358,1.361070221,0.97190518,0
EUR_USD,2022-05-17 12:00:00,1.04827,1.04713,7,13,-0.3523154438,1.534359288,0.8504027618,0
EUR_CAD,2022-05-18 20:00:00,1.34594,1.33872,9,13,-0.2127963259,0.5443106021,0.7527839644,0
EUR_CAD,2022-05-19 08:00:00,1.34594,1.33872,10,14,-0.189797844,0.3842820546,0.7101449275,0
EUR_CAD,2022-05-19 12:00:00,1.34594,1.33872,10,14,0.01366296155,1.127194328,0.815,1
GBP_CHF,2022-05-20 08:00:00,1.21219,1.21081,6,10,-0.5817265975,0.4393705419,0.7809139785,1
GBP_CHF,2022-05-20 12:00:00,1.21219,1.21081,6,10,-0.3592048188,0.4676775611,0.9768907563,0
EUR_AUD,2022-05-23 08:00:00,1.48878,1.46005,4,13,-0.04958019767,1.359323753,0.9368131868,1
AUD_NZD,2022-05-23 16:00:00,1.09808,1.08243,9,20,-0.155970965,0.2915978912,0.6111111111,1
EUR_NZD,2022-05-23 16:00:00,1.64569,1.56964,4,28,-0.06295301343,0.9325830129,0.9264305177,1
GBP_CHF,2022-05-23 16:00:00,1.21219,1.21081,7,11,-0.1277956919,0.4482386208,0.764556962,0
AUD_NZD,2022-05-24 00:00:00,1.09808,1.08243,10,21,-0.3744691724,0.4759608172,0.7788461538,0
GBP_CHF,2022-05-24 04:00:00,1.21219,1.21081,8,12,0.2148112171,0.4361982877,0.7769230769,0
AUD_NZD,2022-05-24 16:00:00,1.09808,1.08243,10,21,-0.1259425802,0.4885045537,0.9817073171,0
AUD_NZD,2022-05-24 20:00:00,1.09808,1.08243,10,21,0.1864949771,0.7343239723,0.7157360406,0
AUD_NZD,2022-05-25 00:00:00,1.09808,1.08243,11,22,-0.007444957927,0.9864569254,0.643373494,0
GBP_AUD,2022-05-25 00:00:00,1.76021,1.71782,6,14,0.05996053951,0.8324753974,0.9518900344,1
EUR_NZD,2022-05-25 08:00:00,1.64569,1.56964,6,30,-0.4994442677,0.4164164483,0.7993311037,0
AUD_NZD,2022-05-30 08:00:00,1.09808,1.08243,14,25,-1.017624874,0.1202257235,0.9498207885,1
GBP_NZD,2022-05-31 08:00:00,1.92489,1.90365,4,18,0.1626220567,1.310542457,0.9498680739,1
EUR_CHF,2022-06-02 00:00:00,1.02332,1.02294,4,10,0.1442718857,0.9171569879,0.9493670886,1
GBP_NZD,2022-06-02 00:00:00,1.92489,1.90365,6,20,-0.3300283275,0.1673827881,0.7645631068,0
EUR_CHF,2022-06-02 08:00:00,1.02332,1.02294,4,10,-0.5006619603,1.071887016,0.8682745826,0
EUR_NZD,2022-06-03 00:00:00,1.63813,1.63652,5,9,-0.3267541474,0.2690916508,0.9627329193,1
GBP_NZD,2022-06-06 16:00:00,1.92489,1.90365,8,22,-0.7409474593,0.9476420224,0.862254025,1
GBP_USD,2022-06-07 08:00:00,1.24586,1.21553,4,17,-0.659112209,0.8209994183,0.6124401914,1
NZD_CHF,2022-06-14 12:00:00,0.62083,0.61675,8,15,-0.7177435837,0.1610546578,0.6857923497,1
NZD_CHF,2022-06-14 16:00:00,0.62083,0.61675,8,15,-0.4556688185,0.578087307,0.7524752475,0
NZD_CHF,2022-06-15 12:00:00,0.62083,0.61675,9,16,0.2277425223,1.473425106,0.9232736573,0
NZD_USD,2022-06-29 04:00:00,0.62439,0.61966,5,11,-0.3158856311,0.4459561851,0.8436213992,1
AUD_USD,2022-06-29 12:00:00,0.68691,0.68505,4,11,-0.2389253296,0.5564014526,0.6394736842,1
AUD_USD,2022-06-30 04:00:00,0.68691,0.68505,5,12,-0.5102301691,0.8361191158,0.8163672655,0
AUD_USD,2022-06-30 12:00:00,0.68691,0.68505,5,12,-0.05625567976,0.7809612014,0.7507418398,0
AUD_USD,2022-06-30 16:00:00,0.68691,0.68505,5,12,-0.08480104547,1.347394389,0.8620037807,0
EUR_GBP,2022-06-30 16:00:00,0.85614,0.85107,4,9,-0.415503908,1.822729408,0.9150641026,1
EUR_JPY,2022-06-30 16:00:00,141.399,137.824,4,10,-0.009355233234,1.273870925,0.9785969084,1
GBP_USD,2022-06-30 16:00:00,1.21608,1.1934,6,12,-0.8896286264,0.3725602116,0.8393393393,1
NZD_JPY,2022-06-30 16:00:00,84.378,82.97,5,10,0.03928100699,1.053222,0.722027972,1
NZD_USD,2022-06-30 16:00:00,0.62439,0.61966,6,12,-1.388511189,0.2456334291,0.9392156863,0
