pair,bar_time,L1_value,L0_value,L1_age_d1_bars,L0_age_d1_bars,L1_to_atr_proximity,reject_buffer_atr,upper_fraction,fired_signal
NZD_CHF,2020-10-07 04:00:00,0.60477,0.60247,5,9,-0.6439894076,0.2767557785,0.9351351351,1
NZD_CHF,2020-10-09 12:00:00,0.60477,0.60247,7,11,-0.8000926993,0.2300266511,0.8015564202,0
EUR_GBP,2020-10-12 08:00:00,0.90438,0.90247,6,10,0.18710027,1.260893124,0.992481203,1
NZD_CHF,2020-10-13 08:00:00,0.60477,0.60247,9,13,-0.1119308601,1.091325886,1,1
EUR_GBP,2020-10-13 12:00:00,0.90438,0.90247,7,11,-1.04884428,0.7103726202,0.9376391982,0
NZD_CHF,2020-10-13 16:00:00,0.60477,0.60247,9,13,0.1526510947,1.582483015,0.8593272171,0
AUD_NZD,2020-10-14 04:00:00,1.07586,1.07162,6,13,-0.3541318302,0.2440638289,0.6281407035,1
AUD_NZD,2020-10-14 12:00:00,1.07586,1.07162,6,13,-0.3197742997,0.5814078176,0.7410358566,0
NZD_JPY,2020-10-15 16:00:00,69.405,68.63,5,15,-0.8168785987,0.2487955123,0.9771863118,1
EUR_GBP,2020-10-15 20:00:00,0.90438,0.90247,9,13,0.1494194668,0.9438937047,0.7465753425,1
NZD_JPY,2020-10-15 20:00:00,69.405,68.63,5,15,0.1754758831,0.6077457414,0.7426470588,0
EUR_GBP,2020-10-16 12:00:00,0.90438,0.90247,10,14,-0.01360751894,1.496827084,0.6757990868,0
NZD_JPY,2020-10-16 12:00:00,69.405,68.63,6,16,-0.02552620216,0.7700404317,0.6951672862,0
NZD_JPY,2020-10-16 16:00:00,69.405,68.63,6,16,0.1690472287,1.157973517,0.9105058366,0
AUD_USD,2020-10-19 00:00:00,0.7095,0.70056,8,16,-0.9461095741,0.3440398451,0.8823529412,1
AUD_USD,2020-10-19 08:00:00,0.7095,0.70056,8,16,-0.4554382684,0.2256299678,0.9421965318,0
EUR_GBP,2020-10-19 12:00:00,0.90438,0.90247,11,15,-0.5168503263,0.6846588739,0.9017632242,0
EUR_GBP,2020-10-19 16:00:00,0.90438,0.90247,11,15,0.08935194716,1.035820721,0.8011204482,0
CAD_CHF,2020-10-20 16:00:00,0.68797,0.68587,9,15,0.02814686501,1.959021805,0.9397260274,1
NZD_JPY,2020-10-20 16:00:00,69.405,68.63,8,18,-0.5576285463,0.4676884582,0.8636363636,0
AUD_USD,2020-10-21 12:00:00,0.7095,0.70056,10,18,-0.9177157436,0.3916611123,0.8880208333,0
AUD_USD,2020-10-21 16:00:00,0.7095,0.70056,10,18,-0.0914654879,1.265882353,0.8412698413,0
CAD_CHF,2020-10-22 00:00:00,0.68797,0.68587,11,17,-0.3604262072,0.3836795109,0.8152866242,0
CAD_JPY,2020-10-22 04:00:00,79.443,78.565,5,16,-0.01982211249,0.3419314405,0.7684210526,1
CAD_CHF,2020-10-22 08:00:00,0.68797,0.68587,11,17,0.05392988349,1.174473018,0.9077669903,0
CAD_JPY,2020-10-22 08:00:00,79.443,78.565,5,16,-0.213493562,0.9946859137,0.9503816794,0
AUD_USD,2020-10-22 12:00:00,0.7095,0.70056,11,19,-0.1335752023,0.3300093232,0.7151515152,1
AUD_USD,2020-10-22 16:00:00,0.7095,0.70056,11,19,-0.1102363004,0.8307092635,0.967611336,0
CAD_JPY,2020-10-22 16:00:00,79.443,78.565,5,16,0.1981977878,1.509005884,0.7256857855,0
CAD_CHF,2020-10-23 20:00:00,0.68797,0.68587,12,18,-0.1163319526,0.3683845164,0.8720930233,0
CAD_JPY,2020-10-27 04:00:00,79.443,78.565,8,19,-0.3209063986,0.165629109,0.7286821705,0
CAD_CHF,2020-10-27 08:00:00,0.68797,0.68587,14,20,-0.2807485341,0.7189901484,0.9358974359,1
CAD_CHF,2020-10-27 16:00:00,0.68797,0.68587,14,20,-0.1088908481,0.8903428167,0.8387096774,0
EUR_GBP,2020-10-28 08:00:00,0.90108,0.90067,5,10,0.1575934031,1.874532059,0.8054474708,1
GBP_JPY,2020-10-28 16:00:00,135.337,135.044,8,18,-0.4705414829,0.4114158516,0.6520947177,1
GBP_JPY,2020-10-29 00:00:00,135.337,135.044,9,19,0.1489981723,1.11117281,0.9384236453,0
EUR_GBP,2020-11-02 04:00:00,0.90108,0.90067,8,13,-0.4481286897,0.289738377,1,0
CAD_CHF,2020-11-02 08:00:00,0.68797,0.68587,18,24,-0.4154775873,0.5165397032,0.9273743017,1
GBP_JPY,2020-11-03 00:00:00,135.337,135.044,12,22,-0.4453588184,0.1548038674,0.9032258065,1
EUR_GBP,2020-11-03 04:00:00,0.90108,0.90067,9,14,-0.2057754177,0.2798545681,0.8082191781,1
AUD_JPY,2020-11-03 08:00:00,74.185,73.972,8,28,-1.449212428,1.17371858,0.9176706827,1
CAD_JPY,2020-11-03 08:00:00,79.443,78.565,13,24,-1.663022174,0.8134347592,0.9607293128,1
EUR_USD,2020-11-03 08:00:00,1.16882,1.16122,13,27,-1.416440285,0.331851724,0.9751693002,1
GBP_JPY,2020-11-03 08:00:00,135.337,135.044,12,22,-0.4234354888,1.557149862,0.9529025192,0
GBP_AUD,2020-11-03 12:00:00,1.82153,1.79573,4,17,-0.3723450605,0.4348873949,0.8043478261,1
GBP_AUD,2020-11-03 20:00:00,1.82153,1.79573,4,17,-0.420544117,0.2023236302,0.7765765766,0
GBP_AUD,2020-11-04 00:00:00,1.82153,1.79573,5,18,-0.4026129723,0.4267130446,0.6647727273,0
EUR_GBP,2020-11-04 12:00:00,0.90108,0.90067,10,15,-0.8718159161,0.3772585237,0.912037037,0
EUR_USD,2020-11-04 16:00:00,1.16882,1.16122,14,28,-0.1995639537,0.6553581689,0.6425925926,0
GBP_JPY,2020-11-04 16:00:00,135.337,135.044,13,23,0.04627736247,1.000302989,0.8918469218,0
EUR_GBP,2020-11-04 20:00:00,0.90108,0.90067,10,15,-0.06125476335,0.5126056512,0.7235772358,0
EUR_GBP,2020-11-05 00:00:00,0.90108,0.90067,11,16,0.2238836069,1.128746518,0.6191489362,0
GBP_CAD,2020-11-05 00:00:00,1.69596,1.69049,12,16,0.2483748607,1.442079494,0.9588875453,1
GBP_NZD,2020-11-05 20:00:00,1.93944,1.93434,6,16,-0.6277529484,0.4263488775,1,1
EUR_GBP,2020-11-06 08:00:00,0.90108,0.90067,12,17,-0.3036329587,0.2656788389,0.618556701,0
EUR_CAD,2020-11-06 12:00:00,1.54995,1.53889,10,17,-0.1653851637,0.3927897637,0.820441989,1
EUR_GBP,2020-11-06 12:00:00,0.90108,0.90067,12,17,0.2447757781,0.9916557165,0.6780626781,1
EUR_CAD,2020-11-06 20:00:00,1.54995,1.53889,10,17,-0.4633686399,0.1665829408,0.875,0
EUR_GBP,2020-11-09 08:00:00,0.90108,0.90067,13,18,-0.1405689644,1.117857955,0.9016786571,0
GBP_NZD,2020-11-10 12:00:00,1.93944,1.93434,9,19,-0.529890271,0.241876034,0.7908309456,0
GBP_NZD,2020-11-10 20:00:00,1.93944,1.93434,9,19,-0.1549212369,0.4071823661,0.7167832168,0
EUR_CAD,2020-11-12 20:00:00,1.54995,1.53889,14,21,-0.2468046357,0.2399489513,0.6826923077,1
GBP_JPY,2020-11-20 00:00:00,137.542,134.4,5,15,-0.3908180004,0.4350615476,0.938547486,1
USD_CHF,2020-11-23 16:00:00,0.90881,0.8975,4,10,-0.5286356451,1.47040671,0.6276150628,1
USD_CAD,2020-11-24 12:00:00,1.3034,1.29281,4,11,-0.2033162334,1.241792995,0.9094488189,1
CAD_CHF,2020-11-30 00:00:00,0.69459,0.69307,5,11,-0.2603833283,0.7752321819,0.6578947368,1
CAD_CHF,2020-11-30 08:00:00,0.69459,0.69307,5,11,0.01835842236,0.9301600665,0.9551282051,0
CAD_CHF,2020-12-02 04:00:00,0.69459,0.69307,7,13,-0.3801782244,0.2172446997,0.9649122807,0
CAD_CHF,2020-12-02 08:00:00,0.69459,0.69307,7,13,0.170173054,1.122078575,0.7489539749,0
AUD_CHF,2020-12-02 16:00:00,0.66175,0.66044,8,13,-1.149675054,0.452261878,0.9176755448,1
GBP_CHF,2020-12-03 12:00:00,1.19876,1.17906,14,20,-0.215756725,0.3938814631,0.972,1
AUD_CHF,2020-12-03 16:00:00,0.66175,0.66044,9,14,-0.1012575018,0.7962521734,0.975,0
GBP_CHF,2020-12-03 16:00:00,1.19876,1.17906,14,20,-0.1727553525,0.8168860242,0.816700611,0
AUD_CHF,2020-12-04 08:00:00,0.66175,0.66044,10,15,-0.6145032746,0.1288474608,0.8522727273,0
GBP_CHF,2020-12-04 08:00:00,1.19876,1.17906,15,21,-0.9845449404,0.7586643057,0.9268929504,0
GBP_CHF,2020-12-04 12:00:00,1.19876,1.17906,15,21,-0.5693321593,0.8657613002,0.9298780488,0
AUD_CHF,2020-12-04 16:00:00,0.66175,0.66044,10,15,-0.647191555,0.1054682534,0.646090535,0
CAD_CHF,2020-12-04 16:00:00,0.69459,0.69307,9,15,-0.8184132295,0.6035797567,0.8200589971,1
EUR_CHF,2020-12-07 00:00:00,1.07911,1.06595,6,23,0.1662908479,0.9700299459,0.7591623037,1
AUD_CAD,2020-12-07 12:00:00,0.94933,0.92987,11,24,-1.353959238,0.1805278984,0.8535564854,1
GBP_JPY,2020-12-07 12:00:00,138.274,137.195,6,12,-0.3863075614,0.5581967057,0.9779816514,1
AUD_CAD,2020-12-07 16:00:00,0.94933,0.92987,11,24,0.09708415036,1.308838175,0.7711670481,0
AUD_CHF,2020-12-07 16:00:00,0.66175,0.66044,11,16,-0.7486267272,0.3111176009,0.8825910931,0
GBP_JPY,2020-12-07 16:00:00,138.274,137.195,6,12,0.01899329715,1.191397731,0.8795336788,0
GBP_JPY,2020-12-07 20:00:00,138.274,137.195,6,12,0.02109907182,1.463950983,0.8103919781,0
CAD_CHF,2020-12-08 00:00:00,0.69459,0.69307,11,17,0.09805943158,0.8879826304,0.90625,0
EUR_CHF,2020-12-08 04:00:00,1.07911,1.06595,7,24,-0.2698123134,0.3004728035,0.9393939394,0
AUD_CAD,2020-12-08 16:00:00,0.94933,0.92987,12,25,-0.7773816225,0.5878706797,0.9363395225,0
AUD_CAD,2020-12-09 00:00:00,0.94933,0.92987,13,26,-0.1440361997,0.3480874826,0.7278106509,0
AUD_CAD,2020-12-09 04:00:00,0.94933,0.92987,13,26,0.2059881899,1.287426187,0.9578947368,0
AUD_CHF,2020-12-09 08:00:00,0.66175,0.66044,13,18,-0.5817952986,1.080476983,0.9384164223,1
AUD_CHF,2020-12-10 00:00:00,0.66175,0.66044,14,19,-1.086625901,0.5257867265,0.9938271605,0
EUR_CAD,2020-12-10 20:00:00,1.5446,1.53131,11,23,-0.6511877914,0.3386176515,0.7089552239,1
USD_JPY,2020-12-14 16:00:00,103.672,103.651,7,18,-0.7141170906,1.508572354,0.8426395939,1
CHF_JPY,2020-12-18 00:00:00,116.647,113.706,5,19,-0.9467483963,0.5767547702,0.9130434783,1
CHF_JPY,2020-12-18 16:00:00,116.647,113.706,5,19,-0.1945509812,0.4704596455,0.9038461538,0
CHF_JPY,2020-12-21 04:00:00,116.647,113.706,6,20,-0.3075856914,0.2825496468,0.9217877095,0
USD_JPY,2020-12-21 08:00:00,103.672,103.651,12,23,-1.094749367,0.2726545592,0.9969879518,1
CHF_JPY,2020-12-21 16:00:00,116.647,113.706,6,20,-0.2829190769,0.3727874896,0.7606177606,0
NZD_JPY,2020-12-21 16:00:00,73.022,71.52,7,22,-0.7434761343,1.182802941,0.9193548387,1
CHF_JPY,2020-12-22 12:00:00,116.647,113.706,7,21,-0.3458479595,0.7091629877,0.8908554572,0
NZD_JPY,2020-12-22 12:00:00,73.022,71.52,8,23,-0.7821246706,0.2182673499,0.818452381,0
NZD_JPY,2020-12-23 08:00:00,73.022,71.52,9,24,-0.3558705181,0.8648036247,0.8787878788,0
CHF_JPY,2020-12-24 00:00:00,116.647,113.706,9,23,-1.21445988,0.2597399744,0.8624229979,1
EUR_GBP,2020-12-24 16:00:00,0.8982,0.88664,5,23,-0.6895639165,0.4483476415,0.8330134357,1
EUR_GBP,2020-12-28 00:00:00,0.8982,0.88664,6,24,-0.1362604279,0.7563844164,0.8966480447,0
CHF_JPY,2020-12-29 00:00:00,116.647,113.706,11,25,-0.1148588502,0.719782128,0.7315436242,0
CHF_JPY,2020-12-30 12:00:00,116.647,113.706,12,26,-0.566398936,0.2970140762,0.6443298969,1
CHF_JPY,2020-12-30 16:00:00,116.647,113.706,12,26,-0.2511132906,0.9383707177,0.7610993658,0
EUR_CAD,2021-01-04 12:00:00,1.56093,1.54029,5,15,-0.9260560619,0.217339688,0.803986711,1
EUR_CAD,2021-01-04 16:00:00,1.56093,1.54029,5,15,-0.3407713307,1.130041703,0.7734104046,0
EUR_NZD,2021-01-04 16:00:00,1.70628,1.6947,10,27,-0.3634800644,0.719579823,0.6897767333,1
EUR_NZD,2021-01-05 00:00:00,1.70628,1.6947,11,28,-0.2759708268,0.2608491377,0.7395833333,0
GBP_AUD,2021-01-05 12:00:00,1.75908,1.74257,9,15,-0.04392784036,0.7581619855,0.8055555556,1
EUR_CAD,2021-01-06 12:00:00,1.56093,1.54029,7,17,-0.6002893464,0.9352822775,0.8975032852,0
GBP_CHF,2021-01-06 16:00:00,1.19187,1.17331,4,10,-0.03925642127,1.505599216,0.9639769452,1
EUR_CAD,2021-01-06 20:00:00,1.56093,1.54029,7,17,-0.5494132621,0.2333415399,0.6275510204,0
GBP_NZD,2021-01-11 12:00:00,1.87782,1.85208,13,19,-0.7257433389,0.1683859255,0.9672131148,1
GBP_NZD,2021-01-11 16:00:00,1.87782,1.85208,13,19,0.08142138262,0.938042179,0.947467167,0
GBP_AUD,2021-01-12 12:00:00,1.75908,1.74257,14,20,-0.4047720354,0.7584747018,0.8686440678,1
EUR_CHF,2021-01-14 00:00:00,1.07861,1.07353,7,23,-0.2925124524,0.4666270074,0.872,1
EUR_CHF,2021-01-14 08:00:00,1.07861,1.07353,7,23,-0.5364091269,0.5501632071,0.8826815642,0
EUR_CHF,2021-01-14 20:00:00,1.07861,1.07353,7,23,-0.2194777378,0.5551495721,0.8333333333,0
EUR_CHF,2021-01-15 04:00:00,1.07861,1.07353,8,24,0.1510315197,0.5698007334,0.743902439,0
AUD_USD,2021-01-18 12:00:00,0.7666,0.74618,5,18,-0.06503385673,0.6600936458,0.9291666667,1
AUD_USD,2021-01-19 00:00:00,0.7666,0.74618,6,19,0.184217276,1.331230504,0.8549222798,0
CHF_JPY,2021-01-19 00:00:00,116.448,116.149,11,15,-1.240200677,0.7047634845,0.9703196347,1
NZD_USD,2021-01-20 16:00:00,0.71465,0.70025,7,20,-0.5014314947,0.5056452048,0.6005025126,1
CHF_JPY,2021-01-21 00:00:00,116.448,116.149,13,17,-1.004885105,0.1800419147,0.9012738854,0
CHF_JPY,2021-01-21 12:00:00,116.448,116.149,13,17,0.07409550589,1.233690173,0.6986607143,0
USD_JPY,2021-01-21 12:00:00,103.526,102.591,6,11,-1.098738199,0.2885575068,0.9124087591,1
USD_JPY,2021-01-22 00:00:00,103.526,102.591,7,12,-0.2665691545,0.3245189707,0.7727272727,0
USD_JPY,2021-01-22 04:00:00,103.526,102.591,7,12,-0.1677134269,0.3533961495,0.9255319149,0
AUD_CHF,2021-01-25 00:00:00,0.6827,0.67161,5,17,-0.6032345316,0.3790234668,0.776371308,1
AUD_CHF,2021-01-26 08:00:00,0.6827,0.67161,6,18,-0.384877474,0.8018280708,0.8473282443,0
USD_JPY,2021-01-26 16:00:00,103.526,102.591,9,14,0.1951144453,1.015940733,0.7820512821,0
AUD_CHF,2021-01-27 16:00:00,0.6827,0.67161,7,19,-0.6482168805,0.4511589488,0.8945147679,0
AUD_JPY,2021-01-28 00:00:00,79.509,77.49,8,26,-0.07688838525,0.8714016995,0.7896341463,1
AUD_JPY,2021-01-28 12:00:00,79.509,77.49,8,26,-0.7831561472,0.5232440634,0.9646464646,0
CAD_JPY,2021-01-28 12:00:00,81.084,80.142,8,25,-0.2383189269,0.861614582,0.8391608392,1
CAD_JPY,2021-01-29 00:00:00,81.084,80.142,9,26,0.1132928173,1.132928173,0.6445623342,0
CAD_JPY,2021-01-29 08:00:00,81.084,80.142,9,26,0.2441868813,2.032265012,0.9458333333,0
AUD_CHF,2021-01-29 12:00:00,0.6827,0.67161,9,21,-1.509177871,0.1225942809,0.8126315789,1
AUD_CHF,2021-02-01 08:00:00,0.6827,0.67161,10,22,-0.4449377402,0.3061498212,0.8932038835,0
AUD_CHF,2021-02-01 16:00:00,0.6827,0.67161,10,22,-0.6911128145,0.3683176077,0.917562724,0
AUD_CHF,2021-02-02 00:00:00,0.6827,0.67161,11,23,0.12855712,1.127985053,0.9601593625,0
GBP_NZD,2021-02-03 08:00:00,1.89214,1.86178,6,19,-0.2021057205,0.5510403833,0.6646341463,1
GBP_NZD,2021-02-04 12:00:00,1.89214,1.86178,7,20,-0.889690706,1.656556854,0.9395700174,0
GBP_USD,2021-02-04 12:00:00,1.36099,1.35196,7,13,-1.049510574,1.643923642,0.8721804511,1
NZD_CAD,2021-02-05 12:00:00,0.91387,0.90383,4,12,-0.1236712123,1.171239128,0.7928730512,1
GBP_AUD,2021-02-11 16:00:00,1.77905,1.74156,5,25,0.004676738721,0.6173295111,0.8238993711,1
EUR_AUD,2021-02-12 00:00:00,1.56168,1.55967,4,16,-0.2775060161,0.9814949621,0.8534653465,1
EUR_CAD,2021-02-16 04:00:00,1.53129,1.52684,7,19,0.004390581545,0.7024930472,0.8112244898,1
USD_CHF,2021-02-16 12:00:00,0.88903,0.88385,4,17,-1.113080428,1.626366221,0.9753593429,1
EUR_CAD,2021-02-18 12:00:00,1.53129,1.52684,9,21,-0.4834941647,0.536376339,0.9,0
EUR_CAD,2021-02-19 00:00:00,1.53129,1.52684,10,22,0.196731302,1.303344875,0.9130434783,0
EUR_CAD,2021-02-22 12:00:00,1.53129,1.52684,11,23,-0.4845157015,0.7235434476,0.825607064,1
CHF_JPY,2021-02-24 08:00:00,116.593,116.177,14,26,-1.272040135,0.1728315401,0.8600823045,1
CHF_JPY,2021-02-24 12:00:00,116.593,116.177,14,26,-0.3496700522,0.6178635874,0.7851239669,0
CHF_JPY,2021-02-24 20:00:00,116.593,116.177,14,26,0.2180817835,0.5346521145,0.6293706294,0
CHF_JPY,2021-02-25 00:00:00,116.593,116.177,15,27,0.1763023389,1.185719652,0.8248587571,0
EUR_CAD,2021-02-25 16:00:00,1.53129,1.52684,14,26,-1.842801011,0.2317808724,0.8276255708,0
EUR_CAD,2021-02-25 20:00:00,1.53129,1.52684,14,26,-0.4438283106,0.6410853375,0.6984126984,1
EUR_AUD,2021-02-26 16:00:00,1.56168,1.55967,14,26,-1.014720049,0.39452568,0.6485112564,1
EUR_CAD,2021-02-26 16:00:00,1.53129,1.52684,15,27,-0.0404777747,1.07519089,0.6966824645,0
EUR_AUD,2021-02-26 20:00:00,1.56168,1.55967,14,26,0.08518559356,0.8392358476,0.7503924647,0
AUD_CAD,2021-03-01 00:00:00,0.98214,0.97141,8,19,-0.4720166255,0.6524051448,0.671454219,1
CHF_JPY,2021-03-01 16:00:00,116.593,116.177,17,29,-0.548330567,0.3655537114,0.8083140878,1
AUD_CAD,2021-03-02 04:00:00,0.98214,0.97141,9,20,-0.3088520533,0.566759438,0.828313253,0
AUD_CAD,2021-03-02 12:00:00,0.98214,0.97141,9,20,0.03366425438,1.254758572,0.7202166065,0
EUR_USD,2021-03-02 12:00:00,1.20234,1.19522,9,17,-0.5414107759,0.1773587024,0.7356687898,1
EUR_USD,2021-03-02 16:00:00,1.20234,1.19522,9,17,0.1356939664,1.657826285,0.9084507042,0
AUD_USD,2021-03-05 04:00:00,0.76922,0.75636,5,23,0.0101892812,0.8024058942,0.9810725552,1
NZD_USD,2021-03-05 04:00:00,0.71574,0.71057,12,26,0.05854607217,0.4739443937,0.8277777778,1
AUD_USD,2021-03-09 08:00:00,0.76922,0.75636,7,25,-1.122299663,0.2886573207,0.9698412698,0
NZD_USD,2021-03-09 08:00:00,0.71574,0.71057,14,28,-1.268941564,0.2667202013,0.9793814433,0
GBP_CAD,2021-03-09 16:00:00,1.75518,1.73498,7,23,-0.6619075399,0.3134266233,0.6728307255,1
NZD_USD,2021-03-09 20:00:00,0.71574,0.71057,14,28,-0.1220384862,0.3831440847,0.6267605634,0
AUD_USD,2021-03-10 08:00:00,0.76922,0.75636,8,26,-0.6255662928,0.4698345997,0.9741784038,0
GBP_CAD,2021-03-10 08:00:00,1.75518,1.73498,8,24,0.05667804723,0.8828695818,0.7656565657,0
NZD_USD,2021-03-10 08:00:00,0.71574,0.71057,15,29,-0.749936167,0.2948222336,0.9785522788,0
AUD_USD,2021-03-10 12:00:00,0.76922,0.75636,8,26,-0.1360967075,0.9029493093,0.9363207547,1
NZD_USD,2021-03-10 12:00:00,0.71574,0.71057,15,29,-0.2206631262,0.7581758696,0.8501228501,1
GBP_CAD,2021-03-10 16:00:00,1.75518,1.73498,8,24,0.02109009839,0.6769921583,0.624497992,0
GBP_CAD,2021-03-11 04:00:00,1.75518,1.73498,9,25,0.1509523193,0.686146906,0.9709543568,0
GBP_CAD,2021-03-11 12:00:00,1.75518,1.73498,9,25,-0.331300842,0.4096490141,0.7012711864,0
EUR_CHF,2021-03-17 08:00:00,1.10298,1.07798,5,24,-0.747508344,0.1334836328,0.7674418605,1
EUR_CHF,2021-03-17 12:00:00,1.10298,1.07798,5,24,-0.3087039472,1.045610144,0.7214854111,0
EUR_NZD,2021-03-18 08:00:00,1.65109,1.63222,5,16,-0.4991791118,0.1709786721,0.6024734982,1
EUR_GBP,2021-03-18 12:00:00,0.85484,0.85385,5,16,-0.6789751192,1.020681552,0.9720812183,1
EUR_NZD,2021-03-18 12:00:00,1.65109,1.63222,5,16,-0.1156429757,1.494032638,0.9685746352,0
EUR_GBP,2021-03-19 12:00:00,0.85484,0.85385,6,17,-0.5487298484,1.471593684,0.908411215,0
USD_CAD,2021-03-23 08:00:00,1.2575,1.24677,13,18,-1.139991772,0.2153636849,0.955465587,1
AUD_CHF,2021-03-23 12:00:00,0.71354,0.69916,4,16,-0.8378239874,0.8266530009,0.9738562092,1
GBP_CHF,2021-03-23 12:00:00,1.27888,1.25757,5,17,-0.259909897,1.335985452,0.9150417827,1
USD_CAD,2021-03-23 20:00:00,1.2575,1.24677,13,18,-0.4839579508,0.1678466882,0.7018072289,0
AUD_CHF,2021-03-26 00:00:00,0.71354,0.69916,7,19,-0.5899155421,0.3531731206,0.987804878,0
NZD_CHF,2021-03-26 08:00:00,0.65621,0.64073,19,30,-0.3476979984,0.4886566464,0.9175257732,1
NZD_CHF,2021-03-26 12:00:00,0.65621,0.64073,19,30,0.1968605965,0.7250231725,0.7382550336,0
NZD_CHF,2021-03-26 20:00:00,0.65621,0.64073,19,30,-0.3040014336,0.3677436696,0.9256756757,0
GBP_NZD,2021-04-05 00:00:00,1.95865,1.92031,4,13,0.1967408399,1.523878611,0.7736418511,1
AUD_CHF,2021-04-07 00:00:00,0.71231,0.70856,4,10,-0.0711165046,0.8865857573,0.9266055046,1
GBP_NZD,2021-04-07 04:00:00,1.95865,1.92031,6,15,-0.2472048729,0.1634741901,0.6338461538,0
GBP_NZD,2021-04-07 08:00:00,1.95865,1.92031,6,15,-0.7177649592,0.8530505013,0.8989247312,0
CAD_CHF,2021-04-07 20:00:00,0.7361,0.71204,11,27,-0.314594808,0.5527880198,0.9368932039,1
EUR_CHF,2021-04-08 00:00:00,1.10326,1.10023,6,17,-0.4581777465,0.2519977606,0.8551724138,1
GBP_NZD,2021-04-08 00:00:00,1.95865,1.92031,7,16,-0.5391214532,0.2130986825,0.8497942387,0
CAD_CHF,2021-04-08 04:00:00,0.7361,0.71204,12,28,0.1876568423,0.4763596767,0.8,0
GBP_AUD,2021-04-08 12:00:00,1.79793,1.7813,7,15,0.1228369374,0.5578005192,0.6857142857,1
GBP_AUD,2021-04-09 04:00:00,1.79793,1.7813,8,16,-0.6291072826,0.2669567087,0.9039665971,0
CAD_CHF,2021-04-09 12:00:00,0.7361,0.71204,13,29,-0.6779199197,1.181652082,0.908045977,0
GBP_AUD,2021-04-09 12:00:00,1.79793,1.7813,8,16,-0.4086408386,0.5750461285,0.9769874477,0
CAD_CHF,2021-04-12 00:00:00,0.7361,0.71204,14,30,-0.2677813728,1.117294694,1,0
GBP_AUD,2021-04-12 00:00:00,1.79793,1.7813,9,17,-0.8398742285,0.4072117472,0.9468599034,0
GBP_AUD,2021-04-12 08:00:00,1.79793,1.7813,9,17,0.07813530344,1.26917074,0.8185776488,0
GBP_CAD,2021-04-13 08:00:00,1.72947,1.71783,8,13,-0.6227630672,0.4111678938,0.9772727273,1
GBP_AUD,2021-04-14 00:00:00,1.79793,1.7813,11,19,-0.05176317751,0.4752800845,0.8086642599,1
GBP_CAD,2021-04-14 08:00:00,1.72947,1.71783,9,14,-0.8142035481,0.1595077126,0.6390625,0
AUD_CHF,2021-04-14 16:00:00,0.71231,0.70856,9,15,-1.53629874,0.4102378107,0.9607438017,1
AUD_NZD,2021-04-14 16:00:00,1.08049,1.07016,7,26,-0.4539205938,0.7467725898,0.9609375,1
EUR_CHF,2021-04-14 16:00:00,1.10326,1.10023,10,21,-0.3030311833,1.146008839,0.9924528302,1
AUD_CHF,2021-04-15 00:00:00,0.71231,0.70856,10,16,-0.3934308455,0.7227153575,1,0
AUD_NZD,2021-04-15 00:00:00,1.08049,1.07016,8,27,-0.9843151545,0.6531001025,0.9164490862,0
USD_CAD,2021-04-15 04:00:00,1.2502,1.23648,8,20,0.08580646153,0.8100129969,0.9678899083,1
AUD_CHF,2021-04-15 08:00:00,0.71231,0.70856,10,16,-0.1571739408,1.245301223,0.9182058047,0
AUD_NZD,2021-04-15 08:00:00,1.08049,1.07016,8,27,-0.6098232298,0.182036785,0.9405405405,0
AUD_NZD,2021-04-15 12:00:00,1.08049,1.07016,8,27,-0.08688365475,0.5944671115,0.7268292683,0
USD_CAD,2021-04-15 12:00:00,1.2502,1.23648,8,20,-0.8073264006,0.4709404004,0.9432624113,0
USD_CAD,2021-04-15 16:00:00,1.2502,1.23648,8,20,0.05473693532,1.173803169,0.673992674,0
AUD_NZD,2021-04-15 20:00:00,1.08049,1.07016,8,27,-0.1254663463,0.1447688612,0.6666666667,0
EUR_NZD,2021-04-16 00:00:00,1.66665,1.64855,9,21,-0.0719928306,0.6874154148,0.9909090909,1
AUD_NZD,2021-04-16 12:00:00,1.08049,1.07016,9,28,0.1910288364,0.9445314689,0.9659863946,0
USD_CAD,2021-04-16 20:00:00,1.2502,1.23648,9,21,-0.0919490853,0.1414601312,0.7252747253,0
USD_CAD,2021-04-19 00:00:00,1.2502,1.23648,10,22,0.03653494837,0.5224497617,0.8525641026,0
AUD_NZD,2021-04-19 12:00:00,1.08049,1.07016,10,29,0.126258139,0.5709063677,0.6090225564,0
GBP_AUD,2021-04-19 16:00:00,1.79793,1.7813,14,22,-0.6354291185,0.8529021858,0.933901919,1
USD_CAD,2021-04-19 16:00:00,1.2502,1.23648,10,22,-0.7112600092,1.002974944,0.886440678,0
CAD_JPY,2021-04-20 04:00:00,86.503,86.073,8,20,-0.5111462091,0.3463966045,0.9185520362,1
CAD_JPY,2021-04-20 08:00:00,86.503,86.073,8,20,0.2498246714,1.195882034,0.6774193548,0
USD_CAD,2021-04-20 12:00:00,1.2502,1.23648,11,23,-0.240317975,0.9748109409,0.7977777778,1
GBP_AUD,2021-04-20 16:00:00,1.79793,1.7813,15,23,-0.8074359684,0.7612967702,0.8972667295,0
CAD_JPY,2021-04-21 16:00:00,86.503,86.073,9,21,-2.966992827,0.1100924982,0.8196480938,0
