percentile,fwd_mfe_h240_R,final_r
1,0.29760838150978086,-4.288184738159179
5,0.607328987121582,-2.7049753665924072
10,0.8658960103988648,-1.8637883424758912
20,1.2972370147705077,-1.291567063331604
30,1.885364031791687,-1.0700117111206056
40,2.5262598991394043,-0.9703684568405152
50,2.983220100402832,-0.847786545753479
60,3.554209995269776,-0.7302361369132996
70,4.272666168212891,-0.41544507741928155
80,5.021860122680664,0.6793614506721491
90,6.658709907531739,2.3395184516906773
95,7.653439903259278,3.0977455615997314
99,10.976672058105471,4.393021392822266
