percentile,fwd_mfe_h240_R,final_r
1,0.31106760680675505,-5.12913836479187
5,0.5868024885654449,-2.8045791149139405
10,0.8815449833869934,-1.9131685256958009
20,1.442937994003296,-1.33311870098114
30,1.8951940059661865,-1.123892116546631
40,2.308522081375122,-1.0097237348556518
50,2.86040997505188,-0.9113224148750305
60,3.4339680194854734,-0.7849096417427064
70,4.106816005706787,-0.5834615945816041
80,4.972853946685792,-0.0826577395200716
90,6.615500068664551,0.9250311732292176
95,8.064944744110107,1.7917380332946768
99,11.975857048034657,3.2151675605773913
