percentile,fwd_mfe_h240_R,final_r
1,0.01779518419876695,-2.9943469762802124
5,0.10905862450599672,-1.633978444337845
10,0.20695709735155113,-1.4051519393920897
20,0.48756549358367923,-1.2058546304702757
30,1.0336945176124572,-1.1085322737693786
40,1.703703022003175,-1.0284217834472655
50,2.4893349409103394,-0.9719621539115906
60,3.242629051208496,-0.9043326377868652
70,4.242513799667358,-0.8398185312747956
80,5.2830598831176765,-0.7462965965270996
90,7.088345098495488,-0.5754038333892819
95,8.368000078201286,-0.4399438977241517
99,11.643011903762812,-0.036923310942949504
