percentile,fwd_mfe_h240_R,final_r
1,0.26099350810050964,-3.8108541917800904
5,0.604885995388031,-2.636314296722412
10,0.8913249969482422,-2.0886570930480954
20,1.1832629680633546,-1.452630066871643
30,1.5741379737854,-1.1462433576583864
40,1.9951500415802006,-1.0348615169525146
50,2.5828750133514404,-0.914817214012146
60,3.0159160137176513,-0.7957689642906189
70,3.7209019184112546,-0.6161115646362305
80,4.431383037567139,-0.10025729537010186
90,6.573210048675536,0.9561124324798583
95,7.854110050201407,3.049816465377805
99,9.640404872894289,4.457979688644409
