feature,p5,p25,p50,p75,p95,mean,std,cv
monotonicity_ratio_in_profit,0.0,0.0,0.494047611951828,0.5384615659713745,0.6666666865348816,0.37908236157347797,0.2629426659960951,0.6936293867767537
local_peaks_count,0.0,1.0,4.0,12.0,29.0,7.908840470823942,9.570051004843998,1.2100447644820167
pullback_magnitude_median,0.0,0.0,0.0,0.0,0.42941228747367777,0.07249588228346052,0.19658524827155138,2.711674678334125
time_to_peak_mfe_relative,0.0,0.07692307978868484,0.37068966031074524,0.6845238208770752,0.9821428656578064,0.4038912268874912,0.3346881823397326,0.8286592034170726
