archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.5113764942001815,0.02892395207981257,0.4769052652773583,0.5474954918853937,0.5148968142656782,0.4799447446962975,0.5376401548761797,772,3993
1,0.5479739876836118,0.019946282169197495,0.5154755618142346,0.5558220383735258,0.5704364498565657,0.5355665444499144,0.562569343923819,1236,3993
2,0.535358622129589,0.006105502024444079,0.5433474942667017,0.537163051242528,0.5304898680401519,0.5393568974289717,0.5264357996695918,1985,3993
