percentile,fwd_mfe_h240_R,final_r
1,2.9238500118255617,-2.424645519256592
5,3.597214937210083,0.1542191058397293
10,4.183424949645996,1.089158296585083
20,4.969315052032471,2.2815208435058594
30,5.6305999755859375,2.972449779510498
40,6.23484992980957,3.5982580184936523
50,6.859149932861328,4.364031791687012
60,7.492700099945068,5.052195072174072
70,8.35949993133545,5.588595867156982
80,9.492950439453125,6.664822101593018
90,11.245849609375,8.155749320983887
95,12.498900413513184,9.568881034851074
99,17.401009750366203,12.355892944335922
