percentile,fwd_mfe_h240_R,final_r
1,0.01921660382300615,-3.0171508312225344
5,0.11335495039820671,-1.6415136575698852
10,0.21543939709663396,-1.4059674501419068
20,0.5025999903678894,-1.2137828111648559
30,1.0315239667892455,-1.110317087173462
40,1.6875050067901614,-1.0296477794647216
50,2.4800150394439697,-0.9714189171791077
60,3.2371800422668455,-0.9009456992149353
70,4.243608856201171,-0.8388007044792176
80,5.29866991043091,-0.7414347767829893
90,7.03866987228394,-0.5624521255493165
95,8.329850196838377,-0.4135218232870111
99,11.608821964263917,0.12737117856740982
