percentile,fwd_mfe_h240_R,final_r
1,0.30416746526956556,-2.5869151043891905
5,0.7280217409133911,-1.7749128878116607
10,0.9936405003070832,-1.351563322544098
20,1.7041829824447632,-1.1278064489364623
30,2.2025204658508297,-1.0017573833465576
40,2.7821719646453857,-0.8725923657417297
50,3.332034945487976,-0.7242984771728516
60,3.871011924743652,-0.3872052371501924
70,4.586785459518431,0.42911463975906344
80,5.378239917755128,1.244312334060669
90,6.797459840774537,2.2814087867736816
95,8.028182888031004,3.0873587489128087
99,11.639446086883526,4.533781027793881
