percentile,fwd_mfe_h240_R,final_r
1,0.4331147047877312,-3.651791694164276
5,0.8163970202207566,-1.8664146423339842
10,1.1722169995307923,-1.4147401094436645
20,1.8804969787597658,-1.1280461311340333
30,2.4605484962463375,-0.9945335447788238
40,3.039236068725586,-0.8684528708457947
50,3.527114987373352,-0.6808201968669891
60,4.017683029174805,-0.26807475686073334
70,4.685023927688597,0.5977156937122331
80,5.501680088043213,1.3990886449813846
90,6.843405008316039,2.352593350410461
95,8.046707677841185,3.199467658996579
99,11.489674167633051,4.724428558349609
