percentile,fwd_mfe_h240_R,final_r
1,0.3117208027839661,-5.119110126495361
5,0.5997800230979919,-2.7463326454162598
10,0.8962029814720154,-1.930242657661438
20,1.444354009628296,-1.332398819923401
30,1.8938419818878174,-1.1170557975769044
40,2.322726011276245,-1.0030645608901978
50,2.8605000972747803,-0.8998206257820129
60,3.4158569812774657,-0.773866617679596
70,4.073952102661133,-0.5564675211906434
80,4.944704818725586,0.007021257746964737
90,6.652199935913087,1.0678102970123293
95,8.088809776306151,1.8724626779556273
99,11.999697837829592,3.4015797519683892
