bin,n_rows,status,n_folds_trained,min_train_n,min_val_n,mean_auc,worst_auc,fold_stdev,mean_base_rate_val,gate_pass
vol_q1,47134,trained,7,5897,5891,0.5186066834859048,0.4774123788989804,0.03267724534714885,0.1816329994907486,False
vol_q2,52400,trained,7,6550,6550,0.4996424128920207,0.44636829933586336,0.03816663950998304,0.19064340239912755,False
vol_q3,51576,trained,7,6447,6447,0.5084504365231968,0.4588890145204334,0.03358028260757143,0.19743402246892244,False
vol_q4,51802,trained,7,6477,6475,0.5056633027664,0.4786102129478427,0.01735478320668477,0.19444015444015444,False
vol_q5,52262,trained,7,6538,6532,0.49535069611119453,0.4465911350584696,0.03315824329803194,0.2010760213454641,False
