cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,136,0.1024868124,0.5090927104,9.955882353,1.027177446,0.5867931974
1,415,0.3127354936,0.001204819277,0.4506024096,0.007152122494,0.05562467444
2,50,0.03767897513,0.9031190476,2.04,0.02992790437,0.398284095
3,139,0.1047475509,0.5410436317,35.75539568,0.5682960952,0.8460951615
4,132,0.09947249435,0.5188877717,20.64393939,0.5113906855,0.4302941875
5,202,0.1522230595,0.4759317566,3.004950495,0.07326758347,0.2284085195
6,253,0.1906556142,0.5099332682,7.162055336,0.4871916276,0.5520489745
