cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,614,0.4626978146,0.5442187581,7.524429967,0.4601479266,0.4582043969
1,492,0.3707611153,0.06373432212,0.6504065041,0.007569694308,0.06815192762
2,221,0.1665410701,0.5349979158,30.84615385,0.6446235455,0.7608463489
