cluster_id,n,size_fraction,centroid_monotonicity,centroid_local_peaks,centroid_pullback,centroid_ttp_rel,archetype_label,label_status,matching_rule,notes
0,316,0.2381311228,0.5652425069,4.256329114,0.1236911557,0.3137546265,unassigned (near: Early-peak hold OR Peak-and-collapse),unassigned,no §11 pattern fully satisfied,near: Early-peak hold OR Peak-and-collapse
1,177,0.133383572,0.5396776572,33.82485876,0.548420803,0.7782723152,tentative_V-shape recovery,tentative,"ttp_rel in [0.4, 0.8]",Step 3 MAE-before-peak >= 5 bars confirmation
2,429,0.3232856066,0.00991970992,0.4755244755,0.007837273421,0.05920733105,tentative_Early-peak hold OR Peak-and-collapse,tentative,ttp_rel<=0.30,Step 3 pct_peak_and_collapse: <0.30 → Early-peak hold; >=0.50 → Peak-and-collapse
3,405,0.3051996986,0.507029655,10.42222222,0.7140687469,0.5449745293,tentative_V-shape recovery,tentative,"ttp_rel in [0.4, 0.8]",Step 3 MAE-before-peak >= 5 bars confirmation
