pair,signal_bar_ts,feature_name,max_source_bar_ts,recomputed,recorded,abs_diff,leak_flag
AUD_CAD,2024-11-05 00:00:00,ret_20bar_atr,2024-11-05 00:00:00,0.260638556,0.260638556,1.121736037e-11,0
AUD_CAD,2024-11-05 00:00:00,pos_in_20bar_range,2024-11-05 00:00:00,0.6096361849,0.6096361849,4.257860731e-11,0
AUD_CAD,2024-11-05 00:00:00,rsi_14,2024-11-05 00:00:00,50.86487887,50.86487887,7.143796665e-10,0
AUD_CAD,2024-11-05 00:00:00,mother_bar_range_atr,2024-11-05 00:00:00,1.149179088,1.149179088,1.323177123e-10,0
AUD_CAD,2024-11-05 00:00:00,inside_bar_range_atr,2024-11-05 00:00:00,0.4462448004,0.4462448004,4.348182925e-11,0
AUD_CAD,2024-11-05 00:00:00,ib_range_ratio,2024-11-05 00:00:00,0.3883161512,0.3883161512,2.764455331e-12,0
AUD_CAD,2024-11-05 00:00:00,break_bar_body_atr,2024-11-05 00:00:00,0.7661193919,0.7661193918,1.117442805e-10,0
AUD_CAD,2024-11-05 00:00:00,break_close_above_high_atr,2024-11-05 00:00:00,0.1145230019,0.1145230019,1.632113888e-11,0
AUD_CAD,2024-11-05 00:00:00,swing_low_dist_atr,2024-11-05 00:00:00,2.448422799,2.448422799,1.067297362e-10,0
AUD_CHF,2024-01-12 00:00:00,body_to_range_ratio,2024-01-12 00:00:00,0.8684210526,0.8684210526,3.159317252e-11,0
AUD_CHF,2024-01-12 00:00:00,upper_wick_ratio,2024-01-12 00:00:00,0.03383458647,0.03383458647,3.86329857e-12,0
AUD_CHF,2024-01-12 00:00:00,lower_wick_ratio,2024-01-12 00:00:00,0.0977443609,0.0977443609,2.270086896e-12,0
AUD_CHF,2024-01-12 00:00:00,range_to_atr_14,2024-01-12 00:00:00,1.440608708,1.440608708,2.588655956e-10,0
AUD_CHF,2024-01-12 00:00:00,ret_5bar_atr,2024-01-12 00:00:00,0.2599594661,0.2599594661,4.142952648e-11,0
AUD_CHF,2024-01-12 00:00:00,ret_20bar_atr,2024-01-12 00:00:00,1.608499196,1.608499197,7.627005694e-10,0
AUD_CHF,2024-01-12 00:00:00,pos_in_20bar_range,2024-01-12 00:00:00,0.839055794,0.839055794,8.566036769e-12,0
AUD_CHF,2024-01-12 00:00:00,rsi_14,2024-01-12 00:00:00,54.80714815,54.80714815,3.688391814e-09,0
AUD_CHF,2024-01-12 00:00:00,mother_bar_range_atr,2024-01-12 00:00:00,1.110243553,1.110243553,4.16073842e-11,0
AUD_CHF,2024-01-12 00:00:00,inside_bar_range_atr,2024-01-12 00:00:00,0.6823935984,0.6823935986,1.962826568e-10,0
AUD_CHF,2024-01-12 00:00:00,ib_range_ratio,2024-01-12 00:00:00,0.6146341463,0.6146341463,4.148348332e-11,0
AUD_CHF,2024-01-12 00:00:00,break_bar_body_atr,2024-01-12 00:00:00,1.25105493,1.251054931,5.932050406e-10,0
AUD_CHF,2024-01-12 00:00:00,break_close_above_high_atr,2024-01-12 00:00:00,0.5253347543,0.5253347545,1.733305721e-10,0
AUD_CHF,2024-01-12 00:00:00,swing_low_dist_atr,2024-01-12 00:00:00,2.117586484,2.117586484,6.467670843e-11,0
AUD_CHF,2020-12-31 00:00:00,body_to_range_ratio,2020-12-31 00:00:00,0.6753731343,0.6753731343,2.837408086e-11,0
AUD_CHF,2020-12-31 00:00:00,upper_wick_ratio,2020-12-31 00:00:00,0.05223880597,0.05223880597,1.205008315e-13,0
AUD_CHF,2020-12-31 00:00:00,lower_wick_ratio,2020-12-31 00:00:00,0.2723880597,0.2723880597,1.505351399e-12,0
AUD_CHF,2020-12-31 00:00:00,range_to_atr_14,2020-12-31 00:00:00,1.247523747,1.247523747,4.046631918e-10,0
AUD_CHF,2020-12-31 00:00:00,ret_5bar_atr,2020-12-31 00:00:00,1.722327562,1.722327562,2.845284008e-10,0
AUD_CHF,2020-12-31 00:00:00,ret_20bar_atr,2020-12-31 00:00:00,0.5772124801,0.5772124801,4.248545959e-11,0
AUD_CHF,2020-12-31 00:00:00,pos_in_20bar_range,2020-12-31 00:00:00,1.008207934,1.008207934,3.365334678e-10,0
AUD_CHF,2020-12-31 00:00:00,rsi_14,2020-12-31 00:00:00,64.97027371,64.97027371,1.009439643e-09,0
AUD_CHF,2020-12-31 00:00:00,mother_bar_range_atr,2020-12-31 00:00:00,1.312692898,1.312692898,3.885047839e-10,0
AUD_CHF,2020-12-31 00:00:00,inside_bar_range_atr,2020-12-31 00:00:00,0.6516915098,0.6516915098,3.831168716e-11,0
AUD_CHF,2020-12-31 00:00:00,ib_range_ratio,2020-12-31 00:00:00,0.4964539007,0.4964539007,9.255596289e-12,0
AUD_CHF,2020-12-31 00:00:00,break_bar_body_atr,2020-12-31 00:00:00,0.8425440234,0.8425440234,3.376632307e-11,0
AUD_CHF,2020-12-31 00:00:00,break_close_above_high_atr,2020-12-31 00:00:00,0.3537753911,0.353775391,5.505840228e-11,0
AUD_CHF,2020-12-31 00:00:00,swing_low_dist_atr,2020-12-31 00:00:00,3.430690305,3.430690305,3.629403444e-10,0
AUD_CHF,2023-10-23 00:00:00,body_to_range_ratio,2023-10-23 00:00:00,0.6278317152,0.6278317152,1.036548625e-11,0
AUD_CHF,2023-10-23 00:00:00,upper_wick_ratio,2023-10-23 00:00:00,0.2297734628,0.2297734628,1.683497786e-11,0
AUD_CHF,2023-10-23 00:00:00,lower_wick_ratio,2023-10-23 00:00:00,0.142394822,0.142394822,6.469463854e-12,0
AUD_CHF,2023-10-23 00:00:00,range_to_atr_14,2023-10-23 00:00:00,1.536539661,1.536539661,2.758770989e-10,0
AUD_CHF,2023-10-23 00:00:00,ret_5bar_atr,2023-10-23 00:00:00,0.03480834184,0.03480834184,1.207887956e-12,0
AUD_CHF,2023-10-23 00:00:00,ret_20bar_atr,2023-10-23 00:00:00,-4.91792144,-4.91792144,1.353299695e-10,0
AUD_CHF,2023-10-23 00:00:00,pos_in_20bar_range,2023-10-23 00:00:00,0.1980046048,0.1980046048,4.174754986e-11,0
AUD_CHF,2023-10-23 00:00:00,rsi_14,2023-10-23 00:00:00,34.48691273,34.48691273,1.4293704e-09,0
AUD_CHF,2023-10-23 00:00:00,mother_bar_range_atr,2023-10-23 00:00:00,0.7260025584,0.7260025583,1.0219392e-10,0
AUD_CHF,2023-10-23 00:00:00,inside_bar_range_atr,2023-10-23 00:00:00,0.5270977479,0.5270977478,8.101397331e-11,0
AUD_CHF,2023-10-23 00:00:00,ib_range_ratio,2023-10-23 00:00:00,0.7260273973,0.7260273973,3.976874385e-11,0
AUD_CHF,2023-10-23 00:00:00,break_bar_body_atr,2023-10-23 00:00:00,0.964688331,0.9646883309,1.275879402e-10,0
AUD_CHF,2023-10-23 00:00:00,break_close_above_high_atr,2023-10-23 00:00:00,0.05469882289,0.05469882289,3.342451316e-12,0
AUD_CHF,2023-10-23 00:00:00,swing_low_dist_atr,2023-10-23 00:00:00,1.282936028,1.282936028,1.385902504e-10,0
AUD_CHF,2021-10-27 00:00:00,body_to_range_ratio,2021-10-27 00:00:00,0.7433862434,0.7433862434,1.376321279e-11,0
AUD_CHF,2021-10-27 00:00:00,upper_wick_ratio,2021-10-27 00:00:00,0.02380952381,0.02380952381,4.67098582e-13,0
AUD_CHF,2021-10-27 00:00:00,lower_wick_ratio,2021-10-27 00:00:00,0.2328042328,0.2328042328,4.230310546e-12,0
AUD_CHF,2021-10-27 00:00:00,range_to_atr_14,2021-10-27 00:00:00,1.711083163,1.711083163,3.490305822e-10,0
AUD_CHF,2021-10-27 00:00:00,ret_5bar_atr,2021-10-27 00:00:00,0.3666606779,0.3666606778,6.049577506e-11,0
AUD_CHF,2021-10-27 00:00:00,ret_20bar_atr,2021-10-27 00:00:00,2.924232073,2.924232072,8.134279916e-10,0
AUD_CHF,2021-10-27 00:00:00,pos_in_20bar_range,2021-10-27 00:00:00,1.057173679,1.057173679,4.670948073e-10,0
AUD_CHF,2021-10-27 00:00:00,rsi_14,2021-10-27 00:00:00,64.08788626,64.08788626,1.494612434e-09,0
AUD_CHF,2021-10-27 00:00:00,mother_bar_range_atr,2021-10-27 00:00:00,1.172408834,1.172408834,1.465476629e-10,0
AUD_CHF,2021-10-27 00:00:00,inside_bar_range_atr,2021-10-27 00:00:00,0.516040954,0.5160409539,1.258605442e-10,0
AUD_CHF,2021-10-27 00:00:00,ib_range_ratio,2021-10-27 00:00:00,0.4401544402,0.4401544402,4.558797784e-11,0
AUD_CHF,2021-10-27 00:00:00,break_bar_body_atr,2021-10-27 00:00:00,1.271995685,1.271995685,7.652567469e-11,0
AUD_CHF,2021-10-27 00:00:00,break_close_above_high_atr,2021-10-27 00:00:00,0.900808332,0.9008083319,1.276844186e-10,0
AUD_CHF,2021-10-27 00:00:00,swing_low_dist_atr,2021-10-27 00:00:00,4.436141535,4.436141534,6.086056104e-10,0
AUD_CHF,2021-10-21 00:00:00,body_to_range_ratio,2021-10-21 00:00:00,0.5442477876,0.5442477876,1.066513544e-11,0
