archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.5099022058269759,0.002599796997251054,0.5065099180516198,0.513129422259089,0.5112874626451595,0.5071463245240716,0.5114379016549397,10061,45673
1,0.5256034495983709,0.003106024141971264,0.5262087868126679,0.530232904689258,0.5227707453434554,0.5271889280811801,0.5216158830652933,24704,45673
2,0.6961882265147333,0.07700684979552516,0.6628704920426339,0.6446196525040151,0.7863191706818513,0.5993758212877793,0.787755996057387,14,45673
3,0.5268796423363296,0.006084287804345494,0.5294136935212775,0.5338031806033915,0.5306144490208037,0.5164254944235602,0.5241413941126147,10894,45673
