feature,p5,p25,p50,p75,p95,mean,std,cv
monotonicity_ratio_in_profit,0.0,0.0,0.0,1.0,1.0,0.2589152381060626,0.43767912494004485,1.6904340128515458
local_peaks_count,0.0,0.0,0.0,1.0,1.0,0.46867952619709674,0.6006843119564585,1.2816525544234014
pullback_magnitude_median,0.0,0.0,0.0,0.0,0.0,0.00018541238973805396,0.009737947094752808,52.52047669797223
time_to_peak_mfe_relative,0.0,0.0,0.0,1.0,1.0,0.45851572151406056,0.49806484971295617,1.086254682976411
