percentile,fwd_mfe_h240_R,final_r
1,0.3741451969742775,0.025802324619144203
5,0.6702107667922974,0.05859959498047829
10,0.9681210219860077,0.08305476531386376
20,1.5730869770050049,0.12988346219062805
30,2.1187714338302612,0.16914957165718078
40,2.6664820194244383,0.21354848742485047
50,3.334089994430542,0.2602299451828003
60,4.199987125396727,0.32185274362564087
70,5.105610179901123,0.38945464193820956
80,6.454559993743897,0.4865312397480011
90,8.36298990249634,0.6537472903728486
95,10.318464899063109,0.8093706578016281
99,17.154386901855457,1.2260455906391128
