percentile,fwd_mfe_h240_R,final_r
1,0.47920310497283936,0.06377352774143219
5,0.8492900133132935,0.1450383961200714
10,1.1922450065612793,0.20400311052799225
20,1.8232450485229492,0.2923716604709625
30,2.440840005874634,0.3621625602245331
40,3.0592150688171387,0.43680453300476074
50,3.740964889526367,0.5150982141494751
60,4.536025047302246,0.5999544262886047
70,5.500249862670898,0.6994438767433167
80,6.701099872589111,0.8353942036628723
90,8.657150268554688,1.0565286874771118
95,10.38284969329834,1.2926356792449951
99,14.982619857788078,1.910333800315856
