percentile,fwd_mfe_h240_R,final_r
1,0.47917313128709793,0.06515862829983235
5,0.8490634858608246,0.14649023711681367
10,1.1916935205459596,0.20510912239551546
20,1.8217670440673828,0.2929863154888153
30,2.4387385845184326,0.36253789365291594
40,3.0592300415039064,0.4370658755302429
50,3.7438900470733643,0.5151273012161255
60,4.54183521270752,0.5997850179672242
70,5.502920007705688,0.6991841614246368
80,6.7015398979187015,0.8343071937561035
90,8.653335094451906,1.0548804521560675
95,10.361762332916268,1.283746623992921
99,14.921015663146973,1.8991217315196998
