percentile,fwd_mfe_h240_R,final_r
1,0.8630502820014954,-1.1425037801265716
5,1.0400314927101135,-1.1423403918743134
10,1.2639190077781677,-1.1343858122825623
20,1.6893170356750489,-1.0206657767295837
30,1.8640515089035035,-0.8215621769428253
40,1.9410420417785645,-0.7624714136123657
50,2.0526350140571594,-0.6984774172306061
60,2.684455013275146,0.008552390336989957
70,3.2994825601577755,0.9270946174859995
80,3.5109559535980224,1.1393661499023438
90,4.040646982192993,1.3019279003143311
95,4.9859238147735585,1.4038312077522277
99,5.855704889297487,1.4858928132057192
