cluster_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative,count,fraction
0,0.5482173913,4.72836031,0.1299534301,0.3408264293,4270,0.348230305
1,0.5382006365,20.06836109,0.3397724563,0.7744169256,2285,0.1863480672
2,0.01470748642,0.5341164709,0.01123628255,0.04320972967,4001,0.3262926113
3,0.5121499857,7.458624709,0.7002101866,0.5905478278,1706,0.1391290165
