cluster_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative,count,fraction
0,0.5419701273,22.280866,0.3590349544,0.8178979662,1711,0.1395367803
1,0.4810205196,2.880129092,0.05999926898,0.1964016618,2164,0.1764801827
2,0.003539790069,0.5093798854,0.01012479466,0.03888943791,3837,0.3129179579
3,0.507009853,7.563113604,0.5714547575,0.5478927266,1428,0.1164573479
4,0.9313535783,2.317286652,0.04618739066,0.3798150726,457,0.03726961344
5,0.5159793034,8.745414847,0.2310820498,0.5403182196,2292,0.1869189366
6,0.5081909141,7.340482574,1.147724223,0.6466084782,373,0.03041918121
