dataset,n_trades,pool_median_fwd_mfe_h120,pool_median_fwd_mfe_h240,pool_frac_reach_1R,pool_frac_reach_1_5R,pool_frac_reach_2R,pool_p50_fwd_mfe_h240,pool_p90_fwd_mfe_h240,pool_p95_fwd_mfe_h240,pool_p99_fwd_mfe_h240,axis2a_time_exit_best_h,axis2a_time_exit_best_capture,axis2b_trail_exit_best_W,axis2b_trail_exit_best_capture,axis2c_tp_exit_best_X,axis2c_tp_exit_best_capture,axis2d_mfe_lock_best_X,axis2d_mfe_lock_best_capture,axis2f_frac_reentry_candidates,axis2f_n_candidates,axis2f_n_total,axis2g_local_peaks_pool_median,axis2g_local_peaks_pool_mean,axis2g_monotonicity_pool_median,axis2h_time_to_peak_mean,axis2h_time_to_peak_std,axis2h_time_to_peak_cv,axis2h_time_to_peak_p05,axis2h_time_to_peak_p25,axis2h_time_to_peak_p50,axis2h_time_to_peak_p75,axis2h_time_to_peak_p95,axis3_race_condition_median,axis3_race_condition_mean,axis3_mae_mfe_ratio_winners_median,axis3_pct_peak_and_collapse,axis3_pct_wrong_way,axis3_n_trades_with_race_signal,shape_p5,shape_p50,shape_p90,shape_p95,shape_p99,shape_skew,shape_kurt,shape_sarle,shape_tag,mass_n_trades,mass_band_0_to_0_5R,mass_band_0_5_to_1R,mass_band_1_to_2R,mass_band_2_to_5R,mass_band_above_5R
kh24,553,2.2926430702209473,3.2262179851531982,0.8227848101265823,0.7468354430379747,0.674502712477396,3.2262179851531982,8.258108711242675,10.4779239654541,15.586125373840346,24,0.09883133322000504,1.0,0.02381479475156551,3.0,0.047887546377584043,0.5,0.03715747164110374,0.546112115732369,302,553,2.0,3.9710669077757683,0.5384615384615384,116.56057866184449,83.70194079242229,0.7180981919732156,1.0,31.0,114.0,202.0,238.0,-14.0,-6.585895117540687,0.17701341211795807,0.4141048824593128,0.47739602169981915,553,0.32448418736457824,3.2262179851531982,8.258108711242675,10.4779239654541,15.586125373840346,1.518509030342102,3.6061906814575195,0.9167207081502337,bimodal,553,0.09403254972875226,0.08318264014466546,0.14828209764918626,0.3616636528028933,0.3128390596745027
arc1,45673,2.3137049674987793,3.2098450660705566,0.8469993212620147,0.7652661309745363,0.6840146257088433,3.2098450660705566,8.086120223999023,9.873369789123537,14.479013977050771,1,0.006597578059881926,0.3,-0.0019794339067820067,0.5,-0.0005617022668043626,0.5,0.033212011187946616,0.531736474503536,24286,45673,0.0,0.46867952619709674,0.5,121.93678978827754,84.21620592464619,0.6906546094158562,1.0,40.0,122.0,206.0,239.0,2.0,-2.061305366409038,0.30929845571517944,0.3789109539552909,0.4960698881177063,45658,0.3523956000804901,3.2098450660705566,8.086120223999023,9.873369789123537,14.479013977050771,1.6953258514404297,5.2813215255737305,0.7335530934449889,bimodal,45673,0.07371970310686839,0.07928097563111686,0.16298469555317147,0.39430297987870294,0.28971164583014036
arc2,3993,2.4223899841308594,3.3589749336242676,0.8507387928875532,0.7806160781367393,0.7002253944402704,3.3589749336242676,8.047729873657227,9.626439666748047,13.344207725524901,1,0.04638534039258957,0.3,0.005298404956136714,3.0,0.009427533211930274,0.5,0.04704289634426611,0.5519659403956925,2204,3993,4.0,6.940145254194841,0.5217391304347826,122.20410718757826,84.11300230924753,0.6882993071594358,1.0,38.0,126.0,205.0,239.0,-3.0,-5.415226646631606,0.1376095414161682,0.5692461808164287,0.4883546205860255,3993,0.33872709274291996,3.3589749336242676,8.047729873657227,9.626439666748047,13.344207725524901,1.272662878036499,2.6074700355529785,1.004679158499545,bimodal,3993,0.07412972702228901,0.07513148009015777,0.15051339844728273,0.39744552967693464,0.30277986476333585
