cluster_id,n_trades,shape_tag,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,wrong_way_pp,ttp_p25,ttp_p50,ttp_p75,mean_r,final_r_p25,final_r_p50,selected_sl,capturability_composite,is_candidate
0,15712,bimodal,1.0,0.9999363543788188,0.998790733197556,6.073960732635086,7.611417529260462,9.741967420435788,12.366275474379428,0.007128309572301426,240,240,240,5.242682620294443,2.7903279364343243,4.935682690954162,1.5,1.9517152321762885,True
1,42779,unclassified,0.9647724350732836,0.5265667734168634,0.311694990532738,1.384571252346165,2.095516506200454,3.380492892347716,4.661618987502455,0.03576521190303654,28,55,117,-0.7044648009924868,-1.0,-1.0,1.5,0.9653177727129842,True
2,39004,unclassified,0.0476874166752128,0.02268998051481899,0.013280689160086146,0.3233803438624512,0.5080536529544726,0.7274025387920997,0.8900366079864384,0.9692595631217311,6,12,19,-0.9881270447182245,-1.0,-1.0,1.5,0.18742351065912896,False
3,32604,monotonic_down,0.0021163047478836954,0.000245368666421298,3.067108330266225e-05,0.0,0.0584747056727527,0.16256646853152165,0.31426126170276825,0.999355907250644,1,3,7,-1.0,-1.0,-1.0,1.5,0.016167801108272633,False
