sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.4270186335,0.2841602763,0.1248859097,0.655699281,1.804987355,5.377235061,31.27776629,0.6472727273,0.4654545455,0.4,heavy_right_tail,0,0.01164116678,0.9337363004,0.5636363636,0.9024936775,1,0,1,0,0,1,1,0,-0.4185669965,0
1,1,0.4270186335,0.4146095209,0.1045421231,0.6825254904,2.341937258,6.825181727,18.89619538,0.6945454545,0.5345454545,0.1036363636,heavy_right_tail,0,0.009537898252,0.9921000191,0.5327272727,2.341937258,1,0,1,0,1,1,1,0,0.05551861181,0
1.5,1.5,0.4270186335,0.5030185265,0.2090606603,1.195860221,3.051957285,6.670388207,14.6533946,0.7927272727,0.6309090909,0.02181818182,scattered,0,0.01060886685,0.9802184339,0.5690909091,4.577935927,1,0,1,1,1,0,1,0,0.3239276174,0
2,2,0.4270186335,0.5624213006,0.6309632646,1.76194139,3.250278323,6.014458999,11.29666513,0.8727272727,0.6872727273,0.003636363636,scattered,0,0.01106343518,0.9627287427,0.5745454545,6.500556647,1,1,1,1,1,0,1,0,0.4815122097,0
3,3,0.4270186335,0.5593787256,0.4571382425,1.265573339,2.368448024,4.198716987,7.560679671,0.8290909091,0.5745454545,0,scattered,0,0.01020525257,0.9889328196,0.4927272727,7.105344072,1,1,1,1,1,0,1,0,0.4384696347,0
4,4,0.4270186335,0.5574716032,0.3632053419,1.071663917,1.976092728,3.26296807,5.789201056,0.7709090909,0.4945454545,0,unclassified,0,0.009138551832,0.9934571943,0.3890909091,7.904370911,1,1,1,1,1,1,1,1,0.3783806941,1
