sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.2989130435,0.3505929718,0.1631554796,0.8643681896,1.821570472,4.227914312,10.21659465,0.7038961039,0.4649350649,0.3662337662,scattered,0,0.009286741495,0.997525693,0.7012987013,0.910785236,1,0,1,1,0,0,1,0,-0.2617446905,0
1,1,0.2989130435,0.5008470294,0.1444057382,0.7726839536,1.454555845,2.814073632,5.966542429,0.6545454545,0.387012987,0.1350649351,unclassified,0,0.01198782529,0.9901340492,0.6467532468,1.454555845,1,0,0,0,1,1,1,0,0.07032754888,0
1.5,1.5,0.2989130435,0.5726342995,0.2597698277,0.6570628517,1.168038946,2.016080681,4.189369573,0.5662337662,0.2519480519,0.05714285714,unclassified,0,0.01134766966,0.9918858654,0.5558441558,1.752058419,1,1,0,0,1,1,1,0,0.1317252086,0
2,2,0.2989130435,0.6188079769,0.2880686282,0.5615481948,0.9739363973,1.570730935,3.239762804,0.4805194805,0.1714285714,0.01038961039,unclassified,0,0.01188039173,0.9904280463,0.4675324675,1.947872795,1,1,0,0,1,1,1,0,0.138937847,0
3,3,0.2989130435,0.601848664,0.2010092848,0.4677137989,0.794255924,1.528699979,3.731886917,0.4051948052,0.174025974,0,unclassified,0,0.0142766511,0.9079412843,0.3376623377,2.382767772,1,1,0,0,1,1,1,0,0.05704346919,0
4,4,0.2989130435,0.6007527098,0.1726128004,0.4102917588,0.712277862,1.482728136,3.444414777,0.387012987,0.161038961,0,unclassified,0,0.01311879689,0.9626443822,0.2701298701,2.849111448,1,1,0,0,1,1,1,0,0.03776569683,0
