sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.5729813665,0.1885433073,0.05631059856,0.4070989131,1.032695395,2.391245827,7.809875872,0.5135501355,0.2913279133,0.527100271,heavy_right_tail,0,0.008499125526,0.9911911233,0.512195122,0.5163476973,1,0,0,0,0,1,1,0,-0.7750068282,0
1,1,0.5729813665,0.2682828902,0.03927891033,0.2941949999,0.7192788283,1.727454298,4.601929477,0.3929539295,0.2127371274,0.2533875339,heavy_right_tail,0,0.006702090814,0.9982599948,0.3888888889,0.7192788283,1,0,0,0,1,1,1,0,-0.5421507141,0
1.5,1.5,0.5729813665,0.3079912448,0.03374354559,0.2384601983,0.5710214653,1.309343411,3.139306268,0.3265582656,0.1327913279,0.1192411924,unclassified,0,0.00697870672,0.9971718899,0.3211382114,0.856532198,1,0,0,0,1,1,1,0,-0.434691682,0
2,2,0.5729813665,0.3320791388,0.03262403697,0.2063024624,0.455364656,1.052200176,2.501648331,0.2669376694,0.09078590786,0.05826558266,unclassified,0,0.007254503484,0.9960870072,0.2601626016,0.910729312,1,0,0,0,1,1,1,0,-0.4092487745,0
3,3,0.5729813665,0.4047843436,0.03892194248,0.211075008,0.5364294515,1.190658952,3.710482444,0.2940379404,0.1341463415,0.0162601626,heavy_right_tail,0,0.007192810564,0.9963296844,0.2222222222,1.609288355,1,0,0,0,1,1,1,0,-0.2674378787,0
4,4,0.5729813665,0.4513862313,0.05375742717,0.209022349,0.5319397182,1.25476847,3.353699052,0.3211382114,0.1409214092,0.006775067751,heavy_right_tail,0,0.008837675006,0.9891098392,0.2032520325,2.127758873,1,0,0,0,1,1,1,0,-0.184250625,0
