trade_id,pair,signal_bar_time,entry_time,exit_time,exit_reason,bars_held,mfe_lock_active_at_exit,final_r,mfe_r,mae_r,spread_pips_used,spread_pips_exit,fold
2040,USD_CAD,2025-09-17 16:00:00,2025-09-17 20:00:00,2025-09-19 16:00:00,trail_stop,12,1,0.6910283623,1.632236871,-0.8648702737,1.3,1.3,7
2044,EUR_NZD,2025-09-22 20:00:00,2025-09-23 00:00:00,2025-09-30 16:00:00,trail_stop,35,1,1.047399371,1.930677182,-0.1851080712,3.8,3.8,7
2046,NZD_CAD,2025-09-26 16:00:00,2025-09-26 20:00:00,2025-10-02 00:00:00,trail_stop,20,1,0.9788798259,1.920838181,-0.5633287677,2.3,2.3,7
2052,EUR_JPY,2025-10-03 00:00:00,2025-10-03 04:00:00,2025-10-06 08:00:00,trail_stop,8,1,3.588168307,4.449174378,-0.2015972331,1,1,7
2060,USD_JPY,2025-10-06 20:00:00,2025-10-07 00:00:00,2025-10-10 16:00:00,trail_stop,23,1,1.829869616,2.761009398,-0.05855023243,0.6,0.6,7
2070,GBP_CAD,2025-10-13 16:00:00,2025-10-13 20:00:00,2025-10-17 12:00:00,trail_stop,23,1,1.342046124,2.353691062,-0.7537600989,2.8,2.8,7
2072,EUR_USD,2025-10-14 16:00:00,2025-10-14 20:00:00,2025-10-17 16:00:00,trail_stop,18,1,0.793419016,1.834936536,-0.153877948,0.7,0.7,7
2081,AUD_CHF,2025-10-21 00:00:00,2025-10-21 04:00:00,2025-11-04 08:00:00,trail_stop,62,1,1.836918672,2.665438763,-0.6515045384,1.4,1.4,7
2085,GBP_CHF,2025-10-22 16:00:00,2025-10-22 20:00:00,2025-10-24 16:00:00,stoploss,12,0,-1.017448861,0.4123441449,-1.091931377,1.9,1.9,7
2094,EUR_AUD,2025-10-30 12:00:00,2025-10-30 16:00:00,2025-11-03 08:00:00,stoploss,11,0,-1.012405962,0.3649420515,-1.119638079,2.4,2.4,7
2095,GBP_AUD,2025-10-30 12:00:00,2025-10-30 16:00:00,2025-11-10 00:00:00,trail_stop,39,1,1.065508068,2.079116203,-0.5883667475,4,4,7
2098,EUR_CHF,2025-11-03 08:00:00,2025-11-03 12:00:00,2025-11-11 20:00:00,stoploss,39,0,-1.014696185,0.9170419632,-1.025793735,1,1,7
2113,GBP_AUD,2025-11-17 00:00:00,2025-11-17 04:00:00,2025-11-18 12:00:00,trail_stop,9,1,0.1000197055,1.131006286,-0.3028724698,4,4,7
2119,EUR_NZD,2025-11-19 12:00:00,2025-11-19 16:00:00,2025-11-26 00:00:00,stoploss,27,0,-1.015529053,0.8001548854,-1.674685761,3.8,3.8,7
2120,NZD_CHF,2025-11-20 12:00:00,2025-11-20 16:00:00,2025-11-20 16:00:00,stoploss,1,0,-1.026394773,0.1381844001,-1.113238369,1.7,1.7,7
2126,AUD_USD,2025-11-26 00:00:00,2025-11-26 04:00:00,2025-12-08 00:00:00,trail_stop,48,1,2.708316451,3.647245131,-0.1635845889,1,1,7
2144,USD_CHF,2025-12-18 08:00:00,2025-12-18 12:00:00,2025-12-18 12:00:00,stoploss,1,0,-1.011526065,0.006403369196,-1.256341036,0.9,0.9,7
2150,EUR_GBP,2025-12-29 08:00:00,2025-12-29 12:00:00,2025-12-31 20:00:00,end_of_data,15,0,-0.4410580188,0.5641439775,-0.9265637448,0.8,0.8,7
