n,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,mae_p50,ww_pp,ttp_p50,ttp_p75,bars_held_p50,mean_r,p25_r,p50_r,cluster_id,archetype,composite,candidate_at_sl_2x,best_sl_multiplier,best_sl_composite,candidate_at_best_sl
1493,0.9698593436034829,0.8914936369725385,0.7930341594105828,3.4101939317117616,5.309026494934016,7.895270234463923,10.594128304270253,-1.8724862903764596,0.49497655726724715,8.0,97.0,22.0,0.8598343776842519,-1.0000000000000036,-0.9999999999999964,0,v_shape_recovery,0.8641995981245814,False,4.0,0.5813801089047026,False
1658,0.7141133896260555,0.49095295536791317,0.32629674306393247,0.8591835341361367,1.964215838435885,3.511986737848166,5.4130993890636505,-5.127498457354957,0.5295536791314838,7.0,32.0,21.0,-0.8430567155683496,-1.0000000000000053,-0.9999999999999989,1,monotonic_down,0.6324154505517378,False,1.5,0.41878668369908323,False
1,1.0,1.0,1.0,6.032221566383562,6.032221566383562,6.032221566383562,6.032221566383562,-168.5469364076536,0.0,27.0,27.0,138.0,-1.0000000000000113,-1.0000000000000113,-1.0000000000000113,2,monotonic_down,1.0,True,1.5,1.0,True
