trade_id,pair,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
332,EUR_JPY,0.5555555556,21,0.369862515,0.4733333333
333,CHF_JPY,0.582278481,43,0.4998878,0.9958506224
334,NZD_USD,0.5627705628,35,0.642257257,0.9668049793
335,EUR_GBP,0.7142857143,5,0.6604239952,0.9565217391
336,AUD_JPY,0.6041666667,58,0.3858461965,0.9709543568
337,NZD_CHF,0.5355648536,42,0.3684830347,0.9336099585
338,NZD_CAD,0.5254237288,36,0.804994903,0.6182572614
339,CAD_CHF,0.5,8,0.2096157367,0.3538461538
340,GBP_USD,0.5,8,0.323403214,0.2337662338
341,EUR_AUD,0.5714285714,3,0.4317885456,0.1538461538
342,EUR_CAD,0.3684210526,2,1.159885149,0.2
343,USD_CHF,0,2,0,0
344,EUR_NZD,0,1,0,0.09090909091
345,CAD_JPY,0.6,4,0.7039603069,0.7368421053
346,EUR_CHF,0,1,0,0.3333333333
347,EUR_GBP,0,1,0,0.1666666667
348,GBP_NZD,0,1,0,0.2
349,AUD_CHF,0.5083333333,41,0.56743392,0.77593361
350,CAD_CHF,0.5291666667,28,1.376259121,0.9958506224
351,NZD_JPY,0.5588235294,50,0.40606846,0.601659751
352,EUR_USD,0.375,1,0,0.08333333333
353,GBP_CHF,0.6,2,0.3484548672,0.4545454545
354,USD_JPY,0.6125,53,1.00212165,0.9585062241
355,CAD_JPY,0.6166666667,60,0.4957958913,0.9834024896
356,EUR_CAD,1,1,0,0.625
357,EUR_CHF,0.7142857143,2,0,0.3125
358,GBP_AUD,0,1,0,0
359,GBP_CAD,0,1,0,0.5
360,EUR_AUD,0,0,0,0
361,GBP_JPY,0.4615384615,5,0.179304921,0.4705882353
362,GBP_NZD,0.5,3,0.0455256133,0.3333333333
363,GBP_CHF,0.527173913,16,0.9155696991,0.8340248963
364,EUR_USD,0.4580152672,12,0.4969148,0.6213017751
365,GBP_USD,0.6666666667,0,0,0
366,USD_CAD,0.4285714286,5,0.4073761616,0.4090909091
367,AUD_CAD,0,0,0,0
368,EUR_CAD,0.4705882353,6,0.3124637168,0.1509433962
369,GBP_CAD,0.5625,7,0.3051009151,0.1355932203
370,AUD_USD,0,0,0,0
371,EUR_GBP,0,0,0,0
372,EUR_AUD,0,0,0,0
373,GBP_AUD,0.5,1,0,0.3684210526
374,USD_CAD,0,1,0,0.05
375,EUR_AUD,0.6666666667,3,0,0.3333333333
376,GBP_AUD,0.6470588235,2,0.5491740172,0.1875
377,GBP_USD,0,0,0,0
378,NZD_USD,0,0,0,0
379,AUD_USD,0.6060606061,9,0.261191996,0.5769230769
